|dates|Edwards_Illinois_UnitedStates.AverageDailyTemperature.data|Edwards_Illinois_UnitedStates.AverageDailyTemperature.missing|Edwards_Illinois_UnitedStates.AverageDewPoint.data|Edwards_Illinois_UnitedStates.AverageDewPoint.missing|Edwards_Illinois_UnitedStates.AverageRelativeHumidity.data|Edwards_Illinois_UnitedStates.AverageRelativeHumidity.missing|Edwards_Illinois_UnitedStates.AverageSurfaceAirPressure.data|Edwards_Illinois_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|51.9375|0|39.229166666666664|0|69.86458333333333|0|29.73447916666664|0
0|2021-10-18|53.666666666666664|0|42.125|0|72.84375|0|29.697916666666686|0
0|2021-10-19|54.333333333333336|0|44.770833333333336|0|75.29166666666667|0|29.684895833333343|0
0|2021-10-20|61.697916666666664|0|50.333333333333336|0|68.98958333333333|0|29.623645833333352|0
0|2021-10-21|58.8125|0|46.78125|0|65.09375|0|29.560104166666633|0
0|2021-10-22|50.364583333333336|0|44.916666666666664|0|81.875|0|29.60395833333335|0
0|2021-10-23|51.072916666666664|0|48.947916666666664|0|93.15625|0|29.535729166666627|0
0|2021-10-24|66.0|0|59.260416666666664|0|80.54166666666667|0|29.33958333333332|0
0|2021-10-25|54.979166666666664|0|49.40625|0|81.75|0|29.380729166666665|0
0|2021-10-26|49.1875|0|41.177083333333336|0|76.36458333333333|0|29.58770833333335|0
0|2021-10-27|52.395833333333336|0|39.291666666666664|0|63.572916666666664|0|29.41333333333333|0
0|2021-10-28|53.15625|0|50.75|0|92.03125|0|28.98802083333332|0
0|2021-10-29|55.989583333333336|0|52.864583333333336|0|90.11458333333333|0|29.03770833333333|0
0|2021-10-30|53.395833333333336|0|49.645833333333336|0|87.82291666666667|0|29.217812500000022|0
0|2021-10-31|50.927083333333336|0|44.572916666666664|0|79.94791666666667|0|29.561249999999998|0
0|2021-11-01|44.0|0|33.114583333333336|0|67.21875|0|29.857708333333346|0
0|2021-11-02|41.536458333333336|0|29.494791666666668|0|65.36458333333333|0|29.923385416666687|0
