|dates|Greenville_SouthCarolina_UnitedStates.AveragePrecipitationTotal.data|Greenville_SouthCarolina_UnitedStates.AveragePrecipitationTotal.missing|Greenville_SouthCarolina_UnitedStates.AveragePrecipitation.data|Greenville_SouthCarolina_UnitedStates.AveragePrecipitation.missing|Greenville_SouthCarolina_UnitedStates.AverageWindDirection.data|Greenville_SouthCarolina_UnitedStates.AverageWindDirection.missing|Greenville_SouthCarolina_UnitedStates.AverageWindSpeed.data|Greenville_SouthCarolina_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|139.58333333333334|0|5.166666666666667|0
0|2021-10-18|0.0|0|0.0|0|168.75|0|3.9583333333333335|0
0|2021-10-19|0.0|0|0.0|0|139.16666666666666|0|3.4583333333333335|0
0|2021-10-20|0.0|0|0.0|0|86.66666666666667|0|3.0|0
0|2021-10-21|0.0|0|0.0004166666666666667|0|214.93055555555557|0|7.104166666666667|0
0|2021-10-22|0.0008333333333333334|0|0.0004166666666666667|0|230.27777777777774|0|6.798611111111112|0
0|2021-10-23|0.0|0|0.0|0|141.66666666666666|0|3.6666666666666665|0
0|2021-10-24|0.0|0|0.0|0|52.083333333333336|0|1.5|0
0|2021-10-25|0.0|0|0.0019444444444444446|0|137.36111111111111|0|4.708333333333333|0
0|2021-10-26|0.0020833333333333333|0|0.0|0|156.25|0|8.5|0
0|2021-10-27|0.0|0|0.0|0|189.14583333333334|0|4.5625|0
0|2021-10-28|0.0|0|0.01639583333333333|0|62.31944444444445|0|6.960416666666667|0
0|2021-10-29|0.00986111111111111|0|0.006375000000000001|0|175.95138888888889|0|6.2625|0
0|2021-10-30|0.0008333333333333334|0|0.0|0|241.5972222222222|0|9.409722222222223|0
0|2021-10-31|0.0|0|0.0|0|186.43055555555554|0|6.305555555555556|0
0|2021-11-01|0.0|0|0.0|0|140.0|0|5.333333333333333|0
0|2021-11-02|0.0|0|0.0|0|37.916666666666664|0|5.0|0
0|2021-11-03|0.0|0|0.00125|0|42.083333333333336|0|8.583333333333334|0
0|2021-11-04|0.004166666666666667|0|0.007222222222222224|0|44.076388888888886|0|6.947916666666665|0
0|2021-11-05|0.004583333333333333|0|0.0|0|38.75|0|8.0|0
0|2021-11-06|0.0|0|0.0|0|30.833333333333332|0|10.833333333333334|0
0|2021-11-07|0.0|0|0.0|0|150.20833333333334|0|7.229166666666667|0
0|2021-11-08|0.0|0|0.0|0|117.08333333333333|0|4.666666666666667|0
0|2021-11-09|0.0|0|0.0|0|121.66666666666667|0|3.1666666666666665|0
0|2021-11-10|0.0|0|0.0|0|53.75|0|1.75|0
0|2021-11-11|0.0|0|0.02775|0|61.34722222222222|0|2.8590277777777775|0
0|2021-11-12|0.048749999999999995|0|0.0|0|190.20833333333334|0|5.104166666666667|0
0|2021-11-13|0.0|0|0.0|0|56.25|0|3.875|0
0|2021-11-14|0.0|0|0.0|0|148.33333333333334|0|5.333333333333333|0
0|2021-11-15|0.0|0|0.0|0|208.33333333333334|0|6.083333333333333|0
0|2021-11-16|0.0|0|0.0|0|103.33333333333333|0|2.6666666666666665|0
0|2021-11-17|0.0|0|0.0|0|156.25|0|5.958333333333333|0
0|2021-11-18|0.0|0|0.0|0|169.58333333333334|0|6.916666666666667|0
0|2021-11-19|0.0|0|0.0|0|41.666666666666664|0|10.5|0
0|2021-11-20|0.0|0|0.0|0|36.25|0|7.583333333333333|0
0|2021-11-21|0.0|0|0.0|0|135.06944444444443|0|4.020833333333333|0
0|2021-11-22|0.003541666666666667|0|0.006805555555555555|0|198.54166666666666|0|7.777777777777779|0
0|2021-11-23|0.0|0|0.0|0|190.41666666666666|0|7.583333333333333|0
0|2021-11-24|0.0|0|0.0|0|54.583333333333336|0|2.4166666666666665|0
0|2021-11-25|0.0|0|0.0|0|192.5|0|8.0|0
0|2021-11-26|8.333333333333333e-05|0|0.0004166666666666667|0|160.11458333333334|0|8.503124999999999|0
0|2021-11-27|0.0|0|0.0|0|187.5|0|6.166666666666667|0
0|2021-11-28|0.0|0|0.0|0|125.41666666666667|0|3.25|0
