|dates|Berkeley_WestVirginia_UnitedStates.AveragePrecipitationTotal.data|Berkeley_WestVirginia_UnitedStates.AveragePrecipitationTotal.missing|Berkeley_WestVirginia_UnitedStates.AveragePrecipitation.data|Berkeley_WestVirginia_UnitedStates.AveragePrecipitation.missing|Berkeley_WestVirginia_UnitedStates.AverageWindDirection.data|Berkeley_WestVirginia_UnitedStates.AverageWindDirection.missing|Berkeley_WestVirginia_UnitedStates.AverageWindSpeed.data|Berkeley_WestVirginia_UnitedStates.AverageWindSpeed.missing
0|2021-12-30|0.0036111111111111114|0|0.009083333333333334|0|57.72222222222222|0|1.7236111111111108|0
0|2021-12-31|0.0025|0|0.0|0|125.52083333333333|0|3.868055555555556|0
0|2022-01-01|0.0001388888888888889|0|0.018958333333333334|0|87.53472222222223|0|2.5631944444444446|0
0|2022-01-02|0.00986111111111111|0|0.0046875|0|231.04166666666666|0|7.666666666666667|0
0|2022-01-03|0.0008333333333333334|0|0.0|0|274.8611111111111|0|12.083333333333334|0
0|2022-01-04|0.0|0|0.0|0|142.25|0|5.041666666666667|0
0|2022-01-05|0.0|0|0.0|0|155.83333333333334|0|6.333333333333333|0
0|2022-01-06|0.0|0|0.0|0|202.3472222222222|0|11.659722222222221|0
0|2022-01-07|0.0|0|0.0|0|219.375|0|9.854166666666666|0
0|2022-01-08|0.0|0|0.0|0|185.20833333333334|0|8.520833333333334|0
0|2022-01-09|0.0|0|0.0|0|103.95833333333333|0|3.9375|0
0|2022-01-10|0.0|0|0.0|0|234.375|0|12.520833333333334|0
0|2022-01-11|0.0|0|0.0|0|165.625|0|6.895833333333333|0
0|2022-01-12|0.0|0|0.0|0|108.75|0|2.3333333333333335|0
0|2022-01-13|0.0|0|0.0|0|77.5|0|2.3333333333333335|0
0|2022-01-14|0.0|0|0.0|0|270.8333333333333|0|10.07638888888889|0
0|2022-01-15|0.0|0|0.0|0|174.58333333333334|0|8.145833333333334|0
0|2022-01-16|0.0|0|0.019618055555555555|0|38.71527777777778|0|6.679166666666667|0
0|2022-01-17|0.03666666666666667|0|0.00488888888888889|0|260.0416666666667|0|19.619444444444444|0
