|dates|Albany_NewYork_UnitedStates.AveragePrecipitationTotal.data|Albany_NewYork_UnitedStates.AveragePrecipitationTotal.missing|Albany_NewYork_UnitedStates.AveragePrecipitation.data|Albany_NewYork_UnitedStates.AveragePrecipitation.missing|Albany_NewYork_UnitedStates.AverageWindDirection.data|Albany_NewYork_UnitedStates.AverageWindDirection.missing|Albany_NewYork_UnitedStates.AverageWindSpeed.data|Albany_NewYork_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.05291666666666667|0|0.0008333333333333334|0|228.54166666666666|0|8.3125|0
0|2021-10-18|0.0008333333333333334|0|0.0|0|251.04166666666666|0|8.166666666666666|0
0|2021-10-19|0.0|0|0.0|0|239.16666666666666|0|9.75|0
0|2021-10-20|0.0|0|0.0|0|250.83333333333334|0|9.625|0
0|2021-10-21|0.0|0|0.0|0|136.25|0|7.125|0
0|2021-10-22|0.004583333333333333|0|0.004583333333333333|0|228.33333333333334|0|8.625|0
0|2021-10-23|0.0|0|0.0|0|248.125|0|4.979166666666667|0
0|2021-10-24|0.0|0|0.0008333333333333334|0|92.91666666666667|0|3.1666666666666665|0
0|2021-10-25|0.017916666666666668|0|0.02513888888888889|0|242.70833333333334|0|5.208333333333333|0
0|2021-10-26|0.03875|0|0.04854166666666666|0|312.04861111111114|0|11.236111111111109|0
0|2021-10-27|0.023749999999999997|0|0.0020833333333333333|0|279.1666666666667|0|9.1875|0
0|2021-10-28|0.0|0|0.0|0|178.33333333333334|0|3.2291666666666665|0
0|2021-10-29|0.0|0|0.0|0|60.0|0|1.8194444444444444|0
0|2021-10-30|0.004583333333333333|0|0.009375|0|203.47222222222226|0|4.291666666666667|0
0|2021-10-31|0.015416666666666667|0|0.01|0|241.875|0|7.465277777777779|0
0|2021-11-01|0.0025|0|0.0|0|223.33333333333334|0|8.541666666666666|0
0|2021-11-02|0.0|0|0.0|0|164.58333333333334|0|5.208333333333333|0
0|2021-11-03|0.0|0|0.0|0|147.5|0|4.916666666666667|0
0|2021-11-04|0.0|0|0.0|0|72.91666666666667|0|1.6666666666666667|0
0|2021-11-05|0.0|0|0.0|0|141.69444444444443|0|3.0083333333333333|0
0|2021-11-06|0.0|0|0.0|0|12.5|0|0.4583333333333333|0
0|2021-11-07|0.0|0|0.0|0|48.75|0|0.8333333333333334|0
0|2021-11-08|0.0|0|0.0|0|82.08333333333333|0|1.25|0
0|2021-11-09|0.0|0|0.0|0|59.166666666666664|0|1.7916666666666667|0
0|2021-11-10|0.0011111111111111111|0|0.0027083333333333334|0|252.43055555555554|0|7.979166666666667|0
0|2021-11-11|0.0|0|0.0|0|74.58333333333333|0|4.125|0
