|dates|Meeker_Minnesota_UnitedStates.AveragePrecipitationTotal.data|Meeker_Minnesota_UnitedStates.AveragePrecipitationTotal.missing|Meeker_Minnesota_UnitedStates.AveragePrecipitation.data|Meeker_Minnesota_UnitedStates.AveragePrecipitation.missing|Meeker_Minnesota_UnitedStates.AverageWindDirection.data|Meeker_Minnesota_UnitedStates.AverageWindDirection.missing|Meeker_Minnesota_UnitedStates.AverageWindSpeed.data|Meeker_Minnesota_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|103.02083333333333|0|1.96875|0
0|2021-10-18|0.0|0|0.0|0|118.33333333333333|0|3.3020833333333335|0
0|2021-10-19|0.0|0|0.0|0|106.66666666666667|0|2.6875|0
0|2021-10-20|0.0|0|0.0|0|51.354166666666664|0|11.145833333333334|0
0|2021-10-21|0.0|0|0.0|0|311.0416666666667|0|9.5|0
0|2021-10-22|0.0|0|0.0|0|54.791666666666664|0|1.3541666666666667|0
0|2021-10-23|0.0|0|0.0|0|55.729166666666664|0|3.5416666666666665|0
0|2021-10-24|0.0|0|0.0|0|73.95833333333333|0|8.072916666666666|0
0|2021-10-25|0.0|0|0.0|0|84.0625|0|6.385416666666667|0
0|2021-10-26|0.0|0|0.0|0|132.70833333333334|0|14.9375|0
0|2021-10-27|0.0|0|0.0|0|128.75|0|10.489583333333334|0
0|2021-10-28|0.0|0|0.0|0|204.6875|0|5.9375|0
0|2021-10-29|0.0|0|0.0|0|259.375|0|7.104166666666667|0
0|2021-10-30|0.0|0|0.0|0|153.75|0|5.916666666666667|0
0|2021-10-31|0.0|0|0.0|0|298.4375|0|9.635416666666666|0
0|2021-11-01|0.0|0|0.0|0|281.4583333333333|0|7.3125|0
0|2021-11-02|0.0|0|0.0|0|250.9375|0|4.833333333333333|0
0|2021-11-03|0.0|0|0.0|0|68.95833333333333|0|2.5520833333333335|0
0|2021-11-04|0.0|0|0.0|0|63.645833333333336|0|1.8541666666666667|0
0|2021-11-05|0.0|0|0.0|0|174.27083333333334|0|6.770833333333333|0
0|2021-11-06|0.0|0|0.0|0|162.5|0|3.0833333333333335|0
0|2021-11-07|0.0|0|0.0|0|80.9375|0|2.1666666666666665|0
0|2021-11-08|0.0|0|0.0|0|288.4375|0|5.979166666666667|0
0|2021-11-09|0.0|0|0.0|0|82.5|0|1.2395833333333333|0
0|2021-11-10|0.0|0|0.0|0|107.8125|0|8.104166666666666|0
0|2021-11-11|0.0|0|0.0|0|279.4791666666667|0|13.28125|0
0|2021-11-12|0.0|0|0.0|0|326.25|0|15.572916666666666|0
0|2021-11-13|0.0|0|0.0|0|234.47916666666666|0|7.09375|0
0|2021-11-14|0.0|0|0.0|0|243.64583333333334|0|9.71875|0
0|2021-11-15|0.0|0|0.0|0|123.4375|0|7.947916666666667|0
0|2021-11-16|0.0|0|0.0|0|164.375|0|10.916666666666666|0
0|2021-11-17|0.0|0|0.0|0|283.5416666666667|0|15.666666666666666|0
0|2021-11-18|0.0|0|0.0|0|241.5625|0|13.197916666666666|0
0|2021-11-19|0.0|0|0.0|0|130.83333333333334|0|6.90625|0
0|2021-11-20|0.0|0|0.0|0|157.39583333333334|0|3.5625|0
0|2021-11-21|0.0|0|0.0|0|249.48958333333334|0|12.130208333333334|0
0|2021-11-22|0.0|0|0.0|0|110.36458333333333|0|3.1458333333333335|0
0|2021-11-23|0.0|0|0.0|0|137.55208333333334|0|5.088541666666667|0
0|2021-11-24|0.0|0|0.0|0|270.2604166666667|0|12.635416666666666|0
0|2021-11-25|0.0|0|0.0|0|229.27083333333334|0|7.479166666666667|0
0|2021-11-26|0.0|0|0.0|0|149.375|0|6.692708333333333|0
0|2021-11-27|0.0|0|0.0|0|219.16666666666666|0|7.609375|0
0|2021-11-28|0.0|0|0.0|0|209.64583333333334|0|4.84375|0
0|2021-11-29|0.0|0|0.0|0|232.91666666666666|0|7.614583333333333|0
0|2021-11-30|0.0|0|0.0|0|202.39583333333334|0|5.041666666666667|0
0|2021-12-01|0.0|0|0.0|0|184.6875|0|4.854166666666667|0
0|2021-12-02|0.0|0|0.0|0|204.16666666666666|0|6.458333333333333|0
0|2021-12-03|0.0|0|0.0|0|186.35416666666666|0|5.927083333333333|0
0|2021-12-04|0.0|0|0.0|0|218.02083333333334|0|5.989583333333333|0
0|2021-12-05|0.0|0|0.0|0|207.08333333333334|0|15.833333333333334|0
0|2021-12-06|0.0|0|0.0|0|241.08333333333334|0|13.4375|0
0|2021-12-07|0.0|0|0.0|0|81.77083333333333|0|2.875|0
0|2021-12-08|0.0|0|0.0|0|67.39583333333333|0|5.052083333333333|0
0|2021-12-09|0.0|0|0.0|0|219.58333333333334|0|9.5625|0
0|2021-12-10|0.0|0|0.0|0|105.78125|0|5.416666666666667|0
0|2021-12-11|0.0|0|0.0|0|262.2916666666667|0|6.59375|0
0|2021-12-12|0.0|0|0.0|0|147.91666666666666|0|3.0208333333333335|0
0|2021-12-13|0.0|0|0.0|0|72.54166666666667|0|2.6145833333333335|0
0|2021-12-14|0.0|0|0.0|0|129.16666666666666|0|10.052083333333334|0
0|2021-12-15|0.0|0|0.0|0|139.16666666666666|0|7.010416666666667|0
0|2021-12-16|0.0|0|0.0|0|291.25|0|17.25|0
0|2021-12-17|0.0|0|0.0|0|70.26041666666667|0|6.510416666666667|0
0|2021-12-18|0.0|0|0.0|0|215.52083333333334|0|5.135416666666667|0
0|2021-12-19|0.0|0|0.0|0|130.20833333333334|0|4.104166666666667|0
0|2021-12-20|0.0|0|0.0|0|271.9791666666667|0|8.463541666666666|0
0|2021-12-21|0.0|0|0.0|0|198.33333333333334|0|8.270833333333334|0
0|2021-12-22|0.0|0|0.0|0|90.72916666666667|0|3.4895833333333335|0
0|2021-12-23|0.0|0|0.0|0|107.39583333333333|0|3.5104166666666665|0
0|2021-12-24|0.0|0|0.0|0|233.33333333333334|0|7.5625|0
