|dates|Iron_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Iron_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Iron_Wisconsin_UnitedStates.Male_Total_Population.data|Iron_Wisconsin_UnitedStates.Male_Total_Population.missing|Iron_Wisconsin_UnitedStates.Female_Total_Population.data|Iron_Wisconsin_UnitedStates.Female_Total_Population.missing|Iron_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Iron_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-27|1752.0|0|2857.0|0|2819.0|0|876.0|0
0|2021-12-28|1752.0|0|2857.0|0|2819.0|0|876.0|0
0|2021-12-29|1752.0|0|2857.0|0|2819.0|0|876.0|0
0|2021-12-30|1752.0|0|2857.0|0|2819.0|0|876.0|0
0|2021-12-31|1752.0|0|2857.0|0|2819.0|0|876.0|0
0|2022-01-01|1752.0|0|2857.0|0|2819.0|0|876.0|0
0|2022-01-02|1752.0|0|2857.0|0|2819.0|0|876.0|0
0|2022-01-03|1752.0|0|2857.0|0|2819.0|0|876.0|0
0|2022-01-04|1752.0|0|2857.0|0|2819.0|0|876.0|0
0|2022-01-05|1752.0|0|2857.0|0|2819.0|0|876.0|0
0|2022-01-06|1752.0|0|2857.0|0|2819.0|0|876.0|0
0|2022-01-07|1752.0|0|2857.0|0|2819.0|0|876.0|0
0|2022-01-08|1752.0|0|2857.0|0|2819.0|0|876.0|0
0|2022-01-09|1752.0|0|2857.0|0|2819.0|0|876.0|0
0|2022-01-10|1752.0|0|2857.0|0|2819.0|0|876.0|0
0|2022-01-11|1752.0|0|2857.0|0|2819.0|0|876.0|0
0|2022-01-12|1752.0|0|2857.0|0|2819.0|0|876.0|0
0|2022-01-13|1752.0|0|2857.0|0|2819.0|0|876.0|0
0|2022-01-14|1752.0|0|2857.0|0|2819.0|0|876.0|0
0|2022-01-15|1752.0|0|2857.0|0|2819.0|0|876.0|0
0|2022-01-16|1752.0|0|2857.0|0|2819.0|0|876.0|0
0|2022-01-17|1752.0|0|2857.0|0|2819.0|0|876.0|0
