|dates|Hawaii_Hawaii_UnitedStates.JHU_ConfirmedCases.data|Hawaii_Hawaii_UnitedStates.JHU_ConfirmedCases.missing|Hawaii_Hawaii_UnitedStates.NYT_ConfirmedCases.data|Hawaii_Hawaii_UnitedStates.NYT_ConfirmedCases.missing|Hawaii_Hawaii_UnitedStates.JHU_ConfirmedDeaths.data|Hawaii_Hawaii_UnitedStates.JHU_ConfirmedDeaths.missing|Hawaii_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.data|Hawaii_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|10684.0|0|10684.0|0|112.0|0|0.0|100
0|2021-10-18|10713.0|0|10713.0|0|112.0|0|0.0|100
0|2021-10-19|10719.0|0|10719.0|0|112.0|0|0.0|100
0|2021-10-20|10751.0|0|10751.0|0|112.0|0|0.0|100
0|2021-10-21|10768.0|0|10768.0|0|112.0|0|0.0|100
0|2021-10-22|10802.0|0|10802.0|0|112.0|0|0.0|100
0|2021-10-23|10846.0|0|10846.0|0|112.0|0|0.0|100
0|2021-10-24|10886.0|0|10886.0|0|112.0|0|0.0|100
0|2021-10-25|10914.0|0|10914.0|0|112.0|0|0.0|100
0|2021-10-26|10933.0|0|10933.0|0|112.0|0|0.0|100
0|2021-10-27|10964.0|0|10964.0|0|113.0|0|0.0|100
0|2021-10-28|11002.0|0|11002.0|0|113.0|0|0.0|100
0|2021-10-29|11032.0|0|11032.0|0|113.0|0|0.0|100
0|2021-10-30|11064.0|0|11064.0|0|117.0|0|0.0|100
0|2021-10-31|11097.0|0|11097.0|0|118.0|0|0.0|100
0|2021-11-01|11109.0|0|11109.0|0|118.0|0|0.0|100
0|2021-11-02|11122.0|0|11122.0|0|118.0|0|0.0|100
0|2021-11-03|11143.0|0|11143.0|0|118.0|0|0.0|100
0|2021-11-04|11171.0|0|11171.0|0|120.0|0|0.0|100
0|2021-11-05|11193.0|0|11193.0|0|122.0|0|0.0|100
0|2021-11-06|11215.0|0|11215.0|0|123.0|0|0.0|100
0|2021-11-07|11241.0|0|11241.0|0|125.0|0|0.0|100
0|2021-11-08|11258.0|0|11258.0|0|125.0|0|0.0|100
0|2021-11-09|11279.0|0|11279.0|0|125.0|0|0.0|100
0|2021-11-10|11279.0|0|11307.0|0|125.0|0|0.0|100
0|2021-11-11|11334.0|0|11334.0|0|125.0|0|0.0|100
0|2021-11-12|11363.0|0|11363.0|0|126.0|0|0.0|100
0|2021-11-13|11373.0|0|11373.0|0|126.0|0|0.0|100
0|2021-11-14|11381.0|0|11381.0|0|126.0|0|0.0|100
0|2021-11-15|11406.0|0|11406.0|0|126.0|0|0.0|100
0|2021-11-16|11420.0|0|11420.0|0|126.0|0|0.0|100
0|2021-11-17|11435.0|0|11435.0|0|126.0|0|0.0|100
0|2021-11-18|11492.0|0|11492.0|0|127.0|0|0.0|100
0|2021-11-19|11534.0|0|11534.0|0|130.0|0|0.0|100
0|2021-11-20|11584.0|0|11584.0|0|132.0|0|0.0|100
0|2021-11-21|11596.0|0|11596.0|0|132.0|0|0.0|100
0|2021-11-22|11609.0|0|11609.0|0|132.0|0|0.0|100
0|2021-11-23|11623.0|0|11623.0|0|132.0|0|0.0|100
0|2021-11-24|11637.0|0|11637.0|0|132.0|0|0.0|100
0|2021-11-25|11623.0|0|11653.0|0|132.0|0|0.0|100
0|2021-11-26|11655.0|0|11655.0|0|136.0|0|0.0|100
0|2021-11-27|11678.0|0|11678.0|0|136.0|0|0.0|100
0|2021-11-28|11700.0|0|11700.0|0|138.0|0|0.0|100
0|2021-11-29|11703.0|0|11703.0|0|138.0|0|0.0|100
0|2021-11-30|11705.0|0|11705.0|0|138.0|0|0.0|100
0|2021-12-01|11708.0|0|11708.0|0|139.0|0|0.0|100
0|2021-12-02|11708.0|0|11725.0|0|139.0|0|0.0|100
0|2021-12-03|11739.0|0|11739.0|0|140.0|0|0.0|100
0|2021-12-04|11765.0|0|11765.0|0|140.0|0|0.0|100
0|2021-12-05|11783.0|0|11783.0|0|140.0|0|0.0|100
0|2021-12-06|11795.0|0|11795.0|0|140.0|0|0.0|100
0|2021-12-07|11802.0|0|11802.0|0|140.0|0|0.0|100
0|2021-12-08|11810.0|0|11810.0|0|141.0|0|0.0|100
0|2021-12-09|11823.0|0|11823.0|0|142.0|0|0.0|100
0|2021-12-10|11833.0|0|11833.0|0|143.0|0|0.0|100
0|2021-12-11|11843.0|0|11843.0|0|144.0|0|0.0|100
0|2021-12-12|11859.0|0|11859.0|0|145.0|0|0.0|100
0|2021-12-13|11869.0|0|11869.0|0|145.0|0|0.0|100
0|2021-12-14|11869.0|0|11892.0|0|145.0|0|0.0|100
0|2021-12-15|11897.0|0|11897.0|0|146.0|0|0.0|100
0|2021-12-16|11952.0|0|11952.0|0|146.0|0|0.0|100
0|2021-12-17|11981.0|0|11981.0|0|147.0|0|0.0|100
0|2021-12-18|12003.0|0|12003.0|0|147.0|0|0.0|100
0|2021-12-19|12032.0|0|12032.0|0|147.0|0|0.0|100
0|2021-12-20|12058.0|0|12058.0|0|147.0|0|0.0|100
0|2021-12-21|12067.0|0|12067.0|0|147.0|0|0.0|100
0|2021-12-22|12088.0|0|12088.0|0|148.0|0|0.0|100
0|2021-12-23|12154.0|0|12154.0|0|150.0|0|0.0|100
0|2021-12-24|12245.0|0|12245.0|0|151.0|0|0.0|100
0|2021-12-25|12322.0|0|12322.0|0|151.0|0|0.0|100
0|2021-12-26|12322.0|0|12440.0|0|151.0|0|0.0|100
0|2021-12-27|12440.0|0|12543.0|0|151.0|0|0.0|100
0|2021-12-28|12593.0|0|12593.0|0|151.0|0|0.0|100
0|2021-12-29|12619.0|0|12619.0|0|152.0|0|0.0|100
0|2021-12-30|12861.0|0|12861.0|0|152.0|0|0.0|100
0|2021-12-31|13117.0|0|13117.0|0|152.0|0|0.0|100
0|2022-01-01|13312.0|0|13312.0|0|153.0|0|0.0|100
0|2022-01-02|13550.0|0|13550.0|0|153.0|0|0.0|100
0|2022-01-03|13909.0|0|13909.0|0|153.0|0|0.0|100
0|2022-01-04|14029.0|0|14029.0|0|153.0|0|0.0|100
0|2022-01-05|14185.0|0|14185.0|0|153.0|0|0.0|100
0|2022-01-06|14693.0|0|14693.0|0|153.0|0|0.0|100
0|2022-01-07|14979.0|0|14979.0|0|155.0|0|0.0|100
0|2022-01-08|15387.0|0|15387.0|0|155.0|0|0.0|100
0|2022-01-09|15751.0|0|15751.0|0|157.0|0|0.0|100
0|2022-01-10|16099.0|0|16099.0|0|157.0|0|0.0|100
0|2022-01-11|16307.0|0|16307.0|0|157.0|0|0.0|100
0|2022-01-12|16597.0|0|16597.0|0|157.0|0|0.0|100
0|2022-01-13|16597.0|0|16759.0|0|157.0|0|0.0|100
0|2022-01-14|16856.0|0|16856.0|0|159.0|0|0.0|100
0|2022-01-15|17576.0|0|17576.0|0|159.0|0|0.0|100
0|2022-01-16|17576.0|0|18161.0|0|159.0|0|0.0|100
0|2022-01-17|18415.0|0|0.0|100|159.0|0|0.0|100
