|dates|Crawford_Pennsylvania_UnitedStates.AveragePrecipitationTotal.data|Crawford_Pennsylvania_UnitedStates.AveragePrecipitationTotal.missing|Crawford_Pennsylvania_UnitedStates.AveragePrecipitation.data|Crawford_Pennsylvania_UnitedStates.AveragePrecipitation.missing|Crawford_Pennsylvania_UnitedStates.AverageWindDirection.data|Crawford_Pennsylvania_UnitedStates.AverageWindDirection.missing|Crawford_Pennsylvania_UnitedStates.AverageWindSpeed.data|Crawford_Pennsylvania_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|245.62500000000003|0|8.361111111111112|0
0|2021-10-18|0.0|0|0.0|0|269.8611111111111|0|7.604166666666667|0
0|2021-10-19|0.0|0|0.0|0|231.25|0|6.875|0
0|2021-10-20|0.0|0|0.0|0|217.91666666666666|0|7.041666666666667|0
0|2021-10-21|0.0|0|0.014398809523809524|0|206.87400793650795|0|8.256349206349208|0
0|2021-10-22|0.014583333333333332|0|0.0020486111111111113|0|143.55555555555557|0|5.188888888888889|0
0|2021-10-23|0.00010416666666666667|0|0.0040277777777777786|0|163.0972222222222|0|3.9298611111111117|0
0|2021-10-24|0.004166666666666667|0|0.02104166666666667|0|63.680555555555564|0|2.600694444444444|0
0|2021-10-25|0.04|0|0.00986111111111111|0|87.5|0|4.909722222222222|0
0|2021-10-26|0.0033333333333333335|0|0.002638888888888889|0|314.65277777777777|0|10.104166666666668|0
0|2021-10-27|0.00010416666666666667|0|0.0|0|234.25694444444446|0|5.919444444444444|0
0|2021-10-28|0.0|0|0.0|0|59.236111111111114|0|6.2569444444444455|0
0|2021-10-29|0.0062499999999999995|0|0.03954166666666667|0|65.77083333333333|0|8.299305555555554|0
0|2021-10-30|0.046250000000000006|0|0.0009702380952380953|0|30.451388888888886|0|2.628472222222222|0
0|2021-10-31|0.0020833333333333333|0|0.0021666666666666666|0|251.04861111111111|0|8.897916666666667|0
0|2021-11-01|0.0025|0|0.0|0|258.9583333333333|0|8.479166666666666|0
0|2021-11-02|0.0|0|0.0004166666666666667|0|245.20833333333334|0|8.076388888888888|0
0|2021-11-03|0.0004166666666666667|0|0.00034722222222222224|0|231.18055555555554|0|6.090277777777778|0
0|2021-11-04|0.0|0|0.0|0|157.91666666666666|0|4.770833333333333|0
0|2021-11-05|0.0|0|0.0|0|36.666666666666664|0|0.9583333333333334|0
0|2021-11-06|0.0|0|0.0|0|41.25|0|2.25|0
0|2021-11-07|0.0|0|0.0|0|154.79166666666666|0|4.083333333333333|0
0|2021-11-08|0.0|0|0.0|0|195.64583333333334|0|6.75|0
