|dates|Kings_NewYork_UnitedStates.JHU_ConfirmedCases.data|Kings_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Kings_NewYork_UnitedStates.NYT_ConfirmedCases.data|Kings_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Kings_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Kings_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Kings_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Kings_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|331299.0|0|0.0|100|10834.0|0|0.0|100
0|2021-10-18|332489.0|0|0.0|100|10839.0|0|0.0|100
0|2021-10-19|333028.0|0|0.0|100|10840.0|0|0.0|100
0|2021-10-20|333567.0|0|0.0|100|10845.0|0|0.0|100
0|2021-10-21|334053.0|0|0.0|100|10847.0|0|0.0|100
0|2021-10-22|334391.0|0|0.0|100|10849.0|0|0.0|100
0|2021-10-23|334391.0|0|0.0|100|10849.0|0|0.0|100
0|2021-10-24|334391.0|0|0.0|100|10849.0|0|0.0|100
0|2021-10-25|335330.0|0|0.0|100|10862.0|0|0.0|100
0|2021-10-26|335595.0|0|0.0|100|10863.0|0|0.0|100
0|2021-10-27|335849.0|0|0.0|100|10867.0|0|0.0|100
0|2021-10-28|335849.0|0|0.0|100|10867.0|0|0.0|100
0|2021-10-29|336458.0|0|0.0|100|10875.0|0|0.0|100
0|2021-10-30|336458.0|0|0.0|100|10875.0|0|0.0|100
0|2021-10-31|336458.0|0|0.0|100|10875.0|0|0.0|100
0|2021-11-01|337834.0|0|0.0|100|10886.0|0|0.0|100
0|2021-11-02|338115.0|0|0.0|100|10887.0|0|0.0|100
0|2021-11-03|338432.0|0|0.0|100|10890.0|0|0.0|100
0|2021-11-04|338796.0|0|0.0|100|10889.0|0|0.0|100
0|2021-11-05|339169.0|0|0.0|100|10893.0|0|0.0|100
0|2021-11-06|339169.0|0|0.0|100|10893.0|0|0.0|100
0|2021-11-07|339169.0|0|0.0|100|10893.0|0|0.0|100
0|2021-11-08|340269.0|0|0.0|100|10898.0|0|0.0|100
0|2021-11-09|340605.0|0|0.0|100|10902.0|0|0.0|100
0|2021-11-10|340605.0|0|0.0|100|10902.0|0|0.0|100
0|2021-11-11|341413.0|0|0.0|100|10909.0|0|0.0|100
0|2021-11-12|341823.0|0|0.0|100|10913.0|0|0.0|100
0|2021-11-13|341823.0|0|0.0|100|10913.0|0|0.0|100
0|2021-11-14|341823.0|0|0.0|100|10913.0|0|0.0|100
0|2021-11-15|343067.0|0|0.0|100|10915.0|0|0.0|100
0|2021-11-16|343457.0|0|0.0|100|10925.0|0|0.0|100
0|2021-11-17|343846.0|0|0.0|100|10929.0|0|0.0|100
0|2021-11-18|344390.0|0|0.0|100|10934.0|0|0.0|100
0|2021-11-19|344914.0|0|0.0|100|10937.0|0|0.0|100
0|2021-11-20|344914.0|0|0.0|100|10937.0|0|0.0|100
0|2021-11-21|345962.0|0|0.0|100|10940.0|0|0.0|100
0|2021-11-22|346352.0|0|0.0|100|10940.0|0|0.0|100
0|2021-11-23|346782.0|0|0.0|100|10946.0|0|0.0|100
0|2021-11-24|347208.0|0|0.0|100|10951.0|0|0.0|100
0|2021-11-25|347208.0|0|0.0|100|10951.0|0|0.0|100
0|2021-11-26|348319.0|0|0.0|100|10956.0|0|0.0|100
0|2021-11-27|348319.0|0|0.0|100|10956.0|0|0.0|100
0|2021-11-28|348319.0|0|0.0|100|10956.0|0|0.0|100
