|dates|Dorado_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Dorado_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Dorado_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Dorado_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Dorado_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Dorado_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Dorado_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Dorado_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-02|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-03|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-04|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-05|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-06|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-07|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-08|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-09|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-10|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-11|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-12|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-13|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-14|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-15|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-16|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-17|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-18|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-19|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-20|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-21|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-22|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-23|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-24|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-25|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-26|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-27|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-28|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-29|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-30|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-01-31|11697.0|0|830.0|0|6.625688512812325|0|12527.0|0
0|2020-02-01|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-02|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-03|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-04|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-05|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-06|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-07|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-08|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-09|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-10|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-11|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-12|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-13|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-14|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-15|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-16|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-17|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-18|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-19|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-20|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-21|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-22|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-23|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-24|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-25|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-26|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-27|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-28|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-02-29|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-01|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-02|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-03|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-04|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-05|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-06|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-07|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-08|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-09|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-10|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-11|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-12|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-13|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-14|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-15|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-16|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-17|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-18|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-19|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-20|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-21|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-22|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-23|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-24|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-25|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-26|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-27|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-28|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-29|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
0|2020-03-30|12015.0|0|663.0|0|5.229531471840985|0|12678.0|0
