|dates|Jasper_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jasper_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jasper_Texas_UnitedStates.Male_Total_Population.data|Jasper_Texas_UnitedStates.Male_Total_Population.missing|Jasper_Texas_UnitedStates.Female_Total_Population.data|Jasper_Texas_UnitedStates.Female_Total_Population.missing|Jasper_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Jasper_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-30|7021.0|0|17762.0|0|18110.0|0|8611.0|0
0|2021-12-31|7021.0|0|17762.0|0|18110.0|0|8611.0|0
0|2022-01-01|7021.0|0|17762.0|0|18110.0|0|8611.0|0
0|2022-01-02|7021.0|0|17762.0|0|18110.0|0|8611.0|0
0|2022-01-03|7021.0|0|17762.0|0|18110.0|0|8611.0|0
0|2022-01-04|7021.0|0|17762.0|0|18110.0|0|8611.0|0
0|2022-01-05|7021.0|0|17762.0|0|18110.0|0|8611.0|0
0|2022-01-06|7021.0|0|17762.0|0|18110.0|0|8611.0|0
0|2022-01-07|7021.0|0|17762.0|0|18110.0|0|8611.0|0
0|2022-01-08|7021.0|0|17762.0|0|18110.0|0|8611.0|0
0|2022-01-09|7021.0|0|17762.0|0|18110.0|0|8611.0|0
0|2022-01-10|7021.0|0|17762.0|0|18110.0|0|8611.0|0
0|2022-01-11|7021.0|0|17762.0|0|18110.0|0|8611.0|0
0|2022-01-12|7021.0|0|17762.0|0|18110.0|0|8611.0|0
0|2022-01-13|7021.0|0|17762.0|0|18110.0|0|8611.0|0
0|2022-01-14|7021.0|0|17762.0|0|18110.0|0|8611.0|0
0|2022-01-15|7021.0|0|17762.0|0|18110.0|0|8611.0|0
0|2022-01-16|7021.0|0|17762.0|0|18110.0|0|8611.0|0
0|2022-01-17|7021.0|0|17762.0|0|18110.0|0|8611.0|0
