|dates|CerroGordo_Iowa_UnitedStates.AveragePrecipitationTotal.data|CerroGordo_Iowa_UnitedStates.AveragePrecipitationTotal.missing|CerroGordo_Iowa_UnitedStates.AveragePrecipitation.data|CerroGordo_Iowa_UnitedStates.AveragePrecipitation.missing|CerroGordo_Iowa_UnitedStates.AverageWindDirection.data|CerroGordo_Iowa_UnitedStates.AverageWindDirection.missing|CerroGordo_Iowa_UnitedStates.AverageWindSpeed.data|CerroGordo_Iowa_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|202.5|0|6.458333333333333|0
0|2021-10-18|0.0|0|0.0|0|167.08333333333334|0|8.416666666666666|0
0|2021-10-19|0.0|0|0.0|0|167.5|0|10.291666666666666|0
0|2021-10-20|0.0|0|0.00125|0|187.7777777777778|0|11.111111111111112|0
0|2021-10-21|0.0033333333333333335|0|0.0011805555555555556|0|312.15277777777777|0|15.194444444444445|0
0|2021-10-22|0.0|0|0.0|0|261.6666666666667|0|3.9583333333333335|0
0|2021-10-23|0.0|0|0.0|0|113.75|0|4.666666666666667|0
0|2021-10-24|0.0|0|0.011666666666666667|0|62.708333333333336|0|15.368055555555555|0
0|2021-10-25|0.0|0|0.010000000000000004|0|30.0|0|20.0|0
0|2021-10-26|0.0|0|0.010000000000000004|0|30.0|0|20.0|0
0|2021-10-27|0.0|0|0.01864583333333333|0|129.58333333333334|0|16.4375|0
0|2021-10-28|0.011805555555555555|0|0.027916666666666673|0|177.7777777777778|0|12.236111111111112|0
0|2021-10-29|0.023333333333333334|0|0.0004166666666666667|0|285.9375|0|16.21875|0
0|2021-10-30|0.0|0|0.0|0|223.2638888888889|0|6.979166666666667|0
0|2021-10-31|0.0|0|0.0|0|311.25|0|17.083333333333332|0
0|2021-11-01|0.0|0|0.0|0|285.8333333333333|0|12.0|0
0|2021-11-02|0.0|0|0.0|0|281.6666666666667|0|7.791666666666667|0
0|2021-11-03|0.0|0|0.0|0|103.75|0|5.416666666666667|0
0|2021-11-04|0.0|0|0.0|0|197.3611111111111|0|8.75|0
0|2021-11-05|0.0|0|0.0|0|177.08333333333334|0|16.875|0
0|2021-11-06|0.0|0|0.0|0|209.58333333333334|0|9.5|0
0|2021-11-07|0.0|0|0.0|0|182.70833333333334|0|10.25|0
0|2021-11-08|0.0|0|0.0|0|242.20138888888889|0|11.409027777777778|0
0|2021-11-09|0.0|0|0.0|0|141.25|0|5.583333333333333|0
0|2021-11-10|0.0|0|0.017812500000000002|0|131.66666666666666|0|11.239583333333334|0
0|2021-11-11|0.016041666666666666|0|0.005347222222222223|0|281.15277777777777|0|22.492361111111105|0
0|2021-11-12|0.0004166666666666667|0|0.0007936507936507938|0|296.43353174603175|0|21.856349206349208|0
0|2021-11-13|0.0|0|0.00010416666666666667|0|262.36111111111114|0|13.805555555555557|0
0|2021-11-14|0.0004166666666666667|0|0.0|0|261.0416666666667|0|17.0625|0
0|2021-11-15|0.0|0|0.0|0|122.5|0|10.333333333333334|0
0|2021-11-16|0.0|0|0.0|0|163.33333333333334|0|16.291666666666668|0
0|2021-11-17|0.0|0|0.0|0|300.4166666666667|0|18.625|0
0|2021-11-18|0.0|0|0.0|0|277.0833333333333|0|16.666666666666668|0
0|2021-11-19|0.0|0|0.0|0|160.41666666666666|0|14.041666666666666|0
0|2021-11-20|0.0|0|0.0|0|259.1666666666667|0|7.75|0
0|2021-11-21|0.0|0|0.0|0|275.27777777777777|0|16.11111111111111|0
0|2021-11-22|0.0|0|0.0|0|226.66666666666666|0|7.5|0
0|2021-11-23|0.0|0|0.0|0|170.83333333333334|0|15.416666666666666|0
0|2021-11-24|0.0|0|0.0|0|262.7083333333333|0|16.354166666666668|0
0|2021-11-25|0.0|0|0.0|0|309.5833333333333|0|16.125|0
0|2021-11-26|0.0|0|0.0|0|158.75|0|11.875|0
0|2021-11-27|0.0|0|0.0|0|276.25|0|13.666666666666666|0
0|2021-11-28|0.0|0|0.0|0|248.33333333333334|0|9.458333333333334|0
0|2021-11-29|0.0|0|0.0|0|247.08333333333334|0|13.208333333333334|0
0|2021-11-30|0.0|0|0.0004166666666666667|0|247.7777777777778|0|7.708333333333333|0
0|2021-12-01|0.0|0|0.008541666666666668|0|209.79166666666666|0|14.25|0
0|2021-12-02|0.0|0|0.0|0|242.5|0|10.666666666666666|0
0|2021-12-03|0.0|0|0.0|0|194.30555555555554|0|7.805555555555556|0
0|2021-12-04|0.0|0|0.0|0|212.5|0|7.625|0
0|2021-12-05|0.0|0|0.0|0|194.375|0|19.041666666666668|0
0|2021-12-06|0.0|0|0.0|0|297.98611111111114|0|19.57638888888889|0
0|2021-12-07|0.0|0|0.0|0|171.25|0|11.875|0
0|2021-12-08|0.0|0|0.0|0|198.88888888888889|0|9.666666666666666|0
0|2021-12-09|0.0|0|0.0|0|227.29166666666666|0|14.458333333333334|0
0|2021-12-10|0.0|0|0.006340277777777778|0|109.38194444444446|0|16.883333333333333|0
0|2021-12-11|0.0029166666666666664|0|0.0|0|287.17361111111114|0|20.436805555555555|0
