|dates|Briscoe_Texas_UnitedStates.JHU_ConfirmedCases.data|Briscoe_Texas_UnitedStates.JHU_ConfirmedCases.missing|Briscoe_Texas_UnitedStates.NYT_ConfirmedCases.data|Briscoe_Texas_UnitedStates.NYT_ConfirmedCases.missing|Briscoe_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Briscoe_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Briscoe_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Briscoe_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|216.0|0|216.0|0|7.0|0|0.0|100
0|2021-10-18|216.0|0|216.0|0|7.0|0|0.0|100
0|2021-10-19|216.0|0|216.0|0|7.0|0|0.0|100
0|2021-10-20|216.0|0|216.0|0|7.0|0|0.0|100
0|2021-10-21|218.0|0|218.0|0|7.0|0|0.0|100
0|2021-10-22|218.0|0|218.0|0|7.0|0|0.0|100
0|2021-10-23|218.0|0|218.0|0|7.0|0|0.0|100
0|2021-10-24|218.0|0|218.0|0|7.0|0|0.0|100
0|2021-10-25|218.0|0|218.0|0|7.0|0|0.0|100
0|2021-10-26|224.0|0|224.0|0|7.0|0|0.0|100
0|2021-10-27|224.0|0|224.0|0|7.0|0|0.0|100
0|2021-10-28|224.0|0|224.0|0|7.0|0|0.0|100
0|2021-10-29|226.0|0|226.0|0|7.0|0|0.0|100
0|2021-10-30|227.0|0|227.0|0|7.0|0|0.0|100
0|2021-10-31|227.0|0|227.0|0|7.0|0|0.0|100
0|2021-11-01|227.0|0|227.0|0|7.0|0|0.0|100
0|2021-11-02|231.0|0|231.0|0|7.0|0|0.0|100
0|2021-11-03|232.0|0|232.0|0|7.0|0|0.0|100
0|2021-11-04|232.0|0|232.0|0|7.0|0|0.0|100
0|2021-11-05|232.0|0|232.0|0|7.0|0|0.0|100
0|2021-11-06|233.0|0|233.0|0|7.0|0|0.0|100
0|2021-11-07|233.0|0|233.0|0|7.0|0|0.0|100
0|2021-11-08|233.0|0|233.0|0|7.0|0|0.0|100
0|2021-11-09|233.0|0|233.0|0|7.0|0|0.0|100
0|2021-11-10|233.0|0|233.0|0|7.0|0|0.0|100
0|2021-11-11|233.0|0|233.0|0|7.0|0|0.0|100
0|2021-11-12|233.0|0|233.0|0|7.0|0|0.0|100
0|2021-11-13|233.0|0|233.0|0|7.0|0|0.0|100
0|2021-11-14|233.0|0|233.0|0|7.0|0|0.0|100
0|2021-11-15|233.0|0|233.0|0|7.0|0|0.0|100
0|2021-11-16|236.0|0|236.0|0|7.0|0|0.0|100
0|2021-11-17|236.0|0|236.0|0|7.0|0|0.0|100
0|2021-11-18|236.0|0|236.0|0|7.0|0|0.0|100
0|2021-11-19|236.0|0|236.0|0|7.0|0|0.0|100
0|2021-11-20|238.0|0|238.0|0|7.0|0|0.0|100
0|2021-11-21|238.0|0|238.0|0|7.0|0|0.0|100
0|2021-11-22|238.0|0|238.0|0|7.0|0|0.0|100
0|2021-11-23|241.0|0|241.0|0|7.0|0|0.0|100
0|2021-11-24|241.0|0|241.0|0|7.0|0|0.0|100
0|2021-11-25|241.0|0|241.0|0|7.0|0|0.0|100
0|2021-11-26|241.0|0|241.0|0|7.0|0|0.0|100
0|2021-11-27|241.0|0|241.0|0|7.0|0|0.0|100
0|2021-11-28|241.0|0|241.0|0|7.0|0|0.0|100
0|2021-11-29|241.0|0|241.0|0|7.0|0|0.0|100
0|2021-11-30|246.0|0|246.0|0|7.0|0|0.0|100
0|2021-12-01|246.0|0|246.0|0|7.0|0|0.0|100
