|dates|Johnson_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Johnson_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Johnson_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Johnson_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Johnson_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Johnson_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Johnson_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Johnson_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|690.0|0|690.0|0|9.0|0|0.0|100
0|2021-10-18|692.0|0|692.0|0|9.0|0|0.0|100
0|2021-10-19|693.0|0|693.0|0|9.0|0|0.0|100
0|2021-10-20|695.0|0|695.0|0|9.0|0|0.0|100
0|2021-10-21|696.0|0|696.0|0|9.0|0|0.0|100
0|2021-10-22|696.0|0|696.0|0|9.0|0|0.0|100
0|2021-10-23|696.0|0|696.0|0|9.0|0|0.0|100
0|2021-10-24|696.0|0|696.0|0|9.0|0|0.0|100
0|2021-10-25|696.0|0|696.0|0|9.0|0|0.0|100
0|2021-10-26|696.0|0|696.0|0|9.0|0|0.0|100
0|2021-10-27|702.0|0|702.0|0|9.0|0|0.0|100
0|2021-10-28|702.0|0|702.0|0|9.0|0|0.0|100
0|2021-10-29|702.0|0|702.0|0|9.0|0|0.0|100
0|2021-10-30|702.0|0|702.0|0|9.0|0|0.0|100
0|2021-10-31|702.0|0|704.0|0|9.0|0|0.0|100
0|2021-11-01|702.0|0|706.0|0|9.0|0|0.0|100
0|2021-11-02|702.0|0|706.0|0|9.0|0|0.0|100
0|2021-11-03|707.0|0|707.0|0|9.0|0|0.0|100
0|2021-11-04|707.0|0|707.0|0|9.0|0|0.0|100
0|2021-11-05|707.0|0|707.0|0|9.0|0|0.0|100
0|2021-11-06|707.0|0|707.0|0|9.0|0|0.0|100
0|2021-11-07|707.0|0|707.0|0|9.0|0|0.0|100
0|2021-11-08|711.0|0|711.0|0|9.0|0|0.0|100
0|2021-11-09|713.0|0|713.0|0|9.0|0|0.0|100
0|2021-11-10|713.0|0|713.0|0|9.0|0|0.0|100
0|2021-11-11|717.0|0|717.0|0|9.0|0|0.0|100
0|2021-11-12|719.0|0|719.0|0|9.0|0|0.0|100
0|2021-11-13|719.0|0|719.0|0|9.0|0|0.0|100
0|2021-11-14|719.0|0|719.0|0|9.0|0|0.0|100
0|2021-11-15|724.0|0|724.0|0|9.0|0|0.0|100
0|2021-11-16|724.0|0|724.0|0|9.0|0|0.0|100
0|2021-11-17|724.0|0|724.0|0|9.0|0|0.0|100
0|2021-11-18|727.0|0|727.0|0|9.0|0|0.0|100
0|2021-11-19|730.0|0|730.0|0|9.0|0|0.0|100
0|2021-11-20|730.0|0|730.0|0|9.0|0|0.0|100
0|2021-11-21|730.0|0|730.0|0|9.0|0|0.0|100
0|2021-11-22|732.0|0|732.0|0|9.0|0|0.0|100
0|2021-11-23|733.0|0|733.0|0|9.0|0|0.0|100
0|2021-11-24|733.0|0|733.0|0|9.0|0|0.0|100
0|2021-11-25|733.0|0|733.0|0|9.0|0|0.0|100
0|2021-11-26|733.0|0|733.0|0|9.0|0|0.0|100
0|2021-11-27|733.0|0|733.0|0|9.0|0|0.0|100
0|2021-11-28|733.0|0|733.0|0|9.0|0|0.0|100
0|2021-11-29|736.0|0|736.0|0|9.0|0|0.0|100
0|2021-11-30|738.0|0|738.0|0|9.0|0|0.0|100
0|2021-12-01|739.0|0|739.0|0|9.0|0|0.0|100
0|2021-12-02|743.0|0|743.0|0|9.0|0|0.0|100
0|2021-12-03|745.0|0|745.0|0|9.0|0|0.0|100
0|2021-12-04|745.0|0|745.0|0|9.0|0|0.0|100
0|2021-12-05|745.0|0|745.0|0|9.0|0|0.0|100
0|2021-12-06|748.0|0|748.0|0|9.0|0|0.0|100
0|2021-12-07|748.0|0|748.0|0|9.0|0|0.0|100
0|2021-12-08|749.0|0|749.0|0|9.0|0|0.0|100
0|2021-12-09|751.0|0|751.0|0|9.0|0|0.0|100
0|2021-12-10|753.0|0|753.0|0|9.0|0|0.0|100
0|2021-12-11|753.0|0|753.0|0|9.0|0|0.0|100
0|2021-12-12|753.0|0|753.0|0|9.0|0|0.0|100
0|2021-12-13|756.0|0|756.0|0|9.0|0|0.0|100
0|2021-12-14|756.0|0|757.0|0|9.0|0|0.0|100
0|2021-12-15|759.0|0|759.0|0|9.0|0|0.0|100
0|2021-12-16|760.0|0|760.0|0|9.0|0|0.0|100
0|2021-12-17|762.0|0|762.0|0|9.0|0|0.0|100
0|2021-12-18|762.0|0|762.0|0|9.0|0|0.0|100
0|2021-12-19|762.0|0|762.0|0|9.0|0|0.0|100
0|2021-12-20|762.0|0|762.0|0|9.0|0|0.0|100
0|2021-12-21|766.0|0|766.0|0|9.0|0|0.0|100
0|2021-12-22|767.0|0|767.0|0|9.0|0|0.0|100
0|2021-12-23|769.0|0|769.0|0|9.0|0|0.0|100
0|2021-12-24|769.0|0|769.0|0|9.0|0|0.0|100
0|2021-12-25|769.0|0|769.0|0|9.0|0|0.0|100
0|2021-12-26|769.0|0|769.0|0|9.0|0|0.0|100
0|2021-12-27|769.0|0|769.0|0|9.0|0|0.0|100
0|2021-12-28|765.0|0|765.0|0|9.0|0|0.0|100
0|2021-12-29|765.0|0|765.0|0|9.0|0|0.0|100
0|2021-12-30|767.0|0|767.0|0|9.0|0|0.0|100
0|2021-12-31|767.0|0|767.0|0|9.0|0|0.0|100
0|2022-01-01|767.0|0|767.0|0|9.0|0|0.0|100
0|2022-01-02|767.0|0|767.0|0|9.0|0|0.0|100
0|2022-01-03|769.0|0|769.0|0|9.0|0|0.0|100
0|2022-01-04|770.0|0|770.0|0|9.0|0|0.0|100
0|2022-01-05|774.0|0|774.0|0|9.0|0|0.0|100
0|2022-01-06|783.0|0|783.0|0|9.0|0|0.0|100
0|2022-01-07|788.0|0|788.0|0|9.0|0|0.0|100
0|2022-01-08|788.0|0|788.0|0|9.0|0|0.0|100
0|2022-01-09|788.0|0|788.0|0|9.0|0|0.0|100
0|2022-01-10|797.0|0|797.0|0|9.0|0|0.0|100
0|2022-01-11|800.0|0|800.0|0|9.0|0|0.0|100
0|2022-01-12|801.0|0|801.0|0|9.0|0|0.0|100
0|2022-01-13|801.0|0|801.0|0|9.0|0|0.0|100
0|2022-01-14|810.0|0|810.0|0|9.0|0|0.0|100
0|2022-01-15|810.0|0|810.0|0|9.0|0|0.0|100
0|2022-01-16|810.0|0|810.0|0|9.0|0|0.0|100
0|2022-01-17|818.0|0|0.0|100|9.0|0|0.0|100
