|dates|Gilpin_Colorado_UnitedStates.AverageDailyTemperature.data|Gilpin_Colorado_UnitedStates.AverageDailyTemperature.missing|Gilpin_Colorado_UnitedStates.AverageDewPoint.data|Gilpin_Colorado_UnitedStates.AverageDewPoint.missing|Gilpin_Colorado_UnitedStates.AverageRelativeHumidity.data|Gilpin_Colorado_UnitedStates.AverageRelativeHumidity.missing|Gilpin_Colorado_UnitedStates.AverageSurfaceAirPressure.data|Gilpin_Colorado_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|54.666666666666664|0|25.510416666666668|0|36.854166666666664|0|24.79156250000001|0
0|2021-10-18|57.385416666666664|0|28.270833333333332|0|35.614583333333336|0|24.562812499999982|0
0|2021-10-19|47.291666666666664|0|29.895833333333332|0|53.15625|0|24.604062499999994|0
0|2021-10-20|44.895833333333336|0|29.385416666666668|0|62.020833333333336|0|24.845624999999973|0
0|2021-10-21|45.760416666666664|0|28.5625|0|53.947916666666664|0|24.886666666666667|0
0|2021-10-22|54.125|0|24.520833333333332|0|36.395833333333336|0|24.72250000000002|0
0|2021-10-23|56.166666666666664|0|23.541666666666668|0|30.489583333333332|0|24.50499999999998|0
0|2021-10-24|53.635416666666664|0|27.541666666666668|0|40.635416666666664|0|24.585104166666664|0
0|2021-10-25|51.9375|0|30.364583333333332|0|46.645833333333336|0|24.563229166666655|0
0|2021-10-26|48.927083333333336|0|30.96875|0|52.65625|0|24.35302083333335|0
0|2021-10-27|47.979166666666664|0|19.041666666666668|0|33.333333333333336|0|24.643854166666674|0
0|2021-10-28|45.583333333333336|0|25.114583333333332|0|47.479166666666664|0|24.86416666666666|0
0|2021-10-29|55.072916666666664|0|25.239583333333332|0|36.645833333333336|0|24.783125000000013|0
0|2021-10-30|55.635416666666664|0|26.666666666666668|0|35.84375|0|24.720937500000016|0
0|2021-10-31|39.333333333333336|0|32.645833333333336|0|76.73958333333333|0|24.857916666666654|0
0|2021-11-01|35.645833333333336|0|32.3125|0|88.76041666666667|0|24.892812500000016|0
0|2021-11-02|38.552083333333336|0|35.28125|0|88.57291666666667|0|24.88505208333332|0
0|2021-11-03|45.791666666666664|0|34.145833333333336|0|68.60416666666667|0|24.893020833333328|0
0|2021-11-04|49.25|0|29.291666666666668|0|51.854166666666664|0|24.772916666666678|0
0|2021-11-05|59.364583333333336|0|22.885416666666668|0|26.614583333333332|0|24.733020833333345|0
