|dates|Mercer_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mercer_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mercer_Kentucky_UnitedStates.Male_Total_Population.data|Mercer_Kentucky_UnitedStates.Male_Total_Population.missing|Mercer_Kentucky_UnitedStates.Female_Total_Population.data|Mercer_Kentucky_UnitedStates.Female_Total_Population.missing|Mercer_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Mercer_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2022-01-06|4089.0|0|10683.0|0|11091.0|0|4787.0|0
0|2022-01-07|4089.0|0|10683.0|0|11091.0|0|4787.0|0
0|2022-01-08|4089.0|0|10683.0|0|11091.0|0|4787.0|0
0|2022-01-09|4089.0|0|10683.0|0|11091.0|0|4787.0|0
0|2022-01-10|4089.0|0|10683.0|0|11091.0|0|4787.0|0
0|2022-01-11|4089.0|0|10683.0|0|11091.0|0|4787.0|0
0|2022-01-12|4089.0|0|10683.0|0|11091.0|0|4787.0|0
0|2022-01-13|4089.0|0|10683.0|0|11091.0|0|4787.0|0
0|2022-01-14|4089.0|0|10683.0|0|11091.0|0|4787.0|0
0|2022-01-15|4089.0|0|10683.0|0|11091.0|0|4787.0|0
0|2022-01-16|4089.0|0|10683.0|0|11091.0|0|4787.0|0
0|2022-01-17|4089.0|0|10683.0|0|11091.0|0|4787.0|0
