|dates|Wood_WestVirginia_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Wood_WestVirginia_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Wood_WestVirginia_UnitedStates.NYT_ConfirmedDeaths.data|Wood_WestVirginia_UnitedStates.NYT_ConfirmedDeaths.missing|Wood_WestVirginia_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Wood_WestVirginia_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Wood_WestVirginia_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Wood_WestVirginia_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|228.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|231.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|232.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|237.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|238.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|240.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|240.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|240.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|242.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|243.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|245.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|246.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|246.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|246.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|246.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|249.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|249.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|250.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|250.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|251.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|251.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|251.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|254.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|254.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|254.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|254.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|254.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|254.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|254.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|254.0|0|0.0|100|0.0|100
