|dates|Grant_Washington_UnitedStates.JHU_ConfirmedCases.data|Grant_Washington_UnitedStates.JHU_ConfirmedCases.missing|Grant_Washington_UnitedStates.NYT_ConfirmedCases.data|Grant_Washington_UnitedStates.NYT_ConfirmedCases.missing|Grant_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Grant_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Grant_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Grant_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|15409.0|0|16631.0|0|139.0|0|0.0|100
0|2021-10-18|15409.0|0|16782.0|0|139.0|0|0.0|100
0|2021-10-19|15595.0|0|16821.0|0|140.0|0|0.0|100
0|2021-10-20|15646.0|0|16902.0|0|142.0|0|0.0|100
0|2021-10-21|15727.0|0|16950.0|0|142.0|0|0.0|100
0|2021-10-22|15776.0|0|16950.0|0|141.0|0|0.0|100
0|2021-10-23|15776.0|0|16950.0|0|141.0|0|0.0|100
0|2021-10-24|15776.0|0|17012.0|0|141.0|0|0.0|100
0|2021-10-25|15894.0|0|17115.0|0|142.0|0|0.0|100
0|2021-10-26|15918.0|0|17180.0|0|144.0|0|0.0|100
0|2021-10-27|15971.0|0|17230.0|0|146.0|0|0.0|100
0|2021-10-28|16046.0|0|17304.0|0|146.0|0|0.0|100
0|2021-10-29|16109.0|0|17304.0|0|146.0|0|0.0|100
0|2021-10-30|16109.0|0|17304.0|0|146.0|0|0.0|100
0|2021-10-31|16109.0|0|17363.0|0|146.0|0|0.0|100
0|2021-11-01|16198.0|0|17437.0|0|146.0|0|0.0|100
0|2021-11-02|16227.0|0|17494.0|0|150.0|0|0.0|100
0|2021-11-03|16291.0|0|17538.0|0|151.0|0|0.0|100
0|2021-11-04|16338.0|0|17587.0|0|153.0|0|0.0|100
0|2021-11-05|16401.0|0|17587.0|0|155.0|0|0.0|100
0|2021-11-06|16401.0|0|17587.0|0|155.0|0|0.0|100
0|2021-11-07|16401.0|0|17627.0|0|155.0|0|0.0|100
0|2021-11-08|16485.0|0|17707.0|0|155.0|0|0.0|100
0|2021-11-09|16505.0|0|17743.0|0|154.0|0|0.0|100
0|2021-11-10|16505.0|0|17792.0|0|154.0|0|0.0|100
0|2021-11-11|16547.0|0|17792.0|0|154.0|0|0.0|100
0|2021-11-12|16629.0|0|17792.0|0|157.0|0|0.0|100
0|2021-11-13|16629.0|0|17792.0|0|157.0|0|0.0|100
0|2021-11-14|16629.0|0|17865.0|0|157.0|0|0.0|100
0|2021-11-15|16691.0|0|17916.0|0|159.0|0|0.0|100
0|2021-11-16|16709.0|0|17934.0|0|162.0|0|0.0|100
0|2021-11-17|16749.0|0|17982.0|0|162.0|0|0.0|100
0|2021-11-18|16774.0|0|17999.0|0|162.0|0|0.0|100
0|2021-11-19|16791.0|0|17999.0|0|163.0|0|0.0|100
0|2021-11-20|16791.0|0|17999.0|0|163.0|0|0.0|100
0|2021-11-21|16791.0|0|18024.0|0|163.0|0|0.0|100
0|2021-11-22|16839.0|0|18068.0|0|164.0|0|0.0|100
0|2021-11-23|16856.0|0|18077.0|0|165.0|0|0.0|100
0|2021-11-24|16872.0|0|18096.0|0|167.0|0|0.0|100
0|2021-11-25|16872.0|0|18107.0|0|167.0|0|0.0|100
0|2021-11-26|16872.0|0|18107.0|0|167.0|0|0.0|100
0|2021-11-27|16872.0|0|18107.0|0|167.0|0|0.0|100
0|2021-11-28|16872.0|0|18107.0|0|167.0|0|0.0|100
0|2021-11-29|16935.0|0|18149.0|0|169.0|0|0.0|100
0|2021-11-30|16944.0|0|18163.0|0|169.0|0|0.0|100
0|2021-12-01|16944.0|0|18220.0|0|169.0|0|0.0|100
0|2021-12-02|17018.0|0|18234.0|0|169.0|0|0.0|100
0|2021-12-03|17051.0|0|18248.0|0|172.0|0|0.0|100
0|2021-12-04|17051.0|0|18248.0|0|172.0|0|0.0|100
0|2021-12-05|17051.0|0|18282.0|0|172.0|0|0.0|100
0|2021-12-06|17116.0|0|18339.0|0|172.0|0|0.0|100
0|2021-12-07|17141.0|0|18365.0|0|173.0|0|0.0|100
0|2021-12-08|17168.0|0|18386.0|0|175.0|0|0.0|100
0|2021-12-09|17187.0|0|18396.0|0|175.0|0|0.0|100
0|2021-12-10|17208.0|0|18406.0|0|175.0|0|0.0|100
0|2021-12-11|17208.0|0|18406.0|0|175.0|0|0.0|100
0|2021-12-12|17208.0|0|18430.0|0|175.0|0|0.0|100
0|2021-12-13|17253.0|0|18430.0|0|175.0|0|0.0|100
0|2021-12-14|17253.0|0|18430.0|0|175.0|0|0.0|100
0|2021-12-15|17299.0|0|18430.0|0|177.0|0|0.0|100
0|2021-12-16|17316.0|0|18479.0|0|178.0|0|0.0|100
0|2021-12-17|17334.0|0|18527.0|0|178.0|0|0.0|100
0|2021-12-18|17334.0|0|18527.0|0|178.0|0|0.0|100
0|2021-12-19|17334.0|0|18527.0|0|178.0|0|0.0|100
0|2021-12-20|17374.0|0|18527.0|0|178.0|0|0.0|100
0|2021-12-21|17389.0|0|18527.0|0|180.0|0|0.0|100
0|2021-12-22|17410.0|0|18527.0|0|180.0|0|0.0|100
