|dates|Bay_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bay_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bay_Michigan_UnitedStates.Male_Total_Population.data|Bay_Michigan_UnitedStates.Male_Total_Population.missing|Bay_Michigan_UnitedStates.Female_Total_Population.data|Bay_Michigan_UnitedStates.Female_Total_Population.missing|Bay_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Bay_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2022-01-01|21195.0|0|51068.0|0|52855.0|0|21084.0|0
0|2022-01-02|21195.0|0|51068.0|0|52855.0|0|21084.0|0
0|2022-01-03|21195.0|0|51068.0|0|52855.0|0|21084.0|0
0|2022-01-04|21195.0|0|51068.0|0|52855.0|0|21084.0|0
0|2022-01-05|21195.0|0|51068.0|0|52855.0|0|21084.0|0
0|2022-01-06|21195.0|0|51068.0|0|52855.0|0|21084.0|0
0|2022-01-07|21195.0|0|51068.0|0|52855.0|0|21084.0|0
0|2022-01-08|21195.0|0|51068.0|0|52855.0|0|21084.0|0
0|2022-01-09|21195.0|0|51068.0|0|52855.0|0|21084.0|0
0|2022-01-10|21195.0|0|51068.0|0|52855.0|0|21084.0|0
0|2022-01-11|21195.0|0|51068.0|0|52855.0|0|21084.0|0
0|2022-01-12|21195.0|0|51068.0|0|52855.0|0|21084.0|0
0|2022-01-13|21195.0|0|51068.0|0|52855.0|0|21084.0|0
0|2022-01-14|21195.0|0|51068.0|0|52855.0|0|21084.0|0
0|2022-01-15|21195.0|0|51068.0|0|52855.0|0|21084.0|0
0|2022-01-16|21195.0|0|51068.0|0|52855.0|0|21084.0|0
0|2022-01-17|21195.0|0|51068.0|0|52855.0|0|21084.0|0
