|dates|Multnomah_Oregon_UnitedStates.AveragePrecipitationTotal.data|Multnomah_Oregon_UnitedStates.AveragePrecipitationTotal.missing|Multnomah_Oregon_UnitedStates.AveragePrecipitation.data|Multnomah_Oregon_UnitedStates.AveragePrecipitation.missing|Multnomah_Oregon_UnitedStates.AverageWindDirection.data|Multnomah_Oregon_UnitedStates.AverageWindDirection.missing|Multnomah_Oregon_UnitedStates.AverageWindSpeed.data|Multnomah_Oregon_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|79.75|0|2.784722222222222|0
0|2021-10-18|0.0|0|0.0|0|95.83333333333333|0|2.2291666666666665|0
0|2021-10-19|0.0|0|0.0|0|67.91666666666667|0|10.666666666666666|0
0|2021-10-20|0.00375|0|0.0075|0|121.66666666666667|0|9.208333333333334|0
0|2021-10-21|0.00375|0|0.028055555555555556|0|88.68055555555554|0|14.645833333333334|0
0|2021-10-22|0.03916666666666666|0|0.007291666666666666|0|89.6875|0|3.597222222222222|0
0|2021-10-23|0.00375|0|0.019131944444444444|0|81.11111111111111|0|8.597222222222223|0
0|2021-10-24|0.01958333333333333|0|0.010208333333333333|0|121.59722222222223|0|13.340277777777777|0
0|2021-10-25|0.010416666666666666|0|0.0033333333333333327|0|161.25|0|9.083333333333334|0
0|2021-10-26|0.0025|0|0.009687500000000002|0|142.88194444444446|0|5.4305555555555545|0
0|2021-10-27|0.01|0|0.0008333333333333334|0|144.30555555555554|0|5.777777777777778|0
0|2021-10-28|0.0004166666666666667|0|0.0008333333333333334|0|144.79166666666666|0|8.25|0
0|2021-10-29|0.0|0|0.04802083333333335|0|2.7083333333333335|0|4.979166666666667|0
0|2021-10-30|0.0|0|0.021874999999999995|0|45.0|0|14.5625|0
0|2021-10-31|0.0|0|0.0|0|80.0|0|22.0|0
0|2021-11-01|0.0|0|0.0018750000000000001|0|79.375|0|19.666666666666668|0
0|2021-11-02|0.005833333333333334|0|0.0004166666666666667|0|82.29166666666667|0|17.583333333333332|0
0|2021-11-03|0.0004166666666666667|0|0.004583333333333333|0|80.41666666666667|0|19.625|0
0|2021-11-04|0.011250000000000001|0|0.013645833333333334|0|142.91666666666666|0|11.0625|0
0|2021-11-05|0.008749999999999999|0|0.009444444444444445|0|132.08333333333334|0|6.493055555555556|0
0|2021-11-06|0.012083333333333333|0|0.014048611111111109|0|133.97916666666666|0|7.504166666666666|0
0|2021-11-07|0.015|0|0.00375|0|60.97222222222222|0|3.0416666666666665|0
0|2021-11-08|0.00375|0|0.004583333333333334|0|81.66666666666667|0|11.5625|0
0|2021-11-09|0.01|0|0.011875000000000002|0|131.31944444444446|0|7.510416666666667|0
0|2021-11-10|0.006666666666666667|0|0.002916666666666667|0|71.66666666666667|0|8.208333333333334|0
