|dates|Dyer_Tennessee_UnitedStates.AverageDailyTemperature.data|Dyer_Tennessee_UnitedStates.AverageDailyTemperature.missing|Dyer_Tennessee_UnitedStates.AverageDewPoint.data|Dyer_Tennessee_UnitedStates.AverageDewPoint.missing|Dyer_Tennessee_UnitedStates.AverageRelativeHumidity.data|Dyer_Tennessee_UnitedStates.AverageRelativeHumidity.missing|Dyer_Tennessee_UnitedStates.AverageSurfaceAirPressure.data|Dyer_Tennessee_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|56.791666666666664|0|39.333333333333336|0|56.958333333333336|0|29.974166666666672|0
0|2021-10-18|58.38095238095238|0|42.94047619047618|0|61.32142857142858|0|29.904821428571434|0
0|2021-10-19|59.5|0|45.916666666666664|0|63.541666666666664|0|29.879166666666666|0
0|2021-10-20|65.41666666666667|0|53.291666666666664|0|67.125|0|29.848749999999992|0
0|2021-10-21|65.6875|0|50.6875|0|62.208333333333336|0|29.79625|0
0|2021-10-22|56.958333333333336|0|45.541666666666664|0|68.375|0|29.80875|0
0|2021-10-23|65.51388888888889|0|51.416666666666664|0|63.38888888888889|0|29.690555555555562|0
0|2021-10-24|73.35416666666667|0|61.57638888888889|0|67.8125|0|29.582152777777775|0
0|2021-10-25|62.197916666666664|0|53.25|0|73.73958333333333|0|29.65562499999999|0
0|2021-10-26|54.895833333333336|0|44.416666666666664|0|69.79166666666667|0|29.749583333333323|0
0|2021-10-27|60.375|0|44.666666666666664|0|58.916666666666664|0|29.48875|0
0|2021-10-28|57.50347222222223|0|53.53472222222222|0|86.9548611111111|0|29.11274305555556|0
0|2021-10-29|54.57986111111111|0|50.93402777777777|0|87.59375|0|29.275347222222223|0
0|2021-10-30|56.125|0|48.583333333333336|0|76.22916666666667|0|29.498125|0
0|2021-10-31|55.333333333333336|0|44.541666666666664|0|70.70833333333333|0|29.782083333333343|0
0|2021-11-01|49.916666666666664|0|38.291666666666664|0|67.58333333333333|0|30.028749999999988|0
0|2021-11-02|47.666666666666664|0|35.979166666666664|0|65.16666666666667|0|30.107291666666672|0
0|2021-11-03|44.625|0|29.166666666666668|0|55.75|0|30.079999999999988|0
0|2021-11-04|40.916666666666664|0|27.833333333333332|0|64.08333333333333|0|30.02958333333333|0
0|2021-11-05|43.375|0|28.541666666666668|0|60.375|0|30.001250000000002|0
0|2021-11-06|46.041666666666664|0|34.166666666666664|0|65.95833333333333|0|29.983333333333345|0
0|2021-11-07|50.13958333333333|0|37.71597222222223|0|66.4236111111111|0|29.96309027777779|0
0|2021-11-08|55.666666666666664|0|41.041666666666664|0|61.104166666666664|0|29.966250000000006|0
0|2021-11-09|57.541666666666664|0|44.333333333333336|0|64.66666666666667|0|29.910833333333333|0
0|2021-11-10|59.541666666666664|0|46.291666666666664|0|64.16666666666667|0|29.746666666666666|0
0|2021-11-11|57.09722222222223|0|46.11805555555555|0|68.47916666666667|0|29.634375000000006|0
0|2021-11-12|46.75|0|37.375|0|70.45833333333333|0|29.77333333333333|0
0|2021-11-13|39.791666666666664|0|28.958333333333332|0|66.58333333333333|0|29.872916666666672|0
0|2021-11-14|46.875|0|34.375|0|63.625|0|29.790833333333328|0
0|2021-11-15|50.75|0|36.125|0|59.958333333333336|0|29.845|0
