|dates|Ada_Idaho_UnitedStates.AveragePrecipitationTotal.data|Ada_Idaho_UnitedStates.AveragePrecipitationTotal.missing|Ada_Idaho_UnitedStates.AveragePrecipitation.data|Ada_Idaho_UnitedStates.AveragePrecipitation.missing|Ada_Idaho_UnitedStates.AverageWindDirection.data|Ada_Idaho_UnitedStates.AverageWindDirection.missing|Ada_Idaho_UnitedStates.AverageWindSpeed.data|Ada_Idaho_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|124.58333333333333|0|8.791666666666666|0
0|2021-10-18|0.0|0|0.0|0|164.58333333333334|0|4.333333333333333|0
0|2021-10-19|0.0|0|0.0|0|102.08333333333333|0|4.083333333333333|0
0|2021-10-20|0.0|0|0.0|0|135.0|0|10.958333333333334|0
0|2021-10-21|0.0|0|0.0|0|137.08333333333334|0|10.541666666666666|0
0|2021-10-22|0.0|0|0.009097222222222224|0|162.43055555555557|0|12.684027777777777|0
0|2021-10-23|0.01625|0|0.0|0|112.08333333333333|0|4.666666666666667|0
0|2021-10-24|0.0|0|0.020000000000000004|0|120.625|0|16.729166666666668|0
0|2021-10-25|0.02791666666666667|0|0.015104166666666669|0|119.375|0|6.614583333333333|0
0|2021-10-26|0.008749999999999999|0|0.00125|0|135.0|0|5.75|0
0|2021-10-27|0.00125|0|0.0|0|192.91666666666666|0|7.708333333333333|0
0|2021-10-28|0.0|0|0.0|0|121.25|0|9.875|0
0|2021-10-29|0.0|0|0.0|0|192.5|0|9.291666666666666|0
0|2021-10-30|0.0|0|0.0|0|164.30555555555554|0|3.652777777777778|0
0|2021-10-31|0.0|0|0.0|0|115.0|0|2.6666666666666665|0
0|2021-11-01|0.0|0|0.006041666666666667|0|103.6111111111111|0|6.083333333333333|0
0|2021-11-02|0.006666666666666667|0|0.0|0|114.375|0|3.0416666666666665|0
0|2021-11-03|0.0|0|0.0|0|106.66666666666667|0|6.916666666666667|0
0|2021-11-04|0.0|0|0.0009722222222222223|0|151.04166666666666|0|11.826388888888891|0
0|2021-11-05|0.00125|0|0.0|0|162.08333333333334|0|11.291666666666666|0
0|2021-11-06|0.0|0|0.0008333333333333334|0|108.75|0|3.125|0
0|2021-11-07|0.0008333333333333334|0|0.0|0|157.5|0|4.875|0
0|2021-11-08|0.0|0|0.0|0|135.83333333333334|0|10.0|0
0|2021-11-09|0.0|0|0.016875|0|153.64583333333334|0|9.5625|0
0|2021-11-10|0.017083333333333332|0|0.0|0|109.58333333333333|0|3.9583333333333335|0
