|dates|Polk_Wisconsin_UnitedStates.AveragePrecipitationTotal.data|Polk_Wisconsin_UnitedStates.AveragePrecipitationTotal.missing|Polk_Wisconsin_UnitedStates.AveragePrecipitation.data|Polk_Wisconsin_UnitedStates.AveragePrecipitation.missing|Polk_Wisconsin_UnitedStates.AverageWindDirection.data|Polk_Wisconsin_UnitedStates.AverageWindDirection.missing|Polk_Wisconsin_UnitedStates.AverageWindSpeed.data|Polk_Wisconsin_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|91.77083333333333|0|2.375|0
0|2021-10-18|0.0|0|0.0|0|133.4375|0|6.65625|0
0|2021-10-19|0.0|0|0.0|0|117.08333333333333|0|3.8229166666666665|0
0|2021-10-20|0.0|0|0.01416666666666667|0|41.979166666666664|0|6.71875|0
0|2021-10-21|0.011458333333333334|0|0.002916666666666667|0|208.75|0|7.416666666666667|0
0|2021-10-22|0.00020833333333333335|0|0.0|0|105.625|0|1.9375|0
0|2021-10-23|0.0|0|0.0|0|28.333333333333332|0|0.375|0
0|2021-10-24|0.0|0|0.0|0|43.177083333333336|0|5.71875|0
0|2021-10-25|0.0|0|0.0|0|92.8125|0|5.692708333333333|0
0|2021-10-26|0.0|0|0.0|0|103.125|0|9.489583333333334|0
0|2021-10-27|0.0|0|0.001875|0|97.08333333333333|0|10.677083333333334|0
0|2021-10-28|0.007083333333333334|0|0.01145833333333334|0|196.04166666666666|0|4.3125|0
0|2021-10-29|0.0008333333333333334|0|0.0|0|196.04166666666666|0|5.8125|0
0|2021-10-30|0.0|0|0.0|0|68.75|0|2.0833333333333335|0
0|2021-10-31|0.0|0|0.0|0|289.3229166666667|0|10.947916666666666|0
0|2021-11-01|0.0|0|0.0|0|275.1041666666667|0|8.78125|0
0|2021-11-02|0.0|0|0.0|0|255.9375|0|6.15625|0
0|2021-11-03|0.0|0|0.0|0|127.8125|0|3.3125|0
0|2021-11-04|0.0|0|0.0|0|134.01041666666666|0|5.619791666666667|0
0|2021-11-05|0.0|0|0.0|0|163.54166666666666|0|12.90625|0
0|2021-11-06|0.0|0|0.0|0|168.59375|0|5.994791666666667|0
0|2021-11-07|0.0|0|0.0|0|111.14583333333333|0|5.020833333333333|0
0|2021-11-08|0.0|0|0.0|0|137.5|0|2.75|0
0|2021-11-09|0.0|0|0.0|0|67.65625|0|1.5989583333333333|0
0|2021-11-10|0.0|0|0.007395833333333335|0|93.59375|0|9.677083333333334|0
0|2021-11-11|0.013333333333333334|0|0.015416666666666674|0|236.14583333333334|0|11.09375|0
0|2021-11-12|0.0027083333333333334|0|0.0003125|0|297.6041666666667|0|9.041666666666666|0
0|2021-11-13|0.0|0|0.0|0|243.33333333333334|0|7.864583333333333|0
0|2021-11-14|0.0|0|0.00020833333333333335|0|221.04166666666666|0|5.802083333333333|0
0|2021-11-15|0.00020833333333333335|0|0.0005208333333333333|0|93.85416666666667|0|3.9791666666666665|0
0|2021-11-16|0.0004166666666666667|0|0.00020833333333333335|0|134.16666666666666|0|10.791666666666666|0
0|2021-11-17|0.00020833333333333335|0|0.0|0|248.80208333333334|0|13.526041666666666|0
0|2021-11-18|0.0|0|0.0|0|277.5|0|13.552083333333334|0
0|2021-11-19|0.0|0|0.0|0|133.54166666666666|0|8.802083333333334|0
0|2021-11-20|0.0|0|0.0|0|125.83333333333333|0|3.0520833333333335|0
0|2021-11-21|0.0|0|0.0|0|216.04166666666666|0|11.614583333333334|0
0|2021-11-22|0.0|0|0.0|0|201.66666666666666|0|4.53125|0
0|2021-11-23|0.0|0|0.0|0|149.0625|0|9.46875|0
0|2021-11-24|0.0|0|0.0|0|259.6875|0|10.03125|0
0|2021-11-25|0.0|0|0.0|0|243.85416666666666|0|8.395833333333334|0
0|2021-11-26|0.0|0|0.0|0|126.875|0|8.541666666666666|0
0|2021-11-27|0.0|0|0.0003125|0|208.22916666666666|0|6.645833333333333|0
0|2021-11-28|0.00020833333333333335|0|0.0|0|216.77083333333334|0|6.760416666666667|0
0|2021-11-29|0.0|0|0.0|0|200.10416666666666|0|6.697916666666667|0
0|2021-11-30|0.0|0|0.0|0|223.17708333333334|0|5.645833333333333|0
0|2021-12-01|0.0010416666666666667|0|0.0013541666666666667|0|177.34375|0|6.901041666666667|0
0|2021-12-02|0.0|0|0.0005208333333333333|0|225.72916666666666|0|7.65625|0
0|2021-12-03|0.0004166666666666667|0|0.004270833333333334|0|153.125|0|3.7291666666666665|0
0|2021-12-04|0.0025|0|0.0|0|234.27083333333334|0|7.458333333333333|0
0|2021-12-05|0.0|0|0.0|0|167.1875|0|12.802083333333334|0
0|2021-12-06|0.0|0|0.0|0|285.5208333333333|0|13.6875|0
0|2021-12-07|0.0|0|0.0|0|113.22916666666667|0|3.5416666666666665|0
0|2021-12-08|0.0|0|0.0|0|68.4375|0|3.84375|0
0|2021-12-09|0.0|0|0.0|0|165.52083333333334|0|10.072916666666666|0
0|2021-12-10|0.0|0|0.0|0|106.77083333333333|0|4.635416666666667|0
0|2021-12-11|0.0|0|0.0003125|0|240.83333333333334|0|8.072916666666666|0
0|2021-12-12|0.00020833333333333335|0|0.0010416666666666667|0|165.15625|0|7.677083333333333|0
0|2021-12-13|0.0008333333333333334|0|0.0|0|18.75|0|0.6875|0
0|2021-12-14|0.0|0|0.0|0|120.72916666666667|0|11.729166666666666|0
0|2021-12-15|0.0|0|0.009166666666666668|0|131.97916666666666|0|10.208333333333334|0
0|2021-12-16|0.007083333333333334|0|0.0005208333333333333|0|257.9166666666667|0|16.84375|0
0|2021-12-17|0.0|0|0.0|0|125.78125|0|5.515625|0
0|2021-12-18|0.0|0|0.0|0|211.14583333333334|0|3.9375|0
0|2021-12-19|0.0|0|0.0|0|133.33333333333334|0|8.46875|0
0|2021-12-20|0.0|0|0.0|0|231.875|0|7.0625|0
0|2021-12-21|0.0|0|0.0|0|207.08333333333334|0|8.34375|0
0|2021-12-22|0.0|0|0.0|0|120.26041666666667|0|5.213541666666667|0
0|2021-12-23|0.0|0|0.0003125|0|114.84375|0|5.661458333333333|0
0|2021-12-24|0.00020833333333333335|0|0.0|0|202.65625|0|8.1875|0
0|2021-12-25|0.0|0|0.0|0|270.3645833333333|0|6.458333333333333|0
0|2021-12-26|0.0|0|0.0|0|116.875|0|8.135416666666666|0
0|2021-12-27|0.0|0|0.0|0|193.80208333333334|0|13.682291666666666|0
0|2021-12-28|0.0|0|0.0|0|134.6875|0|6.635416666666667|0
0|2021-12-29|0.0|0|0.0|0|181.45833333333334|0|3.9166666666666665|0
0|2021-12-30|0.0|0|0.0|0|125.0|0|5.510416666666667|0
