|dates|Gibson_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Gibson_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Gibson_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Gibson_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Gibson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Gibson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Gibson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Gibson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|10566.0|0|10566.0|0|187.0|0|0.0|100
0|2021-10-18|10582.0|0|10582.0|0|187.0|0|0.0|100
0|2021-10-19|10595.0|0|10595.0|0|188.0|0|0.0|100
0|2021-10-20|10606.0|0|10606.0|0|188.0|0|0.0|100
0|2021-10-21|10607.0|0|10607.0|0|189.0|0|0.0|100
0|2021-10-22|10617.0|0|10617.0|0|189.0|0|0.0|100
0|2021-10-23|10617.0|0|10617.0|0|189.0|0|0.0|100
0|2021-10-24|10617.0|0|10617.0|0|189.0|0|0.0|100
0|2021-10-25|10617.0|0|10617.0|0|189.0|0|0.0|100
0|2021-10-26|10640.0|0|10640.0|0|189.0|0|0.0|100
0|2021-10-27|10642.0|0|10642.0|0|189.0|0|0.0|100
0|2021-10-28|10648.0|0|10648.0|0|189.0|0|0.0|100
0|2021-10-29|10658.0|0|10658.0|0|189.0|0|0.0|100
0|2021-10-30|10658.0|0|10658.0|0|189.0|0|0.0|100
0|2021-10-31|10658.0|0|10658.0|0|189.0|0|0.0|100
0|2021-11-01|10658.0|0|10658.0|0|189.0|0|0.0|100
0|2021-11-02|10670.0|0|10670.0|0|190.0|0|0.0|100
0|2021-11-03|10671.0|0|10671.0|0|189.0|0|0.0|100
0|2021-11-04|10687.0|0|10687.0|0|189.0|0|0.0|100
0|2021-11-05|10696.0|0|10696.0|0|189.0|0|0.0|100
0|2021-11-06|10696.0|0|10696.0|0|189.0|0|0.0|100
0|2021-11-07|10696.0|0|10696.0|0|189.0|0|0.0|100
0|2021-11-08|10696.0|0|10696.0|0|189.0|0|0.0|100
0|2021-11-09|10720.0|0|10720.0|0|190.0|0|0.0|100
0|2021-11-10|10732.0|0|10732.0|0|191.0|0|0.0|100
0|2021-11-11|10732.0|0|10732.0|0|191.0|0|0.0|100
0|2021-11-12|10745.0|0|10745.0|0|191.0|0|0.0|100
0|2021-11-13|10745.0|0|10745.0|0|191.0|0|0.0|100
0|2021-11-14|10745.0|0|10745.0|0|191.0|0|0.0|100
0|2021-11-15|10750.0|0|10750.0|0|191.0|0|0.0|100
0|2021-11-16|10753.0|0|10753.0|0|191.0|0|0.0|100
0|2021-11-17|10763.0|0|10763.0|0|191.0|0|0.0|100
0|2021-11-18|10769.0|0|10769.0|0|191.0|0|0.0|100
0|2021-11-19|10778.0|0|10778.0|0|191.0|0|0.0|100
0|2021-11-20|10778.0|0|10778.0|0|191.0|0|0.0|100
0|2021-11-21|10778.0|0|10778.0|0|191.0|0|0.0|100
0|2021-11-22|10786.0|0|10786.0|0|191.0|0|0.0|100
0|2021-11-23|10790.0|0|10790.0|0|191.0|0|0.0|100
0|2021-11-24|10791.0|0|10791.0|0|191.0|0|0.0|100
0|2021-11-25|10791.0|0|10791.0|0|191.0|0|0.0|100
0|2021-11-26|10791.0|0|10791.0|0|191.0|0|0.0|100
0|2021-11-27|10791.0|0|10791.0|0|191.0|0|0.0|100
0|2021-11-28|10791.0|0|10791.0|0|191.0|0|0.0|100
0|2021-11-29|10801.0|0|10801.0|0|191.0|0|0.0|100
0|2021-11-30|10813.0|0|10813.0|0|191.0|0|0.0|100
0|2021-12-01|10825.0|0|10825.0|0|191.0|0|0.0|100
0|2021-12-02|10836.0|0|10836.0|0|192.0|0|0.0|100
0|2021-12-03|10849.0|0|10849.0|0|193.0|0|0.0|100
0|2021-12-04|10849.0|0|10849.0|0|193.0|0|0.0|100
0|2021-12-05|10849.0|0|10849.0|0|193.0|0|0.0|100
0|2021-12-06|10865.0|0|10865.0|0|194.0|0|0.0|100
0|2021-12-07|10874.0|0|10874.0|0|195.0|0|0.0|100
0|2021-12-08|10887.0|0|10887.0|0|195.0|0|0.0|100
0|2021-12-09|10887.0|0|10887.0|0|195.0|0|0.0|100
0|2021-12-10|10907.0|0|10907.0|0|195.0|0|0.0|100
0|2021-12-11|10907.0|0|10907.0|0|195.0|0|0.0|100
0|2021-12-12|10907.0|0|10907.0|0|195.0|0|0.0|100
0|2021-12-13|10917.0|0|10917.0|0|195.0|0|0.0|100
0|2021-12-14|10917.0|0|10933.0|0|195.0|0|0.0|100
0|2021-12-15|10945.0|0|10945.0|0|196.0|0|0.0|100
0|2021-12-16|10965.0|0|10965.0|0|196.0|0|0.0|100
0|2021-12-17|10992.0|0|10992.0|0|196.0|0|0.0|100
0|2021-12-18|10992.0|0|10992.0|0|196.0|0|0.0|100
0|2021-12-19|10992.0|0|10992.0|0|196.0|0|0.0|100
0|2021-12-20|11022.0|0|11022.0|0|196.0|0|0.0|100
0|2021-12-21|11036.0|0|11036.0|0|196.0|0|0.0|100
0|2021-12-22|11057.0|0|11057.0|0|198.0|0|0.0|100
0|2021-12-23|11079.0|0|11079.0|0|210.0|0|0.0|100
0|2021-12-24|11079.0|0|11079.0|0|210.0|0|0.0|100
0|2021-12-25|11079.0|0|11079.0|0|210.0|0|0.0|100
0|2021-12-26|11079.0|0|11079.0|0|210.0|0|0.0|100
0|2021-12-27|11135.0|0|11135.0|0|212.0|0|0.0|100
0|2021-12-28|11181.0|0|11181.0|0|213.0|0|0.0|100
0|2021-12-29|11245.0|0|11245.0|0|213.0|0|0.0|100
0|2021-12-30|11335.0|0|11335.0|0|214.0|0|0.0|100
0|2021-12-31|11335.0|0|11335.0|0|214.0|0|0.0|100
0|2022-01-01|11335.0|0|11335.0|0|214.0|0|0.0|100
0|2022-01-02|11335.0|0|11335.0|0|214.0|0|0.0|100
0|2022-01-03|11545.0|0|11545.0|0|214.0|0|0.0|100
0|2022-01-04|11611.0|0|11611.0|0|214.0|0|0.0|100
0|2022-01-05|11611.0|0|11611.0|0|214.0|0|0.0|100
0|2022-01-06|11611.0|0|11611.0|0|214.0|0|0.0|100
0|2022-01-07|11611.0|0|11611.0|0|214.0|0|0.0|100
0|2022-01-08|11611.0|0|11611.0|0|214.0|0|0.0|100
0|2022-01-09|11611.0|0|11611.0|0|214.0|0|0.0|100
0|2022-01-10|11611.0|0|11611.0|0|214.0|0|0.0|100
0|2022-01-11|11611.0|0|11611.0|0|214.0|0|0.0|100
0|2022-01-12|12313.0|0|12313.0|0|215.0|0|0.0|100
0|2022-01-13|12313.0|0|12313.0|0|215.0|0|0.0|100
0|2022-01-14|12313.0|0|12313.0|0|215.0|0|0.0|100
0|2022-01-15|12313.0|0|12313.0|0|215.0|0|0.0|100
0|2022-01-16|12313.0|0|12313.0|0|215.0|0|0.0|100
0|2022-01-17|12313.0|0|0.0|100|215.0|0|0.0|100
