|dates|Ontonagon_Michigan_UnitedStates.AverageDailyTemperature.data|Ontonagon_Michigan_UnitedStates.AverageDailyTemperature.missing|Ontonagon_Michigan_UnitedStates.AverageDewPoint.data|Ontonagon_Michigan_UnitedStates.AverageDewPoint.missing|Ontonagon_Michigan_UnitedStates.AverageRelativeHumidity.data|Ontonagon_Michigan_UnitedStates.AverageRelativeHumidity.missing|Ontonagon_Michigan_UnitedStates.AverageSurfaceAirPressure.data|Ontonagon_Michigan_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|46.958333333333336|0|33.291666666666664|0|63.0|0|28.70041666666668|0
0|2021-10-18|51.25|0|35.083333333333336|0|61.166666666666664|0|28.685|0
0|2021-10-19|59.416666666666664|0|41.958333333333336|0|54.0|0|28.61916666666666|0
0|2021-10-20|46.99166666666667|0|44.390277777777776|0|90.84583333333335|0|28.706861111111106|0
0|2021-10-21|37.47222222222222|0|32.208333333333336|0|82.65277777777779|0|28.695000000000004|0
0|2021-10-22|35.78472222222222|0|33.802083333333336|0|92.6736111111111|0|28.736666666666675|0
0|2021-10-23|35.13194444444444|0|32.34027777777778|0|90.25|0|28.713472222222236|0
0|2021-10-24|35.96736111111111|0|32.03333333333333|0|86.59097222222222|0|28.730118055555554|0
0|2021-10-25|33.604166666666664|0|28.743055555555554|0|83.72222222222221|0|28.836944444444445|0
0|2021-10-26|34.99305555555556|0|28.458333333333332|0|79.40277777777777|0|28.80493055555556|0
0|2021-10-27|44.5|0|35.375|0|72.41666666666667|0|28.619583333333328|0
0|2021-10-28|45.37847222222222|0|41.34375|0|86.18055555555556|0|28.50114583333333|0
0|2021-10-29|46.020833333333336|0|43.9375|0|92.1111111111111|0|28.588402777777787|0
0|2021-10-30|44.791666666666664|0|40.625|0|86.0625|0|28.485625|0
0|2021-10-31|38.97222222222222|0|32.36875|0|77.80277777777778|0|28.605687500000002|0
0|2021-11-01|33.739484126984124|0|27.225892857142853|0|77.56755952380952|0|28.776201388888904|0
0|2021-11-02|31.036525974025974|0|27.157102272727272|0|86.07879689754691|0|28.90026528679654|0
0|2021-11-03|30.868055555555554|0|25.25|0|80.39583333333333|0|28.95888888888888|0
0|2021-11-04|34.166666666666664|0|24.0|0|67.20833333333333|0|28.851666666666656|0
0|2021-11-05|43.166666666666664|0|32.791666666666664|0|67.95833333333333|0|28.678749999999997|0
0|2021-11-06|51.083333333333336|0|38.5|0|63.458333333333336|0|28.545416666666668|0
0|2021-11-07|50.458333333333336|0|41.333333333333336|0|72.3125|0|28.584583333333327|0
0|2021-11-08|46.75694444444445|0|36.25694444444445|0|69.75|0|28.735833333333336|0
0|2021-11-09|34.041666666666664|0|23.75|0|71.625|0|28.860000000000014|0
0|2021-11-10|35.416666666666664|0|25.333333333333332|0|70.70833333333333|0|28.72583333333333|0
0|2021-11-11|40.475|0|37.56666666666667|0|89.36666666666667|0|28.097173611111113|0
0|2021-11-12|32.96666666666667|0|28.99166666666667|0|85.97083333333335|0|28.274305555555557|0
0|2021-11-13|29.618055555555554|0|26.84097222222222|0|89.64022817460318|0|28.49904662698413|0
0|2021-11-14|28.092361111111114|0|22.98125|0|81.48402777777777|0|28.505430555555563|0
0|2021-11-15|27.590277777777775|0|21.729166666666668|0|79.0138888888889|0|28.693819444444443|0
0|2021-11-16|29.45833333333334|0|22.838888888888892|0|77.10833333333333|0|28.520972222222223|0
0|2021-11-17|35.270833333333336|0|26.208333333333332|0|70.6875|0|28.391666666666676|0
0|2021-11-18|27.67013888888889|0|19.958333333333332|0|73.00347222222221|0|28.64635416666667|0
0|2021-11-19|28.9375|0|17.291666666666668|0|63.125|0|28.864166666666673|0
0|2021-11-20|29.583333333333332|0|20.833333333333332|0|70.875|0|28.69291666666665|0
0|2021-11-21|22.931250000000002|0|17.290178571428573|0|79.80446428571427|0|28.626514880952396|0
0|2021-11-22|15.138888888888891|0|6.277777777777779|0|68.8125|0|28.74729166666666|0
0|2021-11-23|30.75|0|15.041666666666666|0|53.166666666666664|0|28.528750000000006|0
0|2021-11-24|38.083333333333336|0|28.0625|0|68.52777777777777|0|28.450208333333336|0
