|dates|Cullman_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cullman_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cullman_Alabama_UnitedStates.Male_Total_Population.data|Cullman_Alabama_UnitedStates.Male_Total_Population.missing|Cullman_Alabama_UnitedStates.Female_Total_Population.data|Cullman_Alabama_UnitedStates.Female_Total_Population.missing|Cullman_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Cullman_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2022-01-06|15446.0|0|41245.0|0|42197.0|0|18757.0|0
0|2022-01-07|15446.0|0|41245.0|0|42197.0|0|18757.0|0
0|2022-01-08|15446.0|0|41245.0|0|42197.0|0|18757.0|0
0|2022-01-09|15446.0|0|41245.0|0|42197.0|0|18757.0|0
0|2022-01-10|15446.0|0|41245.0|0|42197.0|0|18757.0|0
0|2022-01-11|15446.0|0|41245.0|0|42197.0|0|18757.0|0
0|2022-01-12|15446.0|0|41245.0|0|42197.0|0|18757.0|0
0|2022-01-13|15446.0|0|41245.0|0|42197.0|0|18757.0|0
0|2022-01-14|15446.0|0|41245.0|0|42197.0|0|18757.0|0
0|2022-01-15|15446.0|0|41245.0|0|42197.0|0|18757.0|0
0|2022-01-16|15446.0|0|41245.0|0|42197.0|0|18757.0|0
0|2022-01-17|15446.0|0|41245.0|0|42197.0|0|18757.0|0
