|dates|Scott_Missouri_UnitedStates.BLS_EmployedPopulation.data|Scott_Missouri_UnitedStates.BLS_EmployedPopulation.missing|Scott_Missouri_UnitedStates.BLS_UnemployedPopulation.data|Scott_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|Scott_Missouri_UnitedStates.BLS_UnemploymentRate.data|Scott_Missouri_UnitedStates.BLS_UnemploymentRate.missing|Scott_Missouri_UnitedStates.BLS_LaborForcePopulation.data|Scott_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-10-18|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-10-19|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-10-20|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-10-21|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-10-22|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-10-23|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-10-24|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-10-25|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-10-26|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-10-27|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-10-28|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-10-29|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-10-30|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-10-31|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-11-01|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-11-02|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-11-03|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-11-04|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-11-05|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-11-06|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-11-07|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-11-08|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-11-09|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-11-10|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-11-11|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-11-12|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
0|2021-11-13|19399.0|0|808.0|0|3.9986143415648043|0|20207.0|0
