|dates|Isabela_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Isabela_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Isabela_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Isabela_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Isabela_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Isabela_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Isabela_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Isabela_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-02|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-03|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-04|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-05|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-06|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-07|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-08|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-09|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-10|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-11|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-12|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-13|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-14|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-15|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-16|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-17|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-18|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-19|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-20|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-21|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-22|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-23|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-24|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-25|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-26|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-27|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-28|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-29|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-30|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-01-31|10016.0|0|1222.0|0|10.873820964584446|0|11238.0|0
0|2020-02-01|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-02|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-03|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-04|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-05|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-06|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-07|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-08|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-09|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-10|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-11|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-12|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-13|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-14|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-15|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-16|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-17|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-18|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-19|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-20|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-21|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-22|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-23|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-24|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-25|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-26|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-27|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-28|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-02-29|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-03-01|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-03-02|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-03-03|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-03-04|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-03-05|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-03-06|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-03-07|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-03-08|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-03-09|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-03-10|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-03-11|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-03-12|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-03-13|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-03-14|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-03-15|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-03-16|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-03-17|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-03-18|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-03-19|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-03-20|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
0|2020-03-21|10271.5|0|1000.5|0|8.87597586941093|0|11272.0|0
