|dates|Hawaii_Hawaii_UnitedStates.AverageDailyTemperature.data|Hawaii_Hawaii_UnitedStates.AverageDailyTemperature.missing|Hawaii_Hawaii_UnitedStates.AverageDewPoint.data|Hawaii_Hawaii_UnitedStates.AverageDewPoint.missing|Hawaii_Hawaii_UnitedStates.AverageRelativeHumidity.data|Hawaii_Hawaii_UnitedStates.AverageRelativeHumidity.missing|Hawaii_Hawaii_UnitedStates.AverageSurfaceAirPressure.data|Hawaii_Hawaii_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|55.0|0|50.0|0|85.0|0|24.13|0
0|2021-10-18|59.458333333333336|0|49.020833333333336|0|70.77083333333333|0|24.146249999999995|0
0|2021-10-19|57.583333333333336|0|45.208333333333336|0|65.41666666666667|0|24.13625|0
0|2021-10-20|56.5|0|36.666666666666664|0|50.666666666666664|0|24.117499999999996|0
0|2021-10-21|55.60694444444445|0|43.55277777777778|0|64.93819444444445|0|24.111958333333334|0
0|2021-10-22|57.791666666666664|0|37.208333333333336|0|53.520833333333336|0|24.124583333333334|0
0|2021-10-23|58.59027777777777|0|46.708333333333336|0|65.88194444444444|0|24.152847222222217|0
0|2021-10-24|57.72222222222222|0|47.73611111111111|0|70.82638888888889|0|24.14145833333333|0
0|2021-10-25|57.791666666666664|0|38.625|0|54.208333333333336|0|24.157916666666665|0
0|2021-10-26|57.635416666666664|0|38.21180555555556|0|53.99652777777777|0|24.14559027777777|0
0|2021-10-27|57.65972222222223|0|37.833333333333336|0|52.354166666666664|0|24.141458333333333|0
0|2021-10-28|55.34087301587302|0|39.52777777777778|0|58.09206349206349|0|24.146166666666662|0
0|2021-10-29|55.416666666666664|0|37.75|0|56.916666666666664|0|24.121666666666666|0
0|2021-10-30|55.75|0|37.979166666666664|0|56.604166666666664|0|24.083750000000006|0
0|2021-10-31|56.583333333333336|0|32.375|0|44.791666666666664|0|24.08916666666667|0
0|2021-11-01|56.25|0|30.416666666666668|0|42.875|0|24.10083333333333|0
0|2021-11-02|56.895833333333336|0|40.041666666666664|0|57.305555555555564|0|24.119131944444447|0
0|2021-11-03|57.916666666666664|0|39.583333333333336|0|55.0625|0|24.143749999999997|0
0|2021-11-04|58.791666666666664|0|44.604166666666664|0|60.6875|0|24.11791666666667|0
0|2021-11-05|59.541666666666664|0|36.0|0|45.770833333333336|0|24.119583333333335|0
0|2021-11-06|59.395833333333336|0|33.49305555555555|0|39.15972222222222|0|24.148194444444442|0
0|2021-11-07|60.895833333333336|0|32.0625|0|37.833333333333336|0|24.156666666666663|0
0|2021-11-08|58.479166666666664|0|24.75|0|32.125|0|24.114166666666662|0
0|2021-11-09|55.166666666666664|0|30.041666666666668|0|41.75|0|24.124166666666667|0
0|2021-11-10|47.125|0|24.833333333333332|0|41.791666666666664|0|24.11208333333334|0
0|2021-11-11|47.0|0|25.0|0|42.0|0|24.11000000000001|0
0|2021-11-12|47.0|0|25.0|0|42.0|0|24.11000000000001|0
0|2021-11-13|47.0|0|25.0|0|42.0|0|24.11000000000001|0
0|2021-11-14|47.0|0|25.0|0|42.0|0|24.11000000000001|0
0|2021-11-15|56.02261904761903|0|45.252182539682536|0|70.49107142857143|0|24.098603174603173|0
0|2021-11-16|59.364583333333336|0|49.635416666666664|0|73.10069444444444|0|24.114097222222224|0
0|2021-11-17|59.95138888888889|0|52.333333333333336|0|77.34722222222221|0|24.124097222222222|0
0|2021-11-18|60.37731481481481|0|51.25925925925926|0|73.27777777777779|0|24.11148148148148|0
0|2021-11-19|60.260416666666664|0|40.677083333333336|0|50.958333333333336|0|24.11395833333333|0
0|2021-11-20|58.05902777777778|0|40.39930555555556|0|55.9375|0|24.13947916666667|0
0|2021-11-21|56.833333333333336|0|29.958333333333332|0|37.916666666666664|0|24.144999999999996|0
0|2021-11-22|55.9375|0|34.635416666666664|0|51.40277777777777|0|24.142777777777777|0
0|2021-11-23|54.80555555555555|0|35.77777777777778|0|51.90277777777778|0|24.1425|0
0|2021-11-24|61.291666666666664|0|25.916666666666668|0|27.875|0|24.151250000000008|0
0|2021-11-25|71.0|0|30.0|0|22.0|0|24.160000000000007|0
0|2021-11-26|71.0|0|30.0|0|22.0|0|24.160000000000007|0
0|2021-11-27|71.0|0|30.0|0|22.0|0|24.160000000000007|0
0|2021-11-28|71.0|0|30.0|0|22.0|0|24.160000000000007|0
0|2021-11-29|61.708333333333336|0|41.958333333333336|0|53.5|0|24.04333333333334|0
0|2021-11-30|57.145833333333336|0|46.94841269841268|0|69.23511904761905|0|24.041716269841274|0
0|2021-12-01|54.294444444444444|0|48.93611111111111|0|82.9763888888889|0|24.072847222222226|0
0|2021-12-02|53.305555555555564|0|46.375|0|78.81944444444444|0|24.09416666666667|0
0|2021-12-03|54.84027777777777|0|48.357638888888886|0|79.71527777777777|0|23.986145833333335|0
0|2021-12-04|54.49093915343915|0|49.64017857142857|0|84.59375000000001|0|23.882233134920636|0
0|2021-12-05|56.91388888888889|0|51.30347222222222|0|82.21736111111112|0|23.95884722222222|0
0|2021-12-06|59.72222222222222|0|50.87847222222222|0|73.51736111111113|0|24.092743055555555|0
0|2021-12-07|61.256944444444436|0|50.354166666666664|0|71.23495370370371|0|24.101203703703707|0
0|2021-12-08|65.95833333333333|0|25.25|0|33.25|0|24.074583333333337|0
0|2021-12-09|65.14583333333333|0|21.166666666666668|0|28.375|0|24.117916666666662|0
0|2021-12-10|62.25|0|36.354166666666664|0|42.291666666666664|0|24.117916666666662|0
0|2021-12-11|57.93055555555555|0|44.368055555555564|0|62.05416666666667|0|24.11191666666667|0
0|2021-12-12|54.611111111111114|0|43.27777777777778|0|66.27777777777777|0|24.097083333333334|0
0|2021-12-13|53.607638888888886|0|44.4375|0|72.53819444444444|0|24.10545138888889|0
0|2021-12-14|54.291666666666664|0|41.0|0|62.5|0|24.108541666666667|0
0|2021-12-15|54.125|0|39.625|0|60.5|0|24.111249999999995|0
0|2021-12-16|53.38888888888889|0|41.36111111111111|0|66.39583333333333|0|24.108541666666664|0
0|2021-12-17|56.166666666666664|0|46.34722222222223|0|71.33333333333333|0|24.10173611111111|0
0|2021-12-18|52.25|0|44.229166666666664|0|74.79166666666667|0|24.115624999999994|0
0|2021-12-19|54.5625|0|48.895833333333336|0|82.27083333333333|0|24.087291666666673|0
0|2021-12-20|52.080357142857146|0|48.18492063492064|0|87.39156746031745|0|24.028476190476184|0
