|dates|McLennan_Texas_UnitedStates.AverageDailyTemperature.data|McLennan_Texas_UnitedStates.AverageDailyTemperature.missing|McLennan_Texas_UnitedStates.AverageDewPoint.data|McLennan_Texas_UnitedStates.AverageDewPoint.missing|McLennan_Texas_UnitedStates.AverageRelativeHumidity.data|McLennan_Texas_UnitedStates.AverageRelativeHumidity.missing|McLennan_Texas_UnitedStates.AverageSurfaceAirPressure.data|McLennan_Texas_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|58.541666666666664|0|43.208333333333336|0|62.666666666666664|0|29.72083333333333|0
0|2021-10-18|61.375|0|46.458333333333336|0|62.958333333333336|0|29.56125|0
0|2021-10-19|69.79166666666667|0|56.916666666666664|0|64.70833333333333|0|29.481250000000014|0
0|2021-10-20|72.80555555555556|0|65.2986111111111|0|78.59722222222221|0|29.52805555555555|0
0|2021-10-21|73.0|0|64.375|0|76.0|0|29.573749999999993|0
0|2021-10-22|72.95833333333333|0|60.125|0|66.20833333333333|0|29.48958333333333|0
0|2021-10-23|76.80902777777777|0|66.8611111111111|0|72.69097222222223|0|29.332291666666663|0
0|2021-10-24|74.875|0|67.2361111111111|0|77.98611111111111|0|29.28989583333333|0
0|2021-10-25|76.66666666666667|0|68.54166666666667|0|77.41666666666667|0|29.378333333333334|0
0|2021-10-26|78.15277777777779|0|70.13888888888889|0|77.65277777777779|0|29.25777777777778|0
0|2021-10-27|68.38888888888889|0|54.36805555555555|0|64.23611111111111|0|29.11375|0
0|2021-10-28|65.25|0|32.583333333333336|0|31.791666666666668|0|29.306249999999995|0
0|2021-10-29|61.083333333333336|0|28.25|0|30.625|0|29.42708333333333|0
0|2021-10-30|57.25|0|37.416666666666664|0|53.166666666666664|0|29.396666666666675|0
0|2021-10-31|62.416666666666664|0|46.958333333333336|0|60.833333333333336|0|29.4825|0
0|2021-11-01|63.791666666666664|0|50.416666666666664|0|65.20833333333333|0|29.612916666666674|0
0|2021-11-02|61.618055555555564|0|55.0|0|79.28125|0|29.659722222222214|0
0|2021-11-03|50.927083333333336|0|47.67708333333334|0|88.67708333333333|0|29.674680555555565|0
0|2021-11-04|49.923611111111114|0|41.3125|0|74.5138888888889|0|29.725208333333338|0
0|2021-11-05|48.458333333333336|0|38.333333333333336|0|71.70833333333333|0|29.686249999999998|0
0|2021-11-06|51.583333333333336|0|41.166666666666664|0|71.0|0|29.685833333333324|0
0|2021-11-07|58.15972222222222|0|46.833333333333336|0|68.7361111111111|0|29.642638888888886|0
0|2021-11-08|63.28472222222222|0|54.96527777777778|0|75.45833333333333|0|29.64576388888889|0
0|2021-11-09|65.06944444444444|0|58.23611111111111|0|79.58333333333333|0|29.60069444444444|0
0|2021-11-10|69.95833333333333|0|60.458333333333336|0|73.29166666666667|0|29.36215277777777|0
0|2021-11-11|60.0625|0|44.1875|0|59.104166666666664|0|29.52458333333334|0
0|2021-11-12|54.208333333333336|0|37.895833333333336|0|58.979166666666664|0|29.636875000000003|0
0|2021-11-13|51.416666666666664|0|31.5|0|51.25|0|29.688750000000013|0
0|2021-11-14|58.333333333333336|0|43.291666666666664|0|60.541666666666664|0|29.561666666666667|0
0|2021-11-15|63.041666666666664|0|54.0|0|74.16666666666667|0|29.548333333333332|0
