|dates|Anchorage_Alaska_UnitedStates.JHU_ConfirmedCases.data|Anchorage_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Anchorage_Alaska_UnitedStates.NYT_ConfirmedCases.data|Anchorage_Alaska_UnitedStates.NYT_ConfirmedCases.missing|Anchorage_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Anchorage_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Anchorage_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Anchorage_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|53032.0|0|52685.0|0|299.0|0|0.0|100
0|2021-10-18|53032.0|0|52685.0|0|299.0|0|0.0|100
0|2021-10-19|54101.0|0|53754.0|0|317.0|0|0.0|100
0|2021-10-20|54415.0|0|54068.0|0|321.0|0|0.0|100
0|2021-10-21|54872.0|0|54524.0|0|321.0|0|0.0|100
0|2021-10-22|55177.0|0|54828.0|0|324.0|0|0.0|100
0|2021-10-23|55177.0|0|54828.0|0|324.0|0|0.0|100
0|2021-10-24|55177.0|0|54828.0|0|324.0|0|0.0|100
0|2021-10-25|55872.0|0|55515.0|0|327.0|0|0.0|100
0|2021-10-26|56089.0|0|55731.0|0|333.0|0|0.0|100
0|2021-10-27|56368.0|0|56002.0|0|334.0|0|0.0|100
0|2021-10-28|56634.0|0|56268.0|0|334.0|0|0.0|100
0|2021-10-29|56925.0|0|56559.0|0|336.0|0|0.0|100
0|2021-10-30|56925.0|0|56559.0|0|336.0|0|0.0|100
0|2021-10-31|56925.0|0|56559.0|0|336.0|0|0.0|100
0|2021-11-01|57526.0|0|57155.0|0|338.0|0|0.0|100
0|2021-11-02|57699.0|0|57327.0|0|343.0|0|0.0|100
0|2021-11-03|57928.0|0|57554.0|0|343.0|0|0.0|100
0|2021-11-04|58133.0|0|57759.0|0|346.0|0|0.0|100
0|2021-11-05|58431.0|0|58055.0|0|347.0|0|0.0|100
0|2021-11-06|58431.0|0|58055.0|0|347.0|0|0.0|100
0|2021-11-07|58431.0|0|58055.0|0|347.0|0|0.0|100
0|2021-11-08|58934.0|0|58553.0|0|372.0|0|0.0|100
0|2021-11-09|59060.0|0|58677.0|0|374.0|0|0.0|100
0|2021-11-10|59060.0|0|58838.0|0|374.0|0|0.0|100
0|2021-11-11|59221.0|0|58838.0|0|379.0|0|0.0|100
0|2021-11-12|59526.0|0|59144.0|0|379.0|0|0.0|100
0|2021-11-13|59526.0|0|59144.0|0|379.0|0|0.0|100
0|2021-11-14|59526.0|0|59144.0|0|379.0|0|0.0|100
0|2021-11-15|59822.0|0|59440.0|0|381.0|0|0.0|100
0|2021-11-16|59914.0|0|59532.0|0|385.0|0|0.0|100
0|2021-11-17|60056.0|0|59672.0|0|385.0|0|0.0|100
0|2021-11-18|60235.0|0|59851.0|0|385.0|0|0.0|100
0|2021-11-19|60379.0|0|59993.0|0|389.0|0|0.0|100
0|2021-11-20|60379.0|0|59993.0|0|389.0|0|0.0|100
0|2021-11-21|60379.0|0|59993.0|0|389.0|0|0.0|100
0|2021-11-22|60619.0|0|60233.0|0|389.0|0|0.0|100
0|2021-11-23|60658.0|0|60272.0|0|391.0|0|0.0|100
0|2021-11-24|60818.0|0|60432.0|0|395.0|0|0.0|100
0|2021-11-25|60818.0|0|60432.0|0|395.0|0|0.0|100
0|2021-11-26|61010.0|0|60623.0|0|399.0|0|0.0|100
0|2021-11-27|61010.0|0|60623.0|0|399.0|0|0.0|100
0|2021-11-28|61010.0|0|60623.0|0|399.0|0|0.0|100
0|2021-11-29|61276.0|0|60889.0|0|399.0|0|0.0|100
0|2021-11-30|61276.0|0|60942.0|0|399.0|0|0.0|100
0|2021-12-01|61468.0|0|61075.0|0|400.0|0|0.0|100
0|2021-12-02|61583.0|0|61190.0|0|401.0|0|0.0|100
0|2021-12-03|61665.0|0|61272.0|0|401.0|0|0.0|100
0|2021-12-04|61665.0|0|61272.0|0|401.0|0|0.0|100
0|2021-12-05|61665.0|0|61272.0|0|401.0|0|0.0|100
0|2021-12-06|61851.0|0|61455.0|0|401.0|0|0.0|100
0|2021-12-07|61851.0|0|61455.0|0|401.0|0|0.0|100
0|2021-12-08|62029.0|0|61633.0|0|402.0|0|0.0|100
0|2021-12-09|62029.0|0|61633.0|0|402.0|0|0.0|100
0|2021-12-10|62172.0|0|61774.0|0|402.0|0|0.0|100
0|2021-12-11|62172.0|0|61774.0|0|402.0|0|0.0|100
