|dates|Wilkes_NorthCarolina_UnitedStates.AverageDailyTemperature.data|Wilkes_NorthCarolina_UnitedStates.AverageDailyTemperature.missing|Wilkes_NorthCarolina_UnitedStates.AverageDewPoint.data|Wilkes_NorthCarolina_UnitedStates.AverageDewPoint.missing|Wilkes_NorthCarolina_UnitedStates.AverageRelativeHumidity.data|Wilkes_NorthCarolina_UnitedStates.AverageRelativeHumidity.missing|Wilkes_NorthCarolina_UnitedStates.AverageSurfaceAirPressure.data|Wilkes_NorthCarolina_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|53.104166666666664|0|33.958333333333336|0|49.583333333333336|0|28.753750000000014|0
0|2021-10-18|52.552083333333336|0|37.65625|0|64.09375|0|28.80697916666666|0
0|2021-10-19|53.0625|0|42.385416666666664|0|72.63541666666667|0|28.86885416666666|0
0|2021-10-20|55.171875|0|41.333333333333336|0|65.94270833333333|0|28.87218749999998|0
0|2021-10-21|57.645833333333336|0|50.510416666666664|0|79.76041666666667|0|28.75468749999999|0
0|2021-10-22|60.979166666666664|0|52.447916666666664|0|77.26041666666667|0|28.643229166666682|0
0|2021-10-23|56.494791666666664|0|45.109375|0|70.296875|0|28.6959375|0
0|2021-10-24|57.71875|0|50.114583333333336|0|79.39583333333333|0|28.77864583333334|0
0|2021-10-25|60.020833333333336|0|54.46875|0|84.36458333333333|0|28.558124999999993|0
0|2021-10-26|52.953125|0|40.682291666666664|0|64.10416666666667|0|28.48927083333338|0
0|2021-10-27|52.208333333333336|0|39.291666666666664|0|64.171875|0|28.555312500000014|0
0|2021-10-28|50.583333333333336|0|48.927083333333336|0|94.44791666666667|0|28.47833333333334|0
0|2021-10-29|55.96875|0|52.322916666666664|0|88.875|0|28.18958333333333|0
0|2021-10-30|50.416666666666664|0|47.958333333333336|0|92.59375|0|28.262916666666683|0
0|2021-10-31|54.322916666666664|0|45.177083333333336|0|74.25|0|28.52369791666663|0
0|2021-11-01|53.364583333333336|0|43.229166666666664|0|71.04166666666667|0|28.819270833333295|0
0|2021-11-02|46.625|0|42.322916666666664|0|86.32291666666667|0|28.873020833333328|0
0|2021-11-03|43.416666666666664|0|33.447916666666664|0|69.69791666666667|0|28.941354166666674|0
0|2021-11-04|39.90625|0|34.427083333333336|0|81.25|0|28.922291666666677|0
0|2021-11-05|38.041666666666664|0|31.541666666666668|0|81.03125|0|28.959531249999973|0
0|2021-11-06|41.34375|0|28.802083333333332|0|66.33333333333333|0|28.91869791666666|0
0|2021-11-07|48.75|0|27.6875|0|52.005208333333336|0|28.804114583333327|0
0|2021-11-08|53.3125|0|34.885416666666664|0|54.479166666666664|0|28.886562499999997|0
0|2021-11-09|56.010416666666664|0|37.322916666666664|0|55.802083333333336|0|28.87416666666665|0
0|2021-11-10|56.208333333333336|0|38.65625|0|56.963541666666664|0|28.810729166666672|0
0|2021-11-11|49.833333333333336|0|46.625|0|89.76041666666667|0|28.742083333333323|0
0|2021-11-12|53.083333333333336|0|41.21875|0|70.20833333333333|0|28.655312500000026|0
0|2021-11-13|43.260416666666664|0|30.90625|0|64.47916666666667|0|28.61135416666662|0
0|2021-11-14|39.833333333333336|0|29.614583333333332|0|69.375|0|28.631041666666675|0
0|2021-11-15|43.8125|0|23.552083333333332|0|46.375|0|28.733802083333348|0
0|2021-11-16|45.427083333333336|0|31.270833333333332|0|62.041666666666664|0|28.841979166666643|0
0|2021-11-17|50.755208333333336|0|41.921875|0|73.20833333333333|0|28.88734375000001|0
0|2021-11-18|54.942708333333336|0|44.046875|0|69.46875|0|28.83807291666666|0
0|2021-11-19|41.21875|0|20.427083333333332|0|45.635416666666664|0|29.02135416666668|0
0|2021-11-20|33.40625|0|23.375|0|69.41666666666667|0|29.1196875|0
0|2021-11-21|39.34375|0|30.25|0|71.9375|0|28.888333333333335|0
0|2021-11-22|44.8125|0|30.151041666666668|0|62.197916666666664|0|28.637083333333305|0
0|2021-11-23|35.552083333333336|0|13.885416666666666|0|43.21875|0|28.838645833333292|0
0|2021-11-24|35.020833333333336|0|19.604166666666668|0|57.90625|0|29.001874999999945|0
0|2021-11-25|44.78125|0|27.197916666666668|0|55.71875|0|28.791249999999987|0
0|2021-11-26|43.041666666666664|0|23.625|0|47.677083333333336|0|28.633645833333347|0
0|2021-11-27|40.479166666666664|0|18.03125|0|43.322916666666664|0|28.689687500000016|0
0|2021-11-28|43.65625|0|26.208333333333332|0|52.666666666666664|0|28.58625000000001|0
0|2021-11-29|37.302083333333336|0|18.90625|0|48.494791666666664|0|28.71427083333334|0
0|2021-11-30|41.791666666666664|0|26.645833333333332|0|59.302083333333336|0|28.7429166666667|0
