|dates|Coos_Oregon_UnitedStates.AverageDailyTemperature.data|Coos_Oregon_UnitedStates.AverageDailyTemperature.missing|Coos_Oregon_UnitedStates.AverageDewPoint.data|Coos_Oregon_UnitedStates.AverageDewPoint.missing|Coos_Oregon_UnitedStates.AverageRelativeHumidity.data|Coos_Oregon_UnitedStates.AverageRelativeHumidity.missing|Coos_Oregon_UnitedStates.AverageSurfaceAirPressure.data|Coos_Oregon_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|51.394444444444446|0|49.425694444444446|0|93.36666666666667|0|29.78244444444444|0
0|2021-10-18|50.83472222222222|0|47.263888888888886|0|88.78750000000001|0|29.99302777777778|0
0|2021-10-19|51.40277777777777|0|46.21527777777777|0|83.82638888888889|0|29.75006944444445|0
0|2021-10-20|56.854166666666664|0|51.708333333333336|0|83.96527777777777|0|29.865416666666658|0
0|2021-10-21|58.145833333333336|0|52.225694444444436|0|81.77083333333334|0|29.780937500000004|0
0|2021-10-22|55.12152777777777|0|51.961805555555564|0|89.35763888888887|0|29.862708333333334|0
0|2021-10-23|53.64027777777778|0|51.572916666666664|0|92.87708333333335|0|29.684208333333334|0
0|2021-10-24|56.77777777777777|0|48.951388888888886|0|76.25|0|29.214652777777776|0
0|2021-10-25|54.87847222222223|0|48.97569444444445|0|81.12152777777779|0|29.633437500000003|0
0|2021-10-26|55.4375|0|52.86111111111111|0|91.29583333333333|0|29.932888888888893|0
0|2021-10-27|56.629861111111104|0|53.169444444444444|0|88.99375000000002|0|30.266347222222212|0
0|2021-10-28|62.22222222222223|0|60.361111111111114|0|93.6736111111111|0|30.16055555555556|0
0|2021-10-29|55.15625|0|53.08402777777778|0|92.67083333333333|0|30.039375000000003|0
0|2021-10-30|53.39732142857142|0|51.55307539682539|0|93.43005952380952|0|29.91301587301587|0
0|2021-10-31|55.146875|0|52.93611111111111|0|92.63194444444446|0|29.91305555555556|0
0|2021-11-01|55.38839285714286|0|52.91617063492064|0|91.77083333333333|0|29.91481646825397|0
0|2021-11-02|53.979166666666664|0|50.916666666666664|0|90.02083333333333|0|30.124375000000004|0
0|2021-11-03|58.543849206349215|0|53.93809523809523|0|85.64206349206349|0|29.91191071428572|0
0|2021-11-04|56.05555555555555|0|51.48611111111111|0|84.70833333333333|0|29.929097222222214|0
0|2021-11-05|52.4375|0|48.510416666666664|0|87.27152777777776|0|29.995625000000015|0
0|2021-11-06|49.32638888888889|0|44.225694444444436|0|83.45833333333333|0|30.07652777777777|0
0|2021-11-07|46.833333333333336|0|43.63888888888889|0|89.27083333333333|0|30.187083333333344|0
