|dates|Grand_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grand_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grand_Utah_UnitedStates.Male_Total_Population.data|Grand_Utah_UnitedStates.Male_Total_Population.missing|Grand_Utah_UnitedStates.Female_Total_Population.data|Grand_Utah_UnitedStates.Female_Total_Population.missing|Grand_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Grand_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-27|1817.0|0|4933.0|0|4831.0|0|2090.0|0
0|2021-12-28|1817.0|0|4933.0|0|4831.0|0|2090.0|0
0|2021-12-29|1817.0|0|4933.0|0|4831.0|0|2090.0|0
0|2021-12-30|1817.0|0|4933.0|0|4831.0|0|2090.0|0
0|2021-12-31|1817.0|0|4933.0|0|4831.0|0|2090.0|0
0|2022-01-01|1817.0|0|4933.0|0|4831.0|0|2090.0|0
0|2022-01-02|1817.0|0|4933.0|0|4831.0|0|2090.0|0
0|2022-01-03|1817.0|0|4933.0|0|4831.0|0|2090.0|0
0|2022-01-04|1817.0|0|4933.0|0|4831.0|0|2090.0|0
0|2022-01-05|1817.0|0|4933.0|0|4831.0|0|2090.0|0
0|2022-01-06|1817.0|0|4933.0|0|4831.0|0|2090.0|0
0|2022-01-07|1817.0|0|4933.0|0|4831.0|0|2090.0|0
0|2022-01-08|1817.0|0|4933.0|0|4831.0|0|2090.0|0
0|2022-01-09|1817.0|0|4933.0|0|4831.0|0|2090.0|0
0|2022-01-10|1817.0|0|4933.0|0|4831.0|0|2090.0|0
0|2022-01-11|1817.0|0|4933.0|0|4831.0|0|2090.0|0
0|2022-01-12|1817.0|0|4933.0|0|4831.0|0|2090.0|0
0|2022-01-13|1817.0|0|4933.0|0|4831.0|0|2090.0|0
0|2022-01-14|1817.0|0|4933.0|0|4831.0|0|2090.0|0
0|2022-01-15|1817.0|0|4933.0|0|4831.0|0|2090.0|0
0|2022-01-16|1817.0|0|4933.0|0|4831.0|0|2090.0|0
0|2022-01-17|1817.0|0|4933.0|0|4831.0|0|2090.0|0
