|dates|Greene_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greene_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greene_Mississippi_UnitedStates.Male_Total_Population.data|Greene_Mississippi_UnitedStates.Male_Total_Population.missing|Greene_Mississippi_UnitedStates.Female_Total_Population.data|Greene_Mississippi_UnitedStates.Female_Total_Population.missing|Greene_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Greene_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-07|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2021-12-08|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2021-12-09|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2021-12-10|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2021-12-11|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2021-12-12|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2021-12-13|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2021-12-14|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2021-12-15|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2021-12-16|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2021-12-17|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2021-12-18|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2021-12-19|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2021-12-20|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2021-12-21|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2021-12-22|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2021-12-23|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2021-12-24|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2021-12-25|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2021-12-26|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2021-12-27|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2021-12-28|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2021-12-29|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2021-12-30|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2021-12-31|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2022-01-01|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2022-01-02|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2022-01-03|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2022-01-04|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2022-01-05|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2022-01-06|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2022-01-07|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2022-01-08|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2022-01-09|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2022-01-10|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2022-01-11|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2022-01-12|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2022-01-13|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2022-01-14|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2022-01-15|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2022-01-16|2020.0|0|7859.0|0|5727.0|0|2653.0|0
0|2022-01-17|2020.0|0|7859.0|0|5727.0|0|2653.0|0
