|dates|Cascade_Montana_UnitedStates.JHU_ConfirmedCases.data|Cascade_Montana_UnitedStates.JHU_ConfirmedCases.missing|Cascade_Montana_UnitedStates.NYT_ConfirmedCases.data|Cascade_Montana_UnitedStates.NYT_ConfirmedCases.missing|Cascade_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Cascade_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Cascade_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Cascade_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|14218.0|0|14218.0|0|217.0|0|0.0|100
0|2021-10-18|14304.0|0|14304.0|0|218.0|0|0.0|100
0|2021-10-19|14456.0|0|14456.0|0|218.0|0|0.0|100
0|2021-10-20|14542.0|0|14542.0|0|219.0|0|0.0|100
0|2021-10-21|14692.0|0|14692.0|0|219.0|0|0.0|100
0|2021-10-22|14921.0|0|14921.0|0|220.0|0|0.0|100
0|2021-10-23|14921.0|0|14921.0|0|220.0|0|0.0|100
0|2021-10-24|14921.0|0|14921.0|0|220.0|0|0.0|100
0|2021-10-25|14975.0|0|14975.0|0|220.0|0|0.0|100
0|2021-10-26|15084.0|0|15084.0|0|233.0|0|0.0|100
0|2021-10-27|15178.0|0|15178.0|0|234.0|0|0.0|100
0|2021-10-28|15193.0|0|15193.0|0|233.0|0|0.0|100
0|2021-10-29|15250.0|0|15250.0|0|235.0|0|0.0|100
0|2021-10-30|15250.0|0|15250.0|0|235.0|0|0.0|100
0|2021-10-31|15250.0|0|15250.0|0|235.0|0|0.0|100
0|2021-11-01|15326.0|0|15326.0|0|235.0|0|0.0|100
0|2021-11-02|15444.0|0|15444.0|0|237.0|0|0.0|100
0|2021-11-03|15540.0|0|15540.0|0|242.0|0|0.0|100
0|2021-11-04|15588.0|0|15588.0|0|242.0|0|0.0|100
0|2021-11-05|15628.0|0|15628.0|0|246.0|0|0.0|100
0|2021-11-06|15628.0|0|15628.0|0|246.0|0|0.0|100
0|2021-11-07|15628.0|0|15628.0|0|246.0|0|0.0|100
0|2021-11-08|15693.0|0|15693.0|0|246.0|0|0.0|100
0|2021-11-09|15900.0|0|15900.0|0|249.0|0|0.0|100
0|2021-11-10|15900.0|0|15985.0|0|249.0|0|0.0|100
0|2021-11-11|15985.0|0|15985.0|0|249.0|0|0.0|100
0|2021-11-12|16204.0|0|16204.0|0|250.0|0|0.0|100
0|2021-11-13|16204.0|0|16204.0|0|250.0|0|0.0|100
0|2021-11-14|16204.0|0|16204.0|0|250.0|0|0.0|100
0|2021-11-15|16273.0|0|16273.0|0|250.0|0|0.0|100
0|2021-11-16|16388.0|0|16388.0|0|251.0|0|0.0|100
0|2021-11-17|16455.0|0|16455.0|0|254.0|0|0.0|100
0|2021-11-18|16500.0|0|16500.0|0|255.0|0|0.0|100
0|2021-11-19|16511.0|0|16511.0|0|256.0|0|0.0|100
0|2021-11-20|16511.0|0|16511.0|0|256.0|0|0.0|100
0|2021-11-21|16511.0|0|16511.0|0|256.0|0|0.0|100
0|2021-11-22|16531.0|0|16531.0|0|257.0|0|0.0|100
0|2021-11-23|16575.0|0|16575.0|0|257.0|0|0.0|100
0|2021-11-24|16614.0|0|16614.0|0|257.0|0|0.0|100
0|2021-11-25|16614.0|0|16614.0|0|257.0|0|0.0|100
0|2021-11-26|16615.0|0|16615.0|0|264.0|0|0.0|100
0|2021-11-27|16615.0|0|16615.0|0|264.0|0|0.0|100
0|2021-11-28|16615.0|0|16615.0|0|264.0|0|0.0|100
0|2021-11-29|16639.0|0|16639.0|0|264.0|0|0.0|100
0|2021-11-30|16673.0|0|16673.0|0|267.0|0|0.0|100
0|2021-12-01|16721.0|0|16721.0|0|267.0|0|0.0|100
0|2021-12-02|16767.0|0|16767.0|0|268.0|0|0.0|100
0|2021-12-03|16767.0|0|16791.0|0|268.0|0|0.0|100
0|2021-12-04|16791.0|0|16791.0|0|268.0|0|0.0|100
0|2021-12-05|16791.0|0|16791.0|0|268.0|0|0.0|100
0|2021-12-06|16811.0|0|16811.0|0|270.0|0|0.0|100
0|2021-12-07|16840.0|0|16840.0|0|271.0|0|0.0|100
0|2021-12-08|16871.0|0|16871.0|0|271.0|0|0.0|100
0|2021-12-09|16903.0|0|16903.0|0|272.0|0|0.0|100
0|2021-12-10|16907.0|0|16907.0|0|275.0|0|0.0|100
0|2021-12-11|16907.0|0|16907.0|0|275.0|0|0.0|100
0|2021-12-12|16907.0|0|16907.0|0|275.0|0|0.0|100
0|2021-12-13|16923.0|0|16923.0|0|275.0|0|0.0|100
0|2021-12-14|16923.0|0|16929.0|0|275.0|0|0.0|100
0|2021-12-15|16958.0|0|16958.0|0|279.0|0|0.0|100
0|2021-12-16|16968.0|0|16968.0|0|279.0|0|0.0|100
0|2021-12-17|16994.0|0|16994.0|0|280.0|0|0.0|100
0|2021-12-18|16994.0|0|16994.0|0|280.0|0|0.0|100
0|2021-12-19|16994.0|0|16994.0|0|280.0|0|0.0|100
0|2021-12-20|17001.0|0|17001.0|0|281.0|0|0.0|100
0|2021-12-21|17006.0|0|17006.0|0|281.0|0|0.0|100
0|2021-12-22|17041.0|0|17041.0|0|281.0|0|0.0|100
0|2021-12-23|17061.0|0|17061.0|0|281.0|0|0.0|100
0|2021-12-24|17061.0|0|17061.0|0|281.0|0|0.0|100
0|2021-12-25|17061.0|0|17061.0|0|281.0|0|0.0|100
0|2021-12-26|17061.0|0|17061.0|0|281.0|0|0.0|100
0|2021-12-27|17073.0|0|17073.0|0|282.0|0|0.0|100
0|2021-12-28|17079.0|0|17079.0|0|283.0|0|0.0|100
0|2021-12-29|17126.0|0|17126.0|0|283.0|0|0.0|100
0|2021-12-30|17154.0|0|17154.0|0|283.0|0|0.0|100
0|2021-12-31|17154.0|0|17154.0|0|283.0|0|0.0|100
0|2022-01-01|17154.0|0|17154.0|0|283.0|0|0.0|100
0|2022-01-02|17154.0|0|17154.0|0|283.0|0|0.0|100
0|2022-01-03|17201.0|0|17201.0|0|283.0|0|0.0|100
0|2022-01-04|17236.0|0|17236.0|0|283.0|0|0.0|100
0|2022-01-05|17267.0|0|17267.0|0|283.0|0|0.0|100
0|2022-01-06|17333.0|0|17333.0|0|283.0|0|0.0|100
0|2022-01-07|17397.0|0|17397.0|0|283.0|0|0.0|100
0|2022-01-08|17397.0|0|17397.0|0|283.0|0|0.0|100
0|2022-01-09|17397.0|0|17397.0|0|283.0|0|0.0|100
0|2022-01-10|17533.0|0|17533.0|0|283.0|0|0.0|100
0|2022-01-11|17594.0|0|17594.0|0|283.0|0|0.0|100
0|2022-01-12|17677.0|0|17677.0|0|283.0|0|0.0|100
0|2022-01-13|17677.0|0|17764.0|0|283.0|0|0.0|100
0|2022-01-14|17907.0|0|17907.0|0|283.0|0|0.0|100
0|2022-01-15|17907.0|0|17907.0|0|283.0|0|0.0|100
0|2022-01-16|17907.0|0|17907.0|0|283.0|0|0.0|100
0|2022-01-17|17907.0|0|0.0|100|283.0|0|0.0|100
