|dates|GrandIsle_Vermont_UnitedStates.AveragePrecipitationTotal.data|GrandIsle_Vermont_UnitedStates.AveragePrecipitationTotal.missing|GrandIsle_Vermont_UnitedStates.AveragePrecipitation.data|GrandIsle_Vermont_UnitedStates.AveragePrecipitation.missing|GrandIsle_Vermont_UnitedStates.AverageWindDirection.data|GrandIsle_Vermont_UnitedStates.AverageWindDirection.missing|GrandIsle_Vermont_UnitedStates.AverageWindSpeed.data|GrandIsle_Vermont_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-10-18|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-10-19|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-10-20|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-10-21|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-10-22|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-10-23|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-10-24|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-10-25|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-10-26|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-10-27|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-10-28|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-10-29|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-10-30|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-10-31|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-11-01|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-11-02|0.0|0|0.0|0|73.125|0|2.0|0
0|2021-11-03|0.0|0|0.0|0|181.04166666666666|0|2.5416666666666665|0
0|2021-11-04|0.0|0|0.0|0|234.47916666666666|0|3.3854166666666665|0
0|2021-11-05|0.0|0|0.0|0|83.22916666666667|0|2.09375|0
0|2021-11-06|0.0|0|0.0|0|185.83333333333334|0|5.708333333333333|0
0|2021-11-07|0.0|0|0.0|0|151.66666666666666|0|4.270833333333333|0
0|2021-11-08|0.0|0|0.0|0|90.41666666666667|0|2.109375|0
0|2021-11-09|0.0|0|0.0|0|147.5|0|3.1458333333333335|0
0|2021-11-10|0.0|0|0.0|0|109.27083333333333|0|1.9583333333333333|0
0|2021-11-11|0.0|0|0.0|0|53.645833333333336|0|3.03125|0
0|2021-11-12|0.0|0|0.0|0|141.35416666666666|0|8.864583333333334|0
