|dates|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Hamilton_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Hamilton_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|62765.0|0|63193.0|0|641.0|0|0.0|100
0|2021-10-18|62920.0|0|63358.0|0|641.0|0|0.0|100
0|2021-10-19|63005.0|0|63454.0|0|645.0|0|0.0|100
0|2021-10-20|63120.0|0|63549.0|0|646.0|0|0.0|100
0|2021-10-21|63208.0|0|63632.0|0|647.0|0|0.0|100
0|2021-10-22|63287.0|0|63696.0|0|647.0|0|0.0|100
0|2021-10-23|63287.0|0|63696.0|0|647.0|0|0.0|100
0|2021-10-24|63287.0|0|63696.0|0|647.0|0|0.0|100
0|2021-10-25|63287.0|0|63802.0|0|647.0|0|0.0|100
0|2021-10-26|63476.0|0|63843.0|0|647.0|0|0.0|100
0|2021-10-27|63543.0|0|63933.0|0|649.0|0|0.0|100
0|2021-10-28|63602.0|0|63989.0|0|649.0|0|0.0|100
0|2021-10-29|63653.0|0|64029.0|0|651.0|0|0.0|100
0|2021-10-30|63653.0|0|64029.0|0|651.0|0|0.0|100
0|2021-10-31|63653.0|0|64029.0|0|651.0|0|0.0|100
0|2021-11-01|63653.0|0|64136.0|0|651.0|0|0.0|100
0|2021-11-02|63831.0|0|64205.0|0|652.0|0|0.0|100
0|2021-11-03|63883.0|0|64238.0|0|652.0|0|0.0|100
0|2021-11-04|63938.0|0|64280.0|0|652.0|0|0.0|100
0|2021-11-05|63984.0|0|64325.0|0|653.0|0|0.0|100
0|2021-11-06|63984.0|0|64325.0|0|653.0|0|0.0|100
0|2021-11-07|63984.0|0|64325.0|0|653.0|0|0.0|100
0|2021-11-08|63984.0|0|64412.0|0|653.0|0|0.0|100
0|2021-11-09|64130.0|0|64473.0|0|658.0|0|0.0|100
0|2021-11-10|64181.0|0|64509.0|0|659.0|0|0.0|100
0|2021-11-11|64181.0|0|64560.0|0|659.0|0|0.0|100
0|2021-11-12|64292.0|0|64614.0|0|660.0|0|0.0|100
0|2021-11-13|64292.0|0|64614.0|0|660.0|0|0.0|100
0|2021-11-14|64292.0|0|64614.0|0|660.0|0|0.0|100
0|2021-11-15|64441.0|0|64741.0|0|660.0|0|0.0|100
0|2021-11-16|64481.0|0|64796.0|0|665.0|0|0.0|100
0|2021-11-17|64555.0|0|64865.0|0|667.0|0|0.0|100
0|2021-11-18|64615.0|0|64931.0|0|668.0|0|0.0|100
0|2021-11-19|64670.0|0|64982.0|0|669.0|0|0.0|100
0|2021-11-20|64670.0|0|64982.0|0|669.0|0|0.0|100
0|2021-11-21|64670.0|0|64982.0|0|669.0|0|0.0|100
0|2021-11-22|64796.0|0|65104.0|0|671.0|0|0.0|100
0|2021-11-23|64864.0|0|65169.0|0|675.0|0|0.0|100
0|2021-11-24|64907.0|0|65218.0|0|677.0|0|0.0|100
0|2021-11-25|64907.0|0|65218.0|0|677.0|0|0.0|100
0|2021-11-26|64907.0|0|65218.0|0|677.0|0|0.0|100
0|2021-11-27|64907.0|0|65218.0|0|677.0|0|0.0|100
0|2021-11-28|64907.0|0|65218.0|0|677.0|0|0.0|100
0|2021-11-29|65082.0|0|65405.0|0|678.0|0|0.0|100
0|2021-11-30|65195.0|0|65533.0|0|681.0|0|0.0|100
0|2021-12-01|65275.0|0|65614.0|0|685.0|0|0.0|100
0|2021-12-02|65402.0|0|65721.0|0|704.0|0|0.0|100
0|2021-12-03|65503.0|0|65818.0|0|711.0|0|0.0|100
0|2021-12-04|65503.0|0|65818.0|0|711.0|0|0.0|100
0|2021-12-05|65503.0|0|65818.0|0|711.0|0|0.0|100
0|2021-12-06|65662.0|0|65970.0|0|712.0|0|0.0|100
0|2021-12-07|65770.0|0|66082.0|0|724.0|0|0.0|100
0|2021-12-08|65859.0|0|66181.0|0|723.0|0|0.0|100
0|2021-12-09|65859.0|0|66358.0|0|723.0|0|0.0|100
0|2021-12-10|66111.0|0|66466.0|0|726.0|0|0.0|100
0|2021-12-11|66111.0|0|66466.0|0|726.0|0|0.0|100
0|2021-12-12|66111.0|0|66466.0|0|726.0|0|0.0|100
0|2021-12-13|66325.0|0|66679.0|0|726.0|0|0.0|100
0|2021-12-14|66325.0|0|66823.0|0|726.0|0|0.0|100
0|2021-12-15|66530.0|0|66907.0|0|733.0|0|0.0|100
0|2021-12-16|66671.0|0|67102.0|0|736.0|0|0.0|100
0|2021-12-17|66820.0|0|67203.0|0|740.0|0|0.0|100
0|2021-12-18|66820.0|0|67203.0|0|740.0|0|0.0|100
0|2021-12-19|66820.0|0|67203.0|0|740.0|0|0.0|100
0|2021-12-20|67136.0|0|67522.0|0|743.0|0|0.0|100
0|2021-12-21|67251.0|0|67670.0|0|749.0|0|0.0|100
0|2021-12-22|67431.0|0|67892.0|0|754.0|0|0.0|100
0|2021-12-23|67722.0|0|67892.0|0|881.0|0|0.0|100
0|2021-12-24|67722.0|0|67892.0|0|881.0|0|0.0|100
0|2021-12-25|67722.0|0|67892.0|0|881.0|0|0.0|100
0|2021-12-26|67722.0|0|67892.0|0|881.0|0|0.0|100
0|2021-12-27|68407.0|0|68617.0|0|892.0|0|0.0|100
0|2021-12-28|68407.0|0|69122.0|0|899.0|0|0.0|100
0|2021-12-29|69172.0|0|70070.0|0|900.0|0|0.0|100
0|2021-12-30|69890.0|0|70797.0|0|901.0|0|0.0|100
0|2021-12-31|69890.0|0|71335.0|0|901.0|0|0.0|100
0|2022-01-01|69890.0|0|71335.0|0|901.0|0|0.0|100
0|2022-01-02|69890.0|0|71535.0|0|901.0|0|0.0|100
0|2022-01-03|71789.0|0|72027.0|0|902.0|0|0.0|100
0|2022-01-04|72342.0|0|73041.0|0|904.0|0|0.0|100
0|2022-01-05|72342.0|0|73041.0|0|904.0|0|0.0|100
0|2022-01-06|72342.0|0|74557.0|0|904.0|0|0.0|100
0|2022-01-07|72342.0|0|75128.0|0|904.0|0|0.0|100
0|2022-01-08|72342.0|0|75128.0|0|904.0|0|0.0|100
0|2022-01-09|72342.0|0|76054.0|0|904.0|0|0.0|100
0|2022-01-10|72342.0|0|76545.0|0|904.0|0|0.0|100
0|2022-01-11|72342.0|0|77290.0|0|904.0|0|0.0|100
0|2022-01-12|76393.0|0|77963.0|0|913.0|0|0.0|100
0|2022-01-13|76393.0|0|78616.0|0|913.0|0|0.0|100
0|2022-01-14|76393.0|0|79246.0|0|913.0|0|0.0|100
0|2022-01-15|76393.0|0|79246.0|0|913.0|0|0.0|100
0|2022-01-16|76393.0|0|79246.0|0|913.0|0|0.0|100
0|2022-01-17|76393.0|0|0.0|100|913.0|0|0.0|100
