|dates|DelNorte_California_UnitedStates.AverageDailyTemperature.data|DelNorte_California_UnitedStates.AverageDailyTemperature.missing|DelNorte_California_UnitedStates.AverageDewPoint.data|DelNorte_California_UnitedStates.AverageDewPoint.missing|DelNorte_California_UnitedStates.AverageRelativeHumidity.data|DelNorte_California_UnitedStates.AverageRelativeHumidity.missing|DelNorte_California_UnitedStates.AverageSurfaceAirPressure.data|DelNorte_California_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|51.104166666666664|0|48.27777777777778|0|90.27708333333334|0|29.75451388888889|0
0|2021-10-18|49.03888888888889|0|46.24627976190476|0|90.38397817460317|0|29.941368551587317|0
0|2021-10-19|52.34375|0|45.4375|0|78.85416666666667|0|29.721666666666668|0
0|2021-10-20|54.62847222222223|0|51.72222222222223|0|90.15972222222221|0|29.866145833333334|0
0|2021-10-21|56.94097222222223|0|53.30138888888889|0|88.74166666666667|0|29.781615740740737|0
0|2021-10-22|54.90972222222223|0|52.555555555555564|0|91.71875|0|29.86203472222222|0
0|2021-10-23|55.14930555555555|0|51.62083333333333|0|88.05|0|29.68502083333333|0
0|2021-10-24|56.59722222222222|0|51.60069444444445|0|83.69097222222221|0|29.289999999999996|0
0|2021-10-25|54.09027777777778|0|49.593650793650795|0|84.84980158730158|0|29.667235119047618|0
0|2021-10-26|55.072916666666664|0|52.454861111111114|0|91.18402777777779|0|29.97951388888889|0
0|2021-10-27|57.0111111111111|0|55.893750000000004|0|96.20416666666667|0|30.24795138888889|0
0|2021-10-28|58.76904761904762|0|55.88551587301588|0|90.75248015873017|0|30.13362003968254|0
0|2021-10-29|57.09166666666667|0|55.961111111111116|0|95.9611111111111|0|29.93427777777778|0
0|2021-10-30|57.14236111111111|0|55.385416666666664|0|93.91666666666667|0|29.84670138888889|0
0|2021-10-31|56.18194444444445|0|53.31597222222223|0|90.34652777777778|0|29.859409722222214|0
0|2021-11-01|57.06944444444445|0|54.418749999999996|0|91.30694444444445|0|29.87963194444444|0
0|2021-11-02|56.0|0|51.958333333333336|0|86.76388888888887|0|30.099097222222227|0
0|2021-11-03|59.06041666666667|0|52.40555555555556|0|79.85833333333333|0|29.90714583333333|0
0|2021-11-04|56.84444444444444|0|53.42847222222223|0|88.67708333333333|0|29.98741666666667|0
0|2021-11-05|54.763888888888886|0|49.26388888888889|0|82.19444444444444|0|29.99458333333334|0
0|2021-11-06|51.92013888888889|0|45.57118055555555|0|79.72743055555556|0|30.08144097222222|0
0|2021-11-07|48.506944444444436|0|41.88194444444444|0|78.94444444444444|0|30.16659722222222|0
0|2021-11-08|49.71875|0|39.895833333333336|0|70.23958333333333|0|29.807604166666664|0
0|2021-11-09|52.855555555555554|0|47.39513888888889|0|82.59270833333333|0|30.027270833333343|0
0|2021-11-10|53.833333333333336|0|50.052083333333336|0|87.26041666666667|0|30.244479166666665|0
0|2021-11-11|57.76051587301586|0|55.31646825396825|0|91.69682539682539|0|30.253253968253976|0
0|2021-11-12|57.62847222222222|0|55.20763888888889|0|91.89375|0|30.261194444444442|0
0|2021-11-13|56.08680555555555|0|54.357638888888886|0|94.19444444444446|0|30.20642361111111|0
0|2021-11-14|54.34375|0|52.835416666666674|0|94.76319444444444|0|30.137937500000003|0
0|2021-11-15|53.61755952380952|0|50.71805555555556|0|90.29821428571428|0|30.067222222222224|0
0|2021-11-16|50.77777777777777|0|40.27777777777778|0|67.75|0|30.17777777777778|0
