|dates|FortBend_Texas_UnitedStates.JHU_ConfirmedCases.data|FortBend_Texas_UnitedStates.JHU_ConfirmedCases.missing|FortBend_Texas_UnitedStates.NYT_ConfirmedCases.data|FortBend_Texas_UnitedStates.NYT_ConfirmedCases.missing|FortBend_Texas_UnitedStates.JHU_ConfirmedDeaths.data|FortBend_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|FortBend_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|FortBend_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|98307.0|0|98307.0|0|932.0|0|0.0|100
0|2021-10-18|98432.0|0|98432.0|0|942.0|0|0.0|100
0|2021-10-19|98817.0|0|98817.0|0|942.0|0|0.0|100
0|2021-10-20|98905.0|0|98905.0|0|951.0|0|0.0|100
0|2021-10-21|99392.0|0|99392.0|0|951.0|0|0.0|100
0|2021-10-22|99485.0|0|99485.0|0|951.0|0|0.0|100
0|2021-10-23|99485.0|0|99485.0|0|951.0|0|0.0|100
0|2021-10-24|99485.0|0|99485.0|0|951.0|0|0.0|100
0|2021-10-25|99573.0|0|99573.0|0|957.0|0|0.0|100
0|2021-10-26|99809.0|0|99809.0|0|957.0|0|0.0|100
0|2021-10-27|99945.0|0|99945.0|0|965.0|0|0.0|100
0|2021-10-28|99990.0|0|99990.0|0|965.0|0|0.0|100
0|2021-10-29|100062.0|0|100062.0|0|965.0|0|0.0|100
0|2021-10-30|100062.0|0|100062.0|0|965.0|0|0.0|100
0|2021-10-31|100062.0|0|100062.0|0|965.0|0|0.0|100
0|2021-11-01|100143.0|0|100143.0|0|971.0|0|0.0|100
0|2021-11-02|100355.0|0|100355.0|0|971.0|0|0.0|100
0|2021-11-03|100421.0|0|100421.0|0|979.0|0|0.0|100
0|2021-11-04|100470.0|0|100470.0|0|979.0|0|0.0|100
0|2021-11-05|100487.0|0|100487.0|0|979.0|0|0.0|100
0|2021-11-06|100487.0|0|100487.0|0|979.0|0|0.0|100
0|2021-11-07|100487.0|0|100487.0|0|979.0|0|0.0|100
0|2021-11-08|100553.0|0|100553.0|0|986.0|0|0.0|100
0|2021-11-09|100805.0|0|100805.0|0|986.0|0|0.0|100
0|2021-11-10|100870.0|0|100870.0|0|986.0|0|0.0|100
0|2021-11-11|100870.0|0|100870.0|0|986.0|0|0.0|100
0|2021-11-12|100941.0|0|100941.0|0|986.0|0|0.0|100
0|2021-11-13|100941.0|0|100941.0|0|986.0|0|0.0|100
0|2021-11-14|100941.0|0|100941.0|0|986.0|0|0.0|100
0|2021-11-15|101106.0|0|101106.0|0|992.0|0|0.0|100
0|2021-11-16|101298.0|0|101298.0|0|992.0|0|0.0|100
0|2021-11-17|101387.0|0|101387.0|0|992.0|0|0.0|100
0|2021-11-18|101445.0|0|101445.0|0|992.0|0|0.0|100
0|2021-11-19|101482.0|0|101482.0|0|992.0|0|0.0|100
0|2021-11-20|101482.0|0|101482.0|0|992.0|0|0.0|100
0|2021-11-21|101482.0|0|101482.0|0|992.0|0|0.0|100
0|2021-11-22|101551.0|0|101551.0|0|1006.0|0|0.0|100
0|2021-11-23|101741.0|0|101741.0|0|1006.0|0|0.0|100
0|2021-11-24|101891.0|0|101891.0|0|1009.0|0|0.0|100
0|2021-11-25|101891.0|0|101891.0|0|1009.0|0|0.0|100
0|2021-11-26|101891.0|0|101891.0|0|1009.0|0|0.0|100
0|2021-11-27|101891.0|0|101891.0|0|1009.0|0|0.0|100
0|2021-11-28|101891.0|0|101891.0|0|1009.0|0|0.0|100
0|2021-11-29|101975.0|0|101975.0|0|1019.0|0|0.0|100
0|2021-11-30|102680.0|0|102680.0|0|1019.0|0|0.0|100
0|2021-12-01|102769.0|0|102769.0|0|1019.0|0|0.0|100
0|2021-12-02|102863.0|0|102863.0|0|1023.0|0|0.0|100
