|dates|Southampton_Virginia_UnitedStates.AverageDailyTemperature.data|Southampton_Virginia_UnitedStates.AverageDailyTemperature.missing|Southampton_Virginia_UnitedStates.AverageDewPoint.data|Southampton_Virginia_UnitedStates.AverageDewPoint.missing|Southampton_Virginia_UnitedStates.AverageRelativeHumidity.data|Southampton_Virginia_UnitedStates.AverageRelativeHumidity.missing|Southampton_Virginia_UnitedStates.AverageSurfaceAirPressure.data|Southampton_Virginia_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|55.885416666666664|0|45.005208333333336|0|72.41666666666667|0|29.94911458333335|0
0|2021-10-18|55.1875|0|40.291666666666664|0|62.635416666666664|0|30.00677083333332|0
0|2021-10-19|53.75|0|43.197916666666664|0|74.28125|0|30.111666666666682|0
0|2021-10-20|56.822916666666664|0|47.385416666666664|0|77.4375|0|30.122083333333332|0
0|2021-10-21|61.145833333333336|0|49.65625|0|70.70833333333333|0|30.024166666666634|0
0|2021-10-22|66.17708333333333|0|61.833333333333336|0|86.21875|0|29.896875000000005|0
0|2021-10-23|58.786458333333336|0|52.364583333333336|0|82.859375|0|29.946718750000006|0
0|2021-10-24|61.145833333333336|0|51.375|0|75.78125|0|30.077499999999997|0
0|2021-10-25|66.078125|0|63.75|0|92.78125|0|29.862812500000004|0
0|2021-10-26|63.104166666666664|0|52.515625|0|71.4375|0|29.569479166666653|0
0|2021-10-27|55.8125|0|46.125|0|72.0625|0|29.722395833333362|0
0|2021-10-28|57.427083333333336|0|52.083333333333336|0|84.04166666666667|0|29.829166666666676|0
0|2021-10-29|64.5625|0|60.947916666666664|0|89.14583333333333|0|29.507447916666678|0
0|2021-10-30|56.15625|0|48.479166666666664|0|77.63541666666667|0|29.552604166666672|0
0|2021-10-31|57.239583333333336|0|50.213541666666664|0|80.05208333333333|0|29.720833333333346|0
0|2021-11-01|54.166666666666664|0|45.875|0|77.69791666666667|0|30.088229166666636|0
0|2021-11-02|50.802083333333336|0|47.322916666666664|0|89.13541666666667|0|30.164062499999968|0
0|2021-11-03|46.21875|0|36.979166666666664|0|74.85416666666667|0|30.262708333333325|0
0|2021-11-04|44.770833333333336|0|40.895833333333336|0|86.97916666666667|0|30.235208333333347|0
0|2021-11-05|42.817708333333336|0|33.067708333333336|0|72.48958333333333|0|30.26677083333333|0
0|2021-11-06|47.416666666666664|0|41.114583333333336|0|79.71875|0|30.197395833333346|0
0|2021-11-07|48.895833333333336|0|41.645833333333336|0|77.45833333333333|0|30.036250000000024|0
0|2021-11-08|49.895833333333336|0|38.838541666666664|0|70.23958333333333|0|30.101979166666634|0
0|2021-11-09|51.5|0|41.296875|0|75.875|0|30.133958333333325|0
0|2021-11-10|53.744791666666664|0|43.739583333333336|0|76.33333333333333|0|30.091406249999963|0
0|2021-11-11|56.958333333333336|0|47.885416666666664|0|75.51041666666667|0|30.11093750000001|0
0|2021-11-12|61.020833333333336|0|55.40625|0|84.39583333333333|0|29.92958333333336|0
0|2021-11-13|52.0625|0|37.473958333333336|0|63.171875|0|29.888645833333314|0
0|2021-11-14|43.432291666666664|0|31.911458333333332|0|67.640625|0|29.936874999999997|0
0|2021-11-15|43.854166666666664|0|28.651041666666668|0|58.59375|0|29.988437500000003|0
0|2021-11-16|44.625|0|33.359375|0|70.36979166666667|0|30.179374999999997|0
0|2021-11-17|52.557291666666664|0|44.114583333333336|0|75.97395833333333|0|30.21984374999997|0
0|2021-11-18|63.197916666666664|0|54.177083333333336|0|74.625|0|30.109062500000032|0
0|2021-11-19|46.322916666666664|0|29.921875|0|55.869791666666664|0|30.314322916666626|0
0|2021-11-20|38.135416666666664|0|31.364583333333332|0|79.453125|0|30.465677083333333|0
0|2021-11-21|48.380208333333336|0|42.244791666666664|0|82.40625|0|30.222083333333348|0
0|2021-11-22|50.109375|0|47.083333333333336|0|90.27604166666667|0|29.87807291666663|0
0|2021-11-23|36.104166666666664|0|20.447916666666668|0|56.197916666666664|0|30.099843749999973|0
0|2021-11-24|33.729166666666664|0|21.864583333333332|0|68.734375|0|30.350312500000015|0
0|2021-11-25|43.776041666666664|0|26.192708333333332|0|54.401041666666664|0|30.090625|0
0|2021-11-26|46.979166666666664|0|30.572916666666668|0|56.723958333333336|0|29.825208333333297|0
0|2021-11-27|35.244791666666664|0|21.03125|0|59.046875|0|30.002604166666647|0
0|2021-11-28|46.5625|0|28.776041666666668|0|52.411458333333336|0|29.84432291666671|0
0|2021-11-29|44.604166666666664|0|25.302083333333332|0|48.427083333333336|0|29.91984375000001|0
0|2021-11-30|46.177083333333336|0|23.71875|0|44.255208333333336|0|30.017812499999987|0
0|2021-12-01|48.135416666666664|0|29.75|0|51.0|0|30.090156250000017|0
0|2021-12-02|56.375|0|40.078125|0|56.145833333333336|0|29.880000000000038|0
0|2021-12-03|53.859375|0|39.244791666666664|0|60.114583333333336|0|29.95635416666669|0
0|2021-12-04|47.401041666666664|0|42.46875|0|85.11979166666667|0|30.048697916666654|0
0|2021-12-05|47.885416666666664|0|40.21875|0|77.25|0|30.209062499999998|0
0|2021-12-06|57.697916666666664|0|49.770833333333336|0|77.59375|0|29.921354166666685|0
0|2021-12-07|44.427083333333336|0|19.614583333333332|0|39.770833333333336|0|30.12583333333336|0
0|2021-12-08|38.447916666666664|0|34.552083333333336|0|87.4375|0|29.965000000000014|0
0|2021-12-09|34.135416666666664|0|27.234375|0|79.515625|0|30.194531249999983|0
0|2021-12-10|42.135416666666664|0|40.5|0|94.40625|0|30.11854166666669|0
0|2021-12-11|62.09375|0|59.302083333333336|0|91.375|0|29.895625000000035|0
0|2021-12-12|44.510416666666664|0|31.447916666666668|0|65.07291666666667|0|30.18593750000001|0
0|2021-12-13|37.385416666666664|0|28.541666666666668|0|76.66666666666667|0|30.34500000000001|0
0|2021-12-14|39.739583333333336|0|29.125|0|73.29166666666667|0|30.41781250000003|0
0|2021-12-15|46.333333333333336|0|41.958333333333336|0|87.16666666666667|0|30.41947916666666|0
0|2021-12-16|52.552083333333336|0|45.28125|0|79.60416666666667|0|30.18552083333334|0
0|2021-12-17|60.239583333333336|0|55.78125|0|86.82291666666667|0|30.109374999999996|0
0|2021-12-18|60.9375|0|58.666666666666664|0|92.32291666666667|0|29.98833333333334|0
0|2021-12-19|47.541666666666664|0|46.229166666666664|0|95.4375|0|30.011979166666638|0
