|dates|Calhoun_Mississippi_UnitedStates.BLS_EmployedPopulation.data|Calhoun_Mississippi_UnitedStates.BLS_EmployedPopulation.missing|Calhoun_Mississippi_UnitedStates.BLS_UnemployedPopulation.data|Calhoun_Mississippi_UnitedStates.BLS_UnemployedPopulation.missing|Calhoun_Mississippi_UnitedStates.BLS_UnemploymentRate.data|Calhoun_Mississippi_UnitedStates.BLS_UnemploymentRate.missing|Calhoun_Mississippi_UnitedStates.BLS_LaborForcePopulation.data|Calhoun_Mississippi_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|5525.0|0|297.0|0|5.101339745791824|0|5822.0|0
0|2021-10-18|5525.0|0|297.0|0|5.101339745791824|0|5822.0|0
0|2021-10-19|5525.0|0|297.0|0|5.101339745791824|0|5822.0|0
0|2021-10-20|5525.0|0|297.0|0|5.101339745791824|0|5822.0|0
0|2021-10-21|5525.0|0|297.0|0|5.101339745791824|0|5822.0|0
0|2021-10-22|5525.0|0|297.0|0|5.101339745791824|0|5822.0|0
0|2021-10-23|5525.0|0|297.0|0|5.101339745791824|0|5822.0|0
0|2021-10-24|5525.0|0|297.0|0|5.101339745791824|0|5822.0|0
0|2021-10-25|5525.0|0|297.0|0|5.101339745791824|0|5822.0|0
0|2021-10-26|5525.0|0|297.0|0|5.101339745791824|0|5822.0|0
0|2021-10-27|5525.0|0|297.0|0|5.101339745791824|0|5822.0|0
0|2021-10-28|5525.0|0|297.0|0|5.101339745791824|0|5822.0|0
0|2021-10-29|5525.0|0|297.0|0|5.101339745791824|0|5822.0|0
0|2021-10-30|5525.0|0|297.0|0|5.101339745791824|0|5822.0|0
0|2021-10-31|5525.0|0|297.0|0|5.101339745791824|0|5822.0|0
0|2021-11-01|5525.0|0|297.0|0|5.101339745791824|0|5822.0|0
0|2021-11-02|5525.0|0|297.0|0|5.101339745791824|0|5822.0|0
0|2021-11-03|5525.0|0|297.0|0|5.101339745791824|0|5822.0|0
