|dates|Madison_Ohio_UnitedStates.AverageDailyTemperature.data|Madison_Ohio_UnitedStates.AverageDailyTemperature.missing|Madison_Ohio_UnitedStates.AverageDewPoint.data|Madison_Ohio_UnitedStates.AverageDewPoint.missing|Madison_Ohio_UnitedStates.AverageRelativeHumidity.data|Madison_Ohio_UnitedStates.AverageRelativeHumidity.missing|Madison_Ohio_UnitedStates.AverageSurfaceAirPressure.data|Madison_Ohio_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|52.84375|0|37.78125|0|59.145833333333336|0|29.068958333333313|0
0|2021-10-18|52.447916666666664|0|40.255208333333336|0|66.40625|0|29.11979166666666|0
0|2021-10-19|52.828125|0|42.822916666666664|0|73.08333333333333|0|29.159427083333366|0
0|2021-10-20|55.927083333333336|0|46.510416666666664|0|74.50520833333333|0|29.134114583333368|0
0|2021-10-21|57.609375|0|52.0625|0|82.75520833333333|0|28.929583333333326|0
0|2021-10-22|50.630208333333336|0|46.572916666666664|0|86.5625|0|29.00437500000002|0
0|2021-10-23|50.854166666666664|0|45.614583333333336|0|83.11979166666667|0|29.00432291666667|0
0|2021-10-24|53.859375|0|51.822916666666664|0|92.94270833333333|0|28.95796875000001|0
0|2021-10-25|58.586805555555564|0|53.01215277777777|0|82.65451388888889|0|28.737031249999998|0
0|2021-10-26|47.125|0|39.645833333333336|0|76.53125|0|28.93402777777777|0
0|2021-10-27|44.135416666666664|0|39.973958333333336|0|85.07291666666667|0|28.984531249999986|0
0|2021-10-28|55.005208333333336|0|49.651041666666664|0|83.15104166666667|0|28.694062500000005|0
0|2021-10-29|55.364583333333336|0|54.536458333333336|0|96.75|0|28.450572916666687|0
0|2021-10-30|53.864583333333336|0|52.75|0|95.44270833333333|0|28.497013888888876|0
0|2021-10-31|53.416666666666664|0|46.588541666666664|0|79.30729166666667|0|28.83953125000001|0
0|2021-11-01|45.729166666666664|0|34.53125|0|67.015625|0|29.204531250000002|0
0|2021-11-02|41.015625|0|28.338541666666668|0|62.291666666666664|0|29.260052083333353|0
0|2021-11-03|35.729166666666664|0|26.59375|0|72.56770833333333|0|29.330208333333346|0
0|2021-11-04|35.255208333333336|0|26.552083333333332|0|73.96354166666667|0|29.28401041666668|0
0|2021-11-05|34.4375|0|25.677083333333332|0|74.53125|0|29.343177083333384|0
0|2021-11-06|36.859375|0|26.390625|0|71.43229166666667|0|29.261666666666624|0
0|2021-11-07|42.291666666666664|0|31.78125|0|70.80208333333333|0|29.19906250000002|0
0|2021-11-08|49.140625|0|35.96875|0|65.78125|0|29.205833333333317|0
0|2021-11-09|50.598958333333336|0|41.625|0|72.94270833333333|0|29.137760416666662|0
0|2021-11-10|51.40972222222222|0|45.83680555555555|0|82.64583333333333|0|29.126076388888908|0
0|2021-11-11|54.296875|0|47.203125|0|79.52083333333333|0|28.86614583333336|0
0|2021-11-12|44.151041666666664|0|37.020833333333336|0|79.13020833333333|0|28.887656250000006|0
0|2021-11-13|35.84375|0|30.354166666666668|0|80.59895833333333|0|28.95359375000001|0
0|2021-11-14|34.505208333333336|0|30.677083333333332|0|86.73263888888887|0|28.85526041666667|0
0|2021-11-15|36.041666666666664|0|29.682291666666668|0|78.421875|0|29.062552083333333|0
0|2021-11-16|41.723958333333336|0|33.385416666666664|0|73.734375|0|29.093177083333362|0
0|2021-11-17|58.5|0|49.880208333333336|0|73.41145833333333|0|28.990156249999984|0
0|2021-11-18|43.208333333333336|0|34.166666666666664|0|72.11979166666667|0|29.12265625000001|0
0|2021-11-19|31.786458333333332|0|22.239583333333332|0|68.81770833333333|0|29.43453124999998|0
0|2021-11-20|36.307291666666664|0|27.359375|0|71.17708333333333|0|29.28619791666665|0
0|2021-11-21|40.802083333333336|0|37.286458333333336|0|87.89583333333333|0|29.0816145833333|0
0|2021-11-22|33.515625|0|24.546875|0|69.92708333333333|0|29.083437499999963|0
