|dates|Cameron_Pennsylvania_UnitedStates.AveragePrecipitationTotal.data|Cameron_Pennsylvania_UnitedStates.AveragePrecipitationTotal.missing|Cameron_Pennsylvania_UnitedStates.AveragePrecipitation.data|Cameron_Pennsylvania_UnitedStates.AveragePrecipitation.missing|Cameron_Pennsylvania_UnitedStates.AverageWindDirection.data|Cameron_Pennsylvania_UnitedStates.AverageWindDirection.missing|Cameron_Pennsylvania_UnitedStates.AverageWindSpeed.data|Cameron_Pennsylvania_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|287.5729166666667|0|10.682291666666666|0
0|2021-10-18|0.0|0|0.0|0|288.125|0|10.130208333333334|0
0|2021-10-19|0.0|0|0.0|0|232.76041666666666|0|8.114583333333334|0
0|2021-10-20|0.0|0|0.0|0|255.26041666666666|0|8.661458333333334|0
0|2021-10-21|0.0|0|0.0028124999999999995|0|162.23958333333334|0|5.703125|0
0|2021-10-22|0.0|0|0.0013541666666666665|0|240.88541666666666|0|7.541666666666667|0
0|2021-10-23|0.0|0|0.0017708333333333335|0|102.34375|0|2.2135416666666665|0
0|2021-10-24|0.0|0|0.0016666666666666668|0|19.375|0|0.59375|0
0|2021-10-25|0.0|0|0.001979166666666667|0|75.83333333333333|0|2.09375|0
0|2021-10-26|0.0|0|0.0|0|228.69791666666666|0|9.140625|0
0|2021-10-27|0.0|0|0.0|0|271.1458333333333|0|6.260416666666667|0
0|2021-10-28|0.0|0|0.0|0|56.354166666666664|0|3.2604166666666665|0
0|2021-10-29|0.0|0|0.0020833333333333333|0|72.34375|0|10.692708333333334|0
0|2021-10-30|0.0|0|0.0018750000000000006|0|9.322916666666666|0|2.078125|0
0|2021-10-31|0.0|0|0.00010416666666666667|0|198.28125|0|7.9375|0
0|2021-11-01|0.0|0|0.0|0|258.0208333333333|0|10.526041666666666|0
0|2021-11-02|0.0|0|0.0|0|236.71875|0|6.572916666666667|0
