|dates|Columbia_Oregon_UnitedStates.BLS_EmployedPopulation.data|Columbia_Oregon_UnitedStates.BLS_EmployedPopulation.missing|Columbia_Oregon_UnitedStates.BLS_UnemployedPopulation.data|Columbia_Oregon_UnitedStates.BLS_UnemployedPopulation.missing|Columbia_Oregon_UnitedStates.BLS_UnemploymentRate.data|Columbia_Oregon_UnitedStates.BLS_UnemploymentRate.missing|Columbia_Oregon_UnitedStates.BLS_LaborForcePopulation.data|Columbia_Oregon_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|23273.0|0|1466.0|0|5.925866041472978|0|24739.0|0
0|2021-10-18|23273.0|0|1466.0|0|5.925866041472978|0|24739.0|0
0|2021-10-19|23273.0|0|1466.0|0|5.925866041472978|0|24739.0|0
0|2021-10-20|23273.0|0|1466.0|0|5.925866041472978|0|24739.0|0
0|2021-10-21|23273.0|0|1466.0|0|5.925866041472978|0|24739.0|0
0|2021-10-22|23273.0|0|1466.0|0|5.925866041472978|0|24739.0|0
0|2021-10-23|23273.0|0|1466.0|0|5.925866041472978|0|24739.0|0
0|2021-10-24|23273.0|0|1466.0|0|5.925866041472978|0|24739.0|0
0|2021-10-25|23273.0|0|1466.0|0|5.925866041472978|0|24739.0|0
0|2021-10-26|23273.0|0|1466.0|0|5.925866041472978|0|24739.0|0
0|2021-10-27|23273.0|0|1466.0|0|5.925866041472978|0|24739.0|0
0|2021-10-28|23273.0|0|1466.0|0|5.925866041472978|0|24739.0|0
0|2021-10-29|23273.0|0|1466.0|0|5.925866041472978|0|24739.0|0
0|2021-10-30|23273.0|0|1466.0|0|5.925866041472978|0|24739.0|0
0|2021-10-31|23273.0|0|1466.0|0|5.925866041472978|0|24739.0|0
0|2021-11-01|23273.0|0|1466.0|0|5.925866041472978|0|24739.0|0
0|2021-11-02|23273.0|0|1466.0|0|5.925866041472978|0|24739.0|0
0|2021-11-03|23273.0|0|1466.0|0|5.925866041472978|0|24739.0|0
0|2021-11-04|23273.0|0|1466.0|0|5.925866041472978|0|24739.0|0
0|2021-11-05|23273.0|0|1466.0|0|5.925866041472978|0|24739.0|0
