|dates|Taylor_Wisconsin_UnitedStates.AverageDailyTemperature.data|Taylor_Wisconsin_UnitedStates.AverageDailyTemperature.missing|Taylor_Wisconsin_UnitedStates.AverageDewPoint.data|Taylor_Wisconsin_UnitedStates.AverageDewPoint.missing|Taylor_Wisconsin_UnitedStates.AverageRelativeHumidity.data|Taylor_Wisconsin_UnitedStates.AverageRelativeHumidity.missing|Taylor_Wisconsin_UnitedStates.AverageSurfaceAirPressure.data|Taylor_Wisconsin_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|46.354166666666664|0|32.34375|0|62.291666666666664|0|28.505833333333342|0
0|2021-10-18|49.375|0|37.03125|0|67.35416666666667|0|28.48645833333332|0
0|2021-10-19|53.84375|0|42.604166666666664|0|68.13541666666667|0|28.42989583333335|0
0|2021-10-20|48.713541666666664|0|47.552083333333336|0|95.75|0|28.39552083333334|0
0|2021-10-21|41.4375|0|35.791666666666664|0|82.20833333333333|0|28.39177083333338|0
0|2021-10-22|33.723958333333336|0|28.723958333333332|0|83.51041666666667|0|28.484270833333312|0
0|2021-10-23|36.791666666666664|0|30.401041666666668|0|79.765625|0|28.468333333333305|0
0|2021-10-24|36.578125|0|29.598958333333332|0|78.20833333333333|0|28.441979166666684|0
0|2021-10-25|38.833333333333336|0|30.84375|0|75.109375|0|28.526718749999986|0
0|2021-10-26|37.359375|0|30.796875|0|79.67708333333333|0|28.539427083333297|0
0|2021-10-27|42.114583333333336|0|36.072916666666664|0|81.28125|0|28.38104166666668|0
0|2021-10-28|45.0|0|44.244791666666664|0|97.46354166666667|0|28.21921875000002|0
0|2021-10-29|46.8125|0|45.3125|0|93.95833333333333|0|28.284374999999997|0
0|2021-10-30|46.229166666666664|0|40.739583333333336|0|82.80208333333333|0|28.229062499999994|0
0|2021-10-31|40.21875|0|30.53125|0|70.23958333333333|0|28.3949479166667|0
0|2021-11-01|32.854166666666664|0|25.239583333333332|0|73.57291666666667|0|28.59093749999995|0
0|2021-11-02|31.78125|0|22.302083333333332|0|68.83333333333333|0|28.695937499999985|0
0|2021-11-03|31.40625|0|21.677083333333332|0|68.75|0|28.733541666666625|0
0|2021-11-04|34.270833333333336|0|27.223958333333332|0|76.375|0|28.63739583333332|0
0|2021-11-05|40.895833333333336|0|32.135416666666664|0|72.5625|0|28.526354166666636|0
0|2021-11-06|47.473958333333336|0|37.661458333333336|0|69.734375|0|28.410416666666695|0
0|2021-11-07|47.4375|0|43.385416666666664|0|86.78125|0|28.392604166666676|0
0|2021-11-08|47.34375|0|35.46875|0|68.60416666666667|0|28.504270833333322|0
0|2021-11-09|37.697916666666664|0|24.447916666666668|0|63.541666666666664|0|28.643645833333352|0
0|2021-11-10|38.182291666666664|0|27.598958333333332|0|69.98958333333333|0|28.46088541666668|0
0|2021-11-11|39.75|0|38.15625|0|94.08333333333333|0|27.89083333333333|0
0|2021-11-12|33.666666666666664|0|32.177083333333336|0|94.47916666666667|0|28.033229166666647|0
0|2021-11-13|29.40625|0|25.302083333333332|0|84.71875|0|28.275833333333306|0
0|2021-11-14|28.020833333333332|0|23.09375|0|82.83333333333333|0|28.25093749999999|0
0|2021-11-15|22.489583333333332|0|16.53125|0|79.85416666666667|0|28.45802083333331|0
0|2021-11-16|30.322916666666668|0|25.520833333333332|0|82.86458333333333|0|28.28854166666667|0
0|2021-11-17|35.229166666666664|0|28.28125|0|77.52083333333333|0|28.230364583333344|0
0|2021-11-18|27.3125|0|18.739583333333332|0|70.03125|0|28.479947916666664|0
0|2021-11-19|26.375|0|18.427083333333332|0|73.16145833333333|0|28.66906250000001|0
