|dates|Gallatin_Montana_UnitedStates.JHU_ConfirmedCases.data|Gallatin_Montana_UnitedStates.JHU_ConfirmedCases.missing|Gallatin_Montana_UnitedStates.NYT_ConfirmedCases.data|Gallatin_Montana_UnitedStates.NYT_ConfirmedCases.missing|Gallatin_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Gallatin_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Gallatin_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Gallatin_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|19349.0|0|19526.0|0|73.0|0|0.0|100
0|2021-10-18|19428.0|0|19608.0|0|78.0|0|0.0|100
0|2021-10-19|19625.0|0|19804.0|0|78.0|0|0.0|100
0|2021-10-20|19805.0|0|19990.0|0|78.0|0|0.0|100
0|2021-10-21|19919.0|0|20104.0|0|78.0|0|0.0|100
0|2021-10-22|19995.0|0|20184.0|0|81.0|0|0.0|100
0|2021-10-23|19995.0|0|20184.0|0|81.0|0|0.0|100
0|2021-10-24|19995.0|0|20184.0|0|81.0|0|0.0|100
0|2021-10-25|20116.0|0|20305.0|0|81.0|0|0.0|100
0|2021-10-26|20216.0|0|20408.0|0|82.0|0|0.0|100
0|2021-10-27|20323.0|0|20518.0|0|82.0|0|0.0|100
0|2021-10-28|20431.0|0|20625.0|0|84.0|0|0.0|100
0|2021-10-29|20487.0|0|20680.0|0|84.0|0|0.0|100
0|2021-10-30|20487.0|0|20680.0|0|84.0|0|0.0|100
0|2021-10-31|20487.0|0|20680.0|0|84.0|0|0.0|100
0|2021-11-01|20553.0|0|20748.0|0|84.0|0|0.0|100
0|2021-11-02|20686.0|0|20881.0|0|84.0|0|0.0|100
0|2021-11-03|20752.0|0|20945.0|0|86.0|0|0.0|100
0|2021-11-04|20844.0|0|21039.0|0|86.0|0|0.0|100
0|2021-11-05|20912.0|0|21109.0|0|86.0|0|0.0|100
0|2021-11-06|20912.0|0|21109.0|0|86.0|0|0.0|100
0|2021-11-07|20912.0|0|21109.0|0|86.0|0|0.0|100
0|2021-11-08|21012.0|0|21210.0|0|87.0|0|0.0|100
0|2021-11-09|21188.0|0|21386.0|0|87.0|0|0.0|100
0|2021-11-10|21188.0|0|21444.0|0|87.0|0|0.0|100
0|2021-11-11|21244.0|0|21444.0|0|87.0|0|0.0|100
0|2021-11-12|21327.0|0|21528.0|0|87.0|0|0.0|100
0|2021-11-13|21327.0|0|21528.0|0|87.0|0|0.0|100
0|2021-11-14|21327.0|0|21528.0|0|87.0|0|0.0|100
0|2021-11-15|21436.0|0|21639.0|0|88.0|0|0.0|100
0|2021-11-16|21570.0|0|21775.0|0|88.0|0|0.0|100
0|2021-11-17|21625.0|0|21829.0|0|91.0|0|0.0|100
0|2021-11-18|21707.0|0|21911.0|0|91.0|0|0.0|100
0|2021-11-19|21763.0|0|21967.0|0|91.0|0|0.0|100
0|2021-11-20|21763.0|0|21967.0|0|91.0|0|0.0|100
0|2021-11-21|21763.0|0|21967.0|0|91.0|0|0.0|100
0|2021-11-22|21817.0|0|22020.0|0|97.0|0|0.0|100
0|2021-11-23|21901.0|0|22104.0|0|97.0|0|0.0|100
0|2021-11-24|21971.0|0|22175.0|0|97.0|0|0.0|100
0|2021-11-25|21971.0|0|22175.0|0|97.0|0|0.0|100
0|2021-11-26|22036.0|0|22175.0|0|98.0|0|0.0|100
0|2021-11-27|22036.0|0|22175.0|0|98.0|0|0.0|100
0|2021-11-28|22036.0|0|22175.0|0|98.0|0|0.0|100
0|2021-11-29|22037.0|0|22244.0|0|98.0|0|0.0|100
0|2021-11-30|22186.0|0|22396.0|0|98.0|0|0.0|100
0|2021-12-01|22257.0|0|22466.0|0|98.0|0|0.0|100
0|2021-12-02|22257.0|0|22507.0|0|98.0|0|0.0|100
0|2021-12-03|22357.0|0|22567.0|0|101.0|0|0.0|100
0|2021-12-04|22357.0|0|22567.0|0|101.0|0|0.0|100
0|2021-12-05|22357.0|0|22567.0|0|101.0|0|0.0|100
0|2021-12-06|22399.0|0|22609.0|0|101.0|0|0.0|100
0|2021-12-07|22469.0|0|22682.0|0|102.0|0|0.0|100
0|2021-12-08|22500.0|0|22714.0|0|102.0|0|0.0|100
0|2021-12-09|22539.0|0|22751.0|0|102.0|0|0.0|100
0|2021-12-10|22563.0|0|22775.0|0|102.0|0|0.0|100
0|2021-12-11|22563.0|0|22775.0|0|102.0|0|0.0|100
0|2021-12-12|22563.0|0|22775.0|0|102.0|0|0.0|100
0|2021-12-13|22581.0|0|22792.0|0|102.0|0|0.0|100
0|2021-12-14|22581.0|0|22842.0|0|102.0|0|0.0|100
0|2021-12-15|22679.0|0|22888.0|0|102.0|0|0.0|100
0|2021-12-16|22706.0|0|22913.0|0|102.0|0|0.0|100
0|2021-12-17|22729.0|0|22935.0|0|103.0|0|0.0|100
0|2021-12-18|22729.0|0|22935.0|0|103.0|0|0.0|100
0|2021-12-19|22729.0|0|22935.0|0|103.0|0|0.0|100
0|2021-12-20|22751.0|0|22955.0|0|103.0|0|0.0|100
0|2021-12-21|22816.0|0|23021.0|0|103.0|0|0.0|100
0|2021-12-22|22871.0|0|23083.0|0|103.0|0|0.0|100
0|2021-12-23|22924.0|0|23136.0|0|103.0|0|0.0|100
0|2021-12-24|22924.0|0|23136.0|0|103.0|0|0.0|100
0|2021-12-25|22924.0|0|23136.0|0|103.0|0|0.0|100
0|2021-12-26|22924.0|0|23136.0|0|103.0|0|0.0|100
0|2021-12-27|22998.0|0|23214.0|0|103.0|0|0.0|100
0|2021-12-28|23157.0|0|23214.0|0|103.0|0|0.0|100
0|2021-12-29|23341.0|0|23574.0|0|103.0|0|0.0|100
0|2021-12-30|23514.0|0|23574.0|0|103.0|0|0.0|100
0|2021-12-31|23514.0|0|23574.0|0|103.0|0|0.0|100
0|2022-01-01|23514.0|0|23574.0|0|103.0|0|0.0|100
0|2022-01-02|23514.0|0|23574.0|0|103.0|0|0.0|100
0|2022-01-03|23597.0|0|23846.0|0|103.0|0|0.0|100
0|2022-01-04|23913.0|0|24195.0|0|103.0|0|0.0|100
0|2022-01-05|24177.0|0|24465.0|0|103.0|0|0.0|100
0|2022-01-06|24466.0|0|24784.0|0|106.0|0|0.0|100
0|2022-01-07|24719.0|0|25048.0|0|106.0|0|0.0|100
0|2022-01-08|24719.0|0|25048.0|0|106.0|0|0.0|100
0|2022-01-09|24719.0|0|25048.0|0|106.0|0|0.0|100
0|2022-01-10|25411.0|0|25802.0|0|106.0|0|0.0|100
0|2022-01-11|25858.0|0|26334.0|0|106.0|0|0.0|100
0|2022-01-12|26368.0|0|26812.0|0|106.0|0|0.0|100
0|2022-01-13|26368.0|0|27366.0|0|106.0|0|0.0|100
0|2022-01-14|27325.0|0|27839.0|0|106.0|0|0.0|100
0|2022-01-15|27325.0|0|27839.0|0|106.0|0|0.0|100
0|2022-01-16|27325.0|0|27839.0|0|106.0|0|0.0|100
0|2022-01-17|27325.0|0|0.0|100|106.0|0|0.0|100
