|dates|Monroe_Illinois_UnitedStates.BLS_EmployedPopulation.data|Monroe_Illinois_UnitedStates.BLS_EmployedPopulation.missing|Monroe_Illinois_UnitedStates.BLS_UnemployedPopulation.data|Monroe_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|Monroe_Illinois_UnitedStates.BLS_UnemploymentRate.data|Monroe_Illinois_UnitedStates.BLS_UnemploymentRate.missing|Monroe_Illinois_UnitedStates.BLS_LaborForcePopulation.data|Monroe_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-10-18|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-10-19|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-10-20|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-10-21|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-10-22|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-10-23|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-10-24|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-10-25|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-10-26|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-10-27|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-10-28|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-10-29|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-10-30|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-10-31|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-01|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-02|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-03|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-04|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-05|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-06|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-07|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-08|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-09|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-10|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-11|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-12|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-13|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-14|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-15|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-16|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-17|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-18|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-19|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-20|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-21|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-22|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-23|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-24|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-25|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-26|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-27|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-28|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-29|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-11-30|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-01|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-02|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-03|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-04|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-05|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-06|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-07|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-08|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-09|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-10|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-11|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-12|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-13|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-14|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-15|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-16|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-17|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-18|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-19|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-20|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-21|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-22|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-23|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-24|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-25|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-26|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-27|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
0|2021-12-28|17486.0|0|486.0|0|2.70420654351213|0|17972.0|0
