|dates|St.Johns_Florida_UnitedStates.JHU_ConfirmedCases.data|St.Johns_Florida_UnitedStates.JHU_ConfirmedCases.missing|St.Johns_Florida_UnitedStates.NYT_ConfirmedCases.data|St.Johns_Florida_UnitedStates.NYT_ConfirmedCases.missing|St.Johns_Florida_UnitedStates.JHU_ConfirmedDeaths.data|St.Johns_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|St.Johns_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|St.Johns_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|40676.0|0|40360.0|0|221.0|0|0.0|100
0|2021-10-18|40676.0|0|40360.0|0|221.0|0|0.0|100
0|2021-10-19|40676.0|0|40360.0|0|221.0|0|0.0|100
0|2021-10-20|40676.0|0|40360.0|0|221.0|0|0.0|100
0|2021-10-21|40676.0|0|40360.0|0|221.0|0|0.0|100
0|2021-10-22|40812.0|0|40496.0|0|221.0|0|0.0|100
0|2021-10-23|40812.0|0|40496.0|0|221.0|0|0.0|100
0|2021-10-24|40812.0|0|40496.0|0|221.0|0|0.0|100
0|2021-10-25|40812.0|0|40496.0|0|221.0|0|0.0|100
0|2021-10-26|40812.0|0|40496.0|0|221.0|0|0.0|100
0|2021-10-27|40812.0|0|40496.0|0|221.0|0|0.0|100
0|2021-10-28|40812.0|0|40496.0|0|221.0|0|0.0|100
0|2021-10-29|40993.0|0|40677.0|0|221.0|0|0.0|100
0|2021-10-30|40993.0|0|40677.0|0|221.0|0|0.0|100
0|2021-10-31|40993.0|0|40677.0|0|221.0|0|0.0|100
0|2021-11-01|40993.0|0|40677.0|0|221.0|0|0.0|100
0|2021-11-02|40993.0|0|40677.0|0|221.0|0|0.0|100
0|2021-11-03|40993.0|0|40677.0|0|221.0|0|0.0|100
0|2021-11-04|40993.0|0|40677.0|0|221.0|0|0.0|100
0|2021-11-05|41125.0|0|40809.0|0|221.0|0|0.0|100
0|2021-11-06|41125.0|0|40809.0|0|221.0|0|0.0|100
0|2021-11-07|41125.0|0|40809.0|0|221.0|0|0.0|100
0|2021-11-08|41125.0|0|40809.0|0|221.0|0|0.0|100
0|2021-11-09|41125.0|0|40809.0|0|221.0|0|0.0|100
0|2021-11-10|41125.0|0|40809.0|0|221.0|0|0.0|100
0|2021-11-11|41125.0|0|40809.0|0|221.0|0|0.0|100
0|2021-11-12|41271.0|0|40955.0|0|221.0|0|0.0|100
0|2021-11-13|41271.0|0|40955.0|0|221.0|0|0.0|100
0|2021-11-14|41271.0|0|40955.0|0|221.0|0|0.0|100
0|2021-11-15|41271.0|0|40955.0|0|221.0|0|0.0|100
0|2021-11-16|41271.0|0|40955.0|0|221.0|0|0.0|100
0|2021-11-17|41271.0|0|40955.0|0|221.0|0|0.0|100
0|2021-11-18|41271.0|0|40955.0|0|221.0|0|0.0|100
0|2021-11-19|41421.0|0|41105.0|0|221.0|0|0.0|100
0|2021-11-20|41421.0|0|41105.0|0|221.0|0|0.0|100
0|2021-11-21|41421.0|0|41105.0|0|221.0|0|0.0|100
0|2021-11-22|41421.0|0|41105.0|0|221.0|0|0.0|100
0|2021-11-23|41421.0|0|41105.0|0|221.0|0|0.0|100
0|2021-11-24|41421.0|0|41105.0|0|221.0|0|0.0|100
0|2021-11-25|41421.0|0|41105.0|0|221.0|0|0.0|100
0|2021-11-26|41421.0|0|41105.0|0|221.0|0|0.0|100
0|2021-11-27|41421.0|0|41105.0|0|221.0|0|0.0|100
0|2021-11-28|41421.0|0|41105.0|0|221.0|0|0.0|100
0|2021-11-29|41421.0|0|41105.0|0|221.0|0|0.0|100
0|2021-11-30|41569.0|0|41253.0|0|221.0|0|0.0|100
0|2021-12-01|41569.0|0|41253.0|0|221.0|0|0.0|100
0|2021-12-02|41569.0|0|41253.0|0|221.0|0|0.0|100
0|2021-12-03|41711.0|0|41395.0|0|221.0|0|0.0|100
0|2021-12-04|41711.0|0|41395.0|0|221.0|0|0.0|100
0|2021-12-05|41711.0|0|41395.0|0|221.0|0|0.0|100
0|2021-12-06|41711.0|0|41395.0|0|221.0|0|0.0|100
0|2021-12-07|41711.0|0|41395.0|0|221.0|0|0.0|100
0|2021-12-08|41711.0|0|41395.0|0|221.0|0|0.0|100
0|2021-12-09|41711.0|0|41395.0|0|221.0|0|0.0|100
0|2021-12-10|41865.0|0|41549.0|0|221.0|0|0.0|100
0|2021-12-11|41865.0|0|41549.0|0|221.0|0|0.0|100
0|2021-12-12|41865.0|0|41549.0|0|221.0|0|0.0|100
0|2021-12-13|41865.0|0|41549.0|0|221.0|0|0.0|100
0|2021-12-14|41865.0|0|41549.0|0|221.0|0|0.0|100
0|2021-12-15|41865.0|0|41549.0|0|221.0|0|0.0|100
0|2021-12-16|41865.0|0|41549.0|0|221.0|0|0.0|100
0|2021-12-17|42016.0|0|41700.0|0|221.0|0|0.0|100
0|2021-12-18|42016.0|0|41700.0|0|221.0|0|0.0|100
0|2021-12-19|42016.0|0|41700.0|0|221.0|0|0.0|100
0|2021-12-20|42016.0|0|41700.0|0|221.0|0|0.0|100
0|2021-12-21|42016.0|0|41700.0|0|221.0|0|0.0|100
0|2021-12-22|42016.0|0|41700.0|0|221.0|0|0.0|100
0|2021-12-23|42016.0|0|41700.0|0|221.0|0|0.0|100
0|2021-12-24|42016.0|0|42217.0|0|221.0|0|0.0|100
0|2021-12-25|42533.0|0|42217.0|0|221.0|0|0.0|100
0|2021-12-26|42533.0|0|42217.0|0|221.0|0|0.0|100
0|2021-12-27|42533.0|0|42217.0|0|221.0|0|0.0|100
0|2021-12-28|42533.0|0|42217.0|0|221.0|0|0.0|100
0|2021-12-29|42533.0|0|42217.0|0|221.0|0|0.0|100
0|2021-12-30|42533.0|0|42217.0|0|221.0|0|0.0|100
0|2021-12-31|44321.0|0|44005.0|0|221.0|0|0.0|100
0|2022-01-01|44321.0|0|44005.0|0|221.0|0|0.0|100
0|2022-01-02|44321.0|0|44005.0|0|221.0|0|0.0|100
0|2022-01-03|44321.0|0|44005.0|0|221.0|0|0.0|100
0|2022-01-04|44321.0|0|44005.0|0|221.0|0|0.0|100
0|2022-01-05|44321.0|0|44005.0|0|221.0|0|0.0|100
0|2022-01-06|44321.0|0|44005.0|0|221.0|0|0.0|100
0|2022-01-07|47452.0|0|47136.0|0|221.0|0|0.0|100
0|2022-01-08|47452.0|0|47136.0|0|221.0|0|0.0|100
0|2022-01-09|47452.0|0|47136.0|0|221.0|0|0.0|100
0|2022-01-10|47452.0|0|47136.0|0|221.0|0|0.0|100
0|2022-01-11|47452.0|0|47136.0|0|221.0|0|0.0|100
0|2022-01-12|47452.0|0|47136.0|0|478.0|0|0.0|100
0|2022-01-13|47452.0|0|47136.0|0|478.0|0|0.0|100
0|2022-01-14|47452.0|0|50657.0|0|478.0|0|0.0|100
0|2022-01-15|50973.0|0|50657.0|0|478.0|0|0.0|100
0|2022-01-16|50973.0|0|50657.0|0|478.0|0|0.0|100
0|2022-01-17|50973.0|0|0.0|100|478.0|0|0.0|100
