|dates|Polk_Texas_UnitedStates.BLS_EmployedPopulation.data|Polk_Texas_UnitedStates.BLS_EmployedPopulation.missing|Polk_Texas_UnitedStates.BLS_UnemployedPopulation.data|Polk_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Polk_Texas_UnitedStates.BLS_UnemploymentRate.data|Polk_Texas_UnitedStates.BLS_UnemploymentRate.missing|Polk_Texas_UnitedStates.BLS_LaborForcePopulation.data|Polk_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-10-18|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-10-19|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-10-20|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-10-21|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-10-22|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-10-23|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-10-24|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-10-25|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-10-26|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-10-27|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-10-28|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-10-29|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-10-30|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-10-31|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-01|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-02|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-03|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-04|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-05|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-06|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-07|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-08|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-09|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-10|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-11|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-12|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-13|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-14|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-15|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-16|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-17|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-18|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-19|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-20|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-21|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-22|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-23|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-24|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-25|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-26|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-27|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-28|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-29|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-11-30|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-12-01|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-12-02|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-12-03|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-12-04|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-12-05|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-12-06|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-12-07|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-12-08|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-12-09|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-12-10|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-12-11|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
0|2021-12-12|17166.0|0|1515.0|0|8.109844226754456|0|18681.0|0
