|dates|Glynn_Georgia_UnitedStates.AverageDailyTemperature.data|Glynn_Georgia_UnitedStates.AverageDailyTemperature.missing|Glynn_Georgia_UnitedStates.AverageDewPoint.data|Glynn_Georgia_UnitedStates.AverageDewPoint.missing|Glynn_Georgia_UnitedStates.AverageRelativeHumidity.data|Glynn_Georgia_UnitedStates.AverageRelativeHumidity.missing|Glynn_Georgia_UnitedStates.AverageSurfaceAirPressure.data|Glynn_Georgia_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|61.59375|0|46.760416666666664|0|60.8125|0|30.053958333333313|0
0|2021-10-18|59.052083333333336|0|48.760416666666664|0|72.77083333333333|0|30.136250000000015|0
0|2021-10-19|61.3125|0|52.3125|0|76.67708333333333|0|30.190729166666646|0
0|2021-10-20|65.11458333333333|0|57.510416666666664|0|80.13541666666667|0|30.21989583333333|0
0|2021-10-21|69.53125|0|60.979166666666664|0|77.16666666666667|0|30.145416666666677|0
0|2021-10-22|74.36458333333333|0|65.04166666666667|0|74.875|0|30.00822916666664|0
0|2021-10-23|68.40625|0|58.020833333333336|0|73.86458333333333|0|30.003229166666674|0
0|2021-10-24|67.95833333333333|0|60.510416666666664|0|80.76041666666667|0|30.053124999999998|0
0|2021-10-25|73.875|0|70.85416666666667|0|90.3125|0|29.88843750000002|0
0|2021-10-26|67.89583333333333|0|59.375|0|75.95833333333333|0|29.809583333333325|0
0|2021-10-27|60.197916666666664|0|52.739583333333336|0|78.71875|0|29.85572916666669|0
0|2021-10-28|66.82291666666667|0|64.4375|0|92.33333333333333|0|29.70135416666666|0
0|2021-10-29|63.552083333333336|0|53.09375|0|71.04166666666667|0|29.61895833333334|0
0|2021-10-30|55.760416666666664|0|49.270833333333336|0|79.69791666666667|0|29.718854166666684|0
0|2021-10-31|59.40625|0|51.125|0|75.59375|0|29.925520833333362|0
0|2021-11-01|59.197916666666664|0|53.09375|0|82.46875|0|30.120833333333326|0
0|2021-11-02|64.22916666666667|0|58.541666666666664|0|83.05729166666667|0|30.131250000000026|0
0|2021-11-03|58.96875|0|55.739583333333336|0|89.66666666666667|0|30.136979166666677|0
0|2021-11-04|56.84375|0|51.28125|0|82.3125|0|30.11937500000001|0
0|2021-11-05|48.65625|0|45.729166666666664|0|89.21875|0|30.12041666666668|0
0|2021-11-06|46.052083333333336|0|44.166666666666664|0|92.94791666666667|0|29.968541666666653|0
0|2021-11-07|53.770833333333336|0|48.21875|0|83.61979166666667|0|30.019062500000008|0
0|2021-11-08|53.989583333333336|0|39.84375|0|64.57291666666667|0|30.18479166666666|0
0|2021-11-09|54.322916666666664|0|43.21875|0|73.61458333333333|0|30.227343749999978|0
0|2021-11-10|57.177083333333336|0|50.125|0|81.125|0|30.15864583333334|0
0|2021-11-11|67.19791666666667|0|62.791666666666664|0|86.65625|0|30.062187499999997|0
0|2021-11-12|65.34375|0|58.9375|0|82.78125|0|30.03343750000001|0
0|2021-11-13|57.666666666666664|0|50.697916666666664|0|80.375|0|29.96062500000002|0
0|2021-11-14|50.75|0|38.322916666666664|0|66.1875|0|30.040104166666662|0
0|2021-11-15|52.463541666666664|0|38.34375|0|64.57291666666667|0|30.158697916666682|0
