|dates|Clay_Illinois_UnitedStates.AverageDailyTemperature.data|Clay_Illinois_UnitedStates.AverageDailyTemperature.missing|Clay_Illinois_UnitedStates.AverageDewPoint.data|Clay_Illinois_UnitedStates.AverageDewPoint.missing|Clay_Illinois_UnitedStates.AverageRelativeHumidity.data|Clay_Illinois_UnitedStates.AverageRelativeHumidity.missing|Clay_Illinois_UnitedStates.AverageSurfaceAirPressure.data|Clay_Illinois_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|55.791666666666664|0|39.895833333333336|0|60.125|0|29.697500000000005|0
0|2021-10-18|55.208333333333336|0|42.666666666666664|0|68.39583333333333|0|29.66270833333334|0
0|2021-10-19|53.739583333333336|0|44.635416666666664|0|75.9375|0|29.650520833333346|0
0|2021-10-20|59.9375|0|50.927083333333336|0|74.16666666666667|0|29.583124999999995|0
0|2021-10-21|57.635416666666664|0|47.729166666666664|0|69.625|0|29.523958333333326|0
0|2021-10-22|51.395833333333336|0|45.5625|0|81.91666666666667|0|29.565625000000022|0
0|2021-10-23|51.135416666666664|0|48.854166666666664|0|92.73958333333333|0|29.503749999999982|0
0|2021-10-24|65.05208333333333|0|60.21875|0|85.48958333333333|0|29.30385416666663|0
0|2021-10-25|54.875|0|49.46875|0|83.15625|0|29.342708333333334|0
0|2021-10-26|48.71875|0|41.604166666666664|0|78.28125|0|29.557708333333352|0
0|2021-10-27|52.03125|0|40.0625|0|66.50520833333333|0|29.39151041666665|0
0|2021-10-28|52.385416666666664|0|50.197916666666664|0|92.21875|0|28.9721875|0
0|2021-10-29|56.114583333333336|0|53.947916666666664|0|92.3125|0|29.01437499999999|0
0|2021-10-30|53.479166666666664|0|50.25|0|89.25|0|29.189166666666708|0
0|2021-10-31|50.1875|0|45.010416666666664|0|83.40625|0|29.52781249999998|0
0|2021-11-01|43.208333333333336|0|33.729166666666664|0|69.83333333333333|0|29.834166666666643|0
0|2021-11-02|40.760416666666664|0|30.427083333333332|0|69.52083333333333|0|29.890208333333337|0
0|2021-11-03|37.583333333333336|0|28.395833333333332|0|74.0|0|29.879895833333318|0
0|2021-11-04|38.40625|0|28.916666666666668|0|73.35416666666667|0|29.82979166666667|0
0|2021-11-05|39.427083333333336|0|29.447916666666668|0|72.13541666666667|0|29.823750000000036|0
0|2021-11-06|40.885416666666664|0|31.21875|0|73.61458333333333|0|29.757031249999983|0
0|2021-11-07|45.666666666666664|0|37.041666666666664|0|75.40625|0|29.709739583333327|0
