|dates|Dawes_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dawes_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dawes_Nebraska_UnitedStates.Male_Total_Population.data|Dawes_Nebraska_UnitedStates.Male_Total_Population.missing|Dawes_Nebraska_UnitedStates.Female_Total_Population.data|Dawes_Nebraska_UnitedStates.Female_Total_Population.missing|Dawes_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Dawes_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2022-01-03|1616.0|0|4348.0|0|4368.0|0|1531.0|0
0|2022-01-04|1616.0|0|4348.0|0|4368.0|0|1531.0|0
0|2022-01-05|1616.0|0|4348.0|0|4368.0|0|1531.0|0
0|2022-01-06|1616.0|0|4348.0|0|4368.0|0|1531.0|0
0|2022-01-07|1616.0|0|4348.0|0|4368.0|0|1531.0|0
0|2022-01-08|1616.0|0|4348.0|0|4368.0|0|1531.0|0
0|2022-01-09|1616.0|0|4348.0|0|4368.0|0|1531.0|0
0|2022-01-10|1616.0|0|4348.0|0|4368.0|0|1531.0|0
0|2022-01-11|1616.0|0|4348.0|0|4368.0|0|1531.0|0
0|2022-01-12|1616.0|0|4348.0|0|4368.0|0|1531.0|0
0|2022-01-13|1616.0|0|4348.0|0|4368.0|0|1531.0|0
0|2022-01-14|1616.0|0|4348.0|0|4368.0|0|1531.0|0
0|2022-01-15|1616.0|0|4348.0|0|4368.0|0|1531.0|0
0|2022-01-16|1616.0|0|4348.0|0|4368.0|0|1531.0|0
0|2022-01-17|1616.0|0|4348.0|0|4368.0|0|1531.0|0
