|dates|Potter_Pennsylvania_UnitedStates.AveragePrecipitationTotal.data|Potter_Pennsylvania_UnitedStates.AveragePrecipitationTotal.missing|Potter_Pennsylvania_UnitedStates.AveragePrecipitation.data|Potter_Pennsylvania_UnitedStates.AveragePrecipitation.missing|Potter_Pennsylvania_UnitedStates.AverageWindDirection.data|Potter_Pennsylvania_UnitedStates.AverageWindDirection.missing|Potter_Pennsylvania_UnitedStates.AverageWindSpeed.data|Potter_Pennsylvania_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0375|0|0.004652777777777777|0|274.0625|0|10.64236111111111|0
0|2021-10-18|0.0025|0|0.007347222222222223|0|298.43055555555554|0|11.534027777777778|0
0|2021-10-19|0.0025|0|0.0|0|277.9166666666667|0|11.833333333333334|0
0|2021-10-20|0.0|0|0.0|0|226.66666666666666|0|9.666666666666666|0
0|2021-10-21|0.0|0|0.021375|0|208.2777777777778|0|7.876388888888887|0
0|2021-10-22|0.005555555555555556|0|0.0|0|257.7083333333333|0|8.397916666666667|0
0|2021-10-23|0.00020833333333333335|0|0.0017916666666666669|0|160.8472222222222|0|4.163888888888889|0
0|2021-10-24|0.0016666666666666668|0|0.010153769841269842|0|174.7123015873016|0|5.5997023809523805|0
0|2021-10-25|0.012083333333333333|0|0.00875595238095238|0|138.5079365079365|0|6.5799603174603165|0
0|2021-10-26|0.004583333333333333|0|0.02541666666666667|0|286.75|0|12.445337301587301|0
0|2021-10-27|0.012291666666666666|0|0.0006944444444444445|0|223.71527777777774|0|7.965277777777779|0
0|2021-10-28|0.0|0|0.0|0|88.61805555555554|0|5.971180555555556|0
0|2021-10-29|0.0|0|0.02079861111111111|0|121.49305555555556|0|12.170138888888891|0
0|2021-10-30|0.0325|0|0.005624999999999999|0|105.33333333333333|0|5.473611111111111|0
0|2021-10-31|0.0011111111111111111|0|0.001388888888888889|0|253.7847222222222|0|9.381944444444445|0
0|2021-11-01|0.004166666666666667|0|0.001736111111111111|0|275.0416666666667|0|11.666666666666666|0
0|2021-11-02|0.0016666666666666668|0|0.0011111111111111111|0|248.6111111111111|0|8.236111111111112|0
0|2021-11-03|0.0010416666666666667|0|0.001156746031746032|0|265.734126984127|0|7.806646825396825|0
