|dates|Blaine_Oklahoma_UnitedStates.AverageDailyTemperature.data|Blaine_Oklahoma_UnitedStates.AverageDailyTemperature.missing|Blaine_Oklahoma_UnitedStates.AverageDewPoint.data|Blaine_Oklahoma_UnitedStates.AverageDewPoint.missing|Blaine_Oklahoma_UnitedStates.AverageRelativeHumidity.data|Blaine_Oklahoma_UnitedStates.AverageRelativeHumidity.missing|Blaine_Oklahoma_UnitedStates.AverageSurfaceAirPressure.data|Blaine_Oklahoma_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|60.9375|0|35.145833333333336|0|41.270833333333336|0|28.595416666666694|0
0|2021-10-18|60.510416666666664|0|40.635416666666664|0|50.229166666666664|0|28.417187500000015|0
0|2021-10-19|66.83333333333333|0|52.041666666666664|0|59.34375|0|28.293854166666666|0
0|2021-10-20|61.90625|0|46.510416666666664|0|60.020833333333336|0|28.457500000000007|0
0|2021-10-21|55.625|0|40.333333333333336|0|61.666666666666664|0|28.582812500000028|0
0|2021-10-22|61.875|0|51.0|0|68.70833333333333|0|28.412083333333356|0
0|2021-10-23|74.09375|0|61.020833333333336|0|64.8125|0|28.14614583333334|0
0|2021-10-24|67.65625|0|57.270833333333336|0|70.25|0|28.15354166666667|0
0|2021-10-25|57.786458333333336|0|48.65625|0|73.69270833333333|0|28.372083333333336|0
0|2021-10-26|67.08333333333333|0|60.5625|0|80.42708333333333|0|28.109479166666656|0
0|2021-10-27|57.3125|0|46.8125|0|68.92708333333333|0|28.00791666666666|0
0|2021-10-28|58.020833333333336|0|29.697916666666668|0|35.65625|0|28.231458333333325|0
0|2021-10-29|53.989583333333336|0|24.479166666666668|0|34.75|0|28.407291666666683|0
0|2021-10-30|51.927083333333336|0|34.104166666666664|0|57.4375|0|28.30635416666668|0
0|2021-10-31|51.135416666666664|0|39.0|0|64.89583333333333|0|28.52437499999999|0
0|2021-11-01|47.895833333333336|0|35.739583333333336|0|63.385416666666664|0|28.63624999999999|0
0|2021-11-02|40.911458333333336|0|36.223958333333336|0|83.44270833333333|0|28.730885416666652|0
0|2021-11-03|42.083333333333336|0|40.8125|0|95.63541666666667|0|28.70187499999999|0
0|2021-11-04|47.385416666666664|0|42.729166666666664|0|84.47916666666667|0|28.635312499999994|0
0|2021-11-05|48.46875|0|42.041666666666664|0|80.07291666666667|0|28.549375|0
0|2021-11-06|52.947916666666664|0|43.666666666666664|0|72.03125|0|28.5402083333333|0
0|2021-11-07|61.083333333333336|0|45.854166666666664|0|60.703125|0|28.426093749999996|0
0|2021-11-08|61.854166666666664|0|50.28125|0|67.57291666666667|0|28.433437499999986|0
0|2021-11-09|55.84375|0|49.333333333333336|0|80.48958333333333|0|28.472291666666653|0
0|2021-11-10|56.197916666666664|0|51.333333333333336|0|84.40625|0|28.23812500000003|0
0|2021-11-11|50.229166666666664|0|33.447916666666664|0|57.177083333333336|0|28.45749999999998|0
0|2021-11-12|46.177083333333336|0|22.458333333333332|0|45.114583333333336|0|28.574479166666652|0
0|2021-11-13|46.416666666666664|0|25.322916666666668|0|47.84375|0|28.514791666666664|0
0|2021-11-14|50.375|0|33.15625|0|53.666666666666664|0|28.51843749999999|0
0|2021-11-15|56.322916666666664|0|38.395833333333336|0|53.333333333333336|0|28.40875000000001|0
0|2021-11-16|64.42708333333333|0|46.979166666666664|0|57.916666666666664|0|28.152083333333326|0
0|2021-11-17|51.645833333333336|0|27.901041666666668|0|42.375|0|28.398958333333336|0
0|2021-11-18|41.239583333333336|0|13.90625|0|35.359375|0|28.842343750000023|0
0|2021-11-19|46.208333333333336|0|19.697916666666668|0|35.885416666666664|0|28.601562499999996|0
0|2021-11-20|50.8125|0|34.09375|0|54.552083333333336|0|28.37125|0
0|2021-11-21|48.447916666666664|0|31.28125|0|54.479166666666664|0|28.60093750000001|0
0|2021-11-22|44.28125|0|28.395833333333332|0|59.375|0|28.630416666666694|0
0|2021-11-23|54.145833333333336|0|29.822916666666668|0|44.84375|0|28.34968749999999|0
0|2021-11-24|57.4375|0|35.104166666666664|0|43.541666666666664|0|28.272083333333338|0
0|2021-11-25|37.53125|0|22.96875|0|57.770833333333336|0|28.778020833333315|0
0|2021-11-26|46.34375|0|21.46875|0|42.03125|0|28.548958333333314|0
0|2021-11-27|52.8125|0|24.4375|0|34.739583333333336|0|28.401979166666674|0
0|2021-11-28|46.270833333333336|0|28.229166666666668|0|51.333333333333336|0|28.608125000000012|0
0|2021-11-29|57.447916666666664|0|32.177083333333336|0|40.34375|0|28.427500000000006|0
0|2021-11-30|51.78125|0|37.53125|0|61.572916666666664|0|28.387083333333354|0
0|2021-12-01|50.71875|0|35.958333333333336|0|62.291666666666664|0|28.44479166666665|0
0|2021-12-02|58.604166666666664|0|36.614583333333336|0|46.375|0|28.421562499999993|0
0|2021-12-03|57.614583333333336|0|39.541666666666664|0|54.65625|0|28.338229166666622|0
0|2021-12-04|47.895833333333336|0|39.208333333333336|0|72.33333333333333|0|28.45989583333332|0
0|2021-12-05|56.104166666666664|0|37.130208333333336|0|56.307291666666664|0|28.20572916666666|0
0|2021-12-06|34.875|0|14.416666666666666|0|44.260416666666664|0|28.642083333333346|0
0|2021-12-07|34.895833333333336|0|19.3125|0|55.40625|0|28.399687499999995|0
0|2021-12-08|41.822916666666664|0|29.791666666666668|0|65.31770833333333|0|28.290520833333346|0
0|2021-12-09|53.875|0|32.614583333333336|0|47.989583333333336|0|28.092291666666668|0
0|2021-12-10|56.71875|0|32.770833333333336|0|42.385416666666664|0|28.00708333333335|0
0|2021-12-11|37.84375|0|17.395833333333332|0|47.114583333333336|0|28.546458333333337|0
0|2021-12-12|47.479166666666664|0|17.489583333333332|0|31.96875|0|28.436145833333327|0
0|2021-12-13|52.46875|0|27.177083333333332|0|38.854166666666664|0|28.428229166666668|0
0|2021-12-14|59.979166666666664|0|44.9375|0|61.458333333333336|0|28.379687499999992|0
0|2021-12-15|66.82291666666667|0|51.708333333333336|0|61.71875|0|28.199791666666655|0
0|2021-12-16|42.364583333333336|0|22.78125|0|47.541666666666664|0|28.446562499999995|0
0|2021-12-17|45.401041666666664|0|29.348958333333332|0|56.026041666666664|0|28.315104166666647|0
0|2021-12-18|32.03125|0|16.197916666666668|0|53.614583333333336|0|28.654687499999984|0
0|2021-12-19|27.1875|0|8.541666666666666|0|51.125|0|28.645416666666694|0
0|2021-12-20|39.760416666666664|0|18.177083333333332|0|43.739583333333336|0|28.51348958333335|0
0|2021-12-21|40.604166666666664|0|26.364583333333332|0|60.75|0|28.412812499999987|0
0|2021-12-22|42.239583333333336|0|32.078125|0|68.83333333333333|0|28.38958333333335|0
0|2021-12-23|48.479166666666664|0|38.90625|0|72.28125|0|28.20937500000002|0
0|2021-12-24|65.46875|0|31.229166666666668|0|28.25|0|27.986822916666668|0
0|2021-12-25|57.25|0|38.125|0|50.25|0|28.191875000000035|0
0|2021-12-26|60.645833333333336|0|41.052083333333336|0|51.770833333333336|0|28.12062500000002|0
