|dates|Tulsa_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Tulsa_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Tulsa_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Tulsa_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Tulsa_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Tulsa_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Tulsa_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Tulsa_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|105510.0|0|105510.0|0|1505.0|0|0.0|100
0|2021-10-18|105510.0|0|105510.0|0|1505.0|0|0.0|100
0|2021-10-19|105510.0|0|105510.0|0|1505.0|0|0.0|100
0|2021-10-20|106577.0|0|106577.0|0|1640.0|0|0.0|100
0|2021-10-21|106577.0|0|106577.0|0|1640.0|0|0.0|100
0|2021-10-22|106577.0|0|106577.0|0|1640.0|0|0.0|100
0|2021-10-23|106577.0|0|106577.0|0|1640.0|0|0.0|100
0|2021-10-24|106577.0|0|106577.0|0|1640.0|0|0.0|100
0|2021-10-25|106577.0|0|106577.0|0|1640.0|0|0.0|100
0|2021-10-26|106577.0|0|106577.0|0|1640.0|0|0.0|100
0|2021-10-27|107493.0|0|107493.0|0|1669.0|0|0.0|100
0|2021-10-28|107493.0|0|107493.0|0|1669.0|0|0.0|100
0|2021-10-29|107493.0|0|107493.0|0|1669.0|0|0.0|100
0|2021-10-30|107493.0|0|107493.0|0|1669.0|0|0.0|100
0|2021-10-31|107493.0|0|107493.0|0|1669.0|0|0.0|100
0|2021-11-01|107493.0|0|107493.0|0|1669.0|0|0.0|100
0|2021-11-02|107493.0|0|107493.0|0|1669.0|0|0.0|100
0|2021-11-03|108272.0|0|108272.0|0|1694.0|0|0.0|100
0|2021-11-04|108272.0|0|108272.0|0|1694.0|0|0.0|100
0|2021-11-05|108272.0|0|108272.0|0|1694.0|0|0.0|100
0|2021-11-06|108272.0|0|108272.0|0|1694.0|0|0.0|100
0|2021-11-07|108272.0|0|108272.0|0|1694.0|0|0.0|100
0|2021-11-08|108272.0|0|108272.0|0|1694.0|0|0.0|100
0|2021-11-09|108272.0|0|108272.0|0|1694.0|0|0.0|100
0|2021-11-10|108272.0|0|109210.0|0|1694.0|0|0.0|100
0|2021-11-11|108272.0|0|109210.0|0|1694.0|0|0.0|100
0|2021-11-12|109210.0|0|109210.0|0|1694.0|0|0.0|100
0|2021-11-13|109210.0|0|109210.0|0|1694.0|0|0.0|100
