|dates|Otsego_NewYork_UnitedStates.AverageDailyTemperature.data|Otsego_NewYork_UnitedStates.AverageDailyTemperature.missing|Otsego_NewYork_UnitedStates.AverageDewPoint.data|Otsego_NewYork_UnitedStates.AverageDewPoint.missing|Otsego_NewYork_UnitedStates.AverageRelativeHumidity.data|Otsego_NewYork_UnitedStates.AverageRelativeHumidity.missing|Otsego_NewYork_UnitedStates.AverageSurfaceAirPressure.data|Otsego_NewYork_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|46.5|0|41.00694444444444|0|82.27083333333333|0|28.087152777777774|0
0|2021-10-18|42.82638888888889|0|39.166666666666664|0|87.28472222222221|0|28.15805555555556|0
0|2021-10-19|50.229166666666664|0|38.708333333333336|0|68.35416666666667|0|28.256250000000005|0
0|2021-10-20|58.041666666666664|0|46.583333333333336|0|67.125|0|28.289999999999992|0
0|2021-10-21|58.489583333333336|0|48.9375|0|71.88541666666666|0|28.180972222222227|0
0|2021-10-22|47.39722222222222|0|44.27986111111111|0|89.28125|0|28.159541666666666|0
0|2021-10-23|40.50555555555555|0|37.5|0|89.4861111111111|0|28.23783333333333|0
0|2021-10-24|43.6625|0|41.68194444444445|0|93.25277777777778|0|28.33711805555556|0
0|2021-10-25|57.47222222222223|0|51.51388888888889|0|82.45833333333333|0|28.111944444444436|0
0|2021-10-26|51.80763888888888|0|50.81458333333333|0|96.35416666666667|0|27.85343055555556|0
0|2021-10-27|47.430555555555564|0|43.916666666666664|0|88.1875|0|28.10180555555556|0
0|2021-10-28|44.957341269841265|0|38.61507936507937|0|80.49702380952381|0|28.178988095238086|0
0|2021-10-29|45.447916666666664|0|38.520833333333336|0|77.89236111111111|0|28.05496527777778|0
0|2021-10-30|47.75|0|46.645833333333336|0|96.03472222222223|0|27.878124999999997|0
0|2021-10-31|48.28611111111112|0|45.90625|0|91.83125|0|27.89510416666667|0
0|2021-11-01|44.131944444444436|0|32.21527777777778|0|64.40972222222221|0|28.28729166666666|0
0|2021-11-02|38.77777777777778|0|29.444444444444443|0|69.90277777777777|0|28.39236111111111|0
0|2021-11-03|34.454166666666666|0|27.76875|0|77.59166666666667|0|28.458062499999997|0
0|2021-11-04|33.916666666666664|0|26.041666666666668|0|73.875|0|28.514583333333334|0
0|2021-11-05|34.25|0|25.916666666666668|0|73.25|0|28.566666666666674|0
0|2021-11-06|36.416666666666664|0|23.916666666666668|0|63.666666666666664|0|28.560000000000002|0
0|2021-11-07|42.1875|0|23.666666666666668|0|50.25|0|28.41854166666666|0
0|2021-11-08|48.25|0|34.916666666666664|0|60.541666666666664|0|28.412499999999998|0
0|2021-11-09|51.5|0|41.625|0|69.625|0|28.346249999999998|0
0|2021-11-10|46.3125|0|34.06944444444445|0|65.90277777777777|0|28.388854166666665|0
0|2021-11-11|43.9375|0|31.9375|0|64.70833333333333|0|28.403958333333332|0
0|2021-11-12|49.87152777777778|0|41.668749999999996|0|75.48194444444444|0|28.143118055555547|0
0|2021-11-13|39.15277777777778|0|31.36111111111111|0|74.52083333333334|0|28.01718749999999|0
0|2021-11-14|35.28125|0|30.77083333333333|0|84.42708333333333|0|28.046805555555565|0
0|2021-11-15|32.608630952380956|0|30.252480158730155|0|91.10218253968253|0|28.044985119047624|0
0|2021-11-16|32.95138888888889|0|25.895833333333332|0|76.71180555555556|0|28.329444444444437|0
0|2021-11-17|39.104166666666664|0|31.25|0|73.625|0|28.37645833333332|0
0|2021-11-18|47.9375|0|41.513888888888886|0|79.26736111111111|0|28.208819444444444|0
0|2021-11-19|32.13888888888889|0|25.305555555555557|0|76.89861111111112|0|28.466694444444443|0
0|2021-11-20|32.083333333333336|0|24.666666666666668|0|75.625|0|28.611249999999995|0
0|2021-11-21|38.06944444444444|0|28.9375|0|70.95833333333333|0|28.34923611111111|0
0|2021-11-22|32.486111111111114|0|24.07638888888889|0|72.2986111111111|0|28.129652777777768|0
0|2021-11-23|25.441666666666663|0|18.333333333333332|0|75.10138888888889|0|28.275874999999996|0
0|2021-11-24|30.0|0|20.333333333333332|0|69.20833333333333|0|28.480416666666674|0
0|2021-11-25|37.625|0|25.958333333333332|0|63.0|0|28.208333333333332|0
0|2021-11-26|31.395833333333332|0|27.861111111111114|0|86.88541666666667|0|27.936840277777787|0
0|2021-11-27|25.326388888888886|0|18.14236111111111|0|74.78125|0|28.100763888888892|0
0|2021-11-28|26.92013888888889|0|25.663194444444443|0|94.86805555555554|0|28.024236111111108|0
0|2021-11-29|26.25|0|21.741666666666664|0|83.4875|0|28.143187500000014|0
