|dates|Martin_Texas_UnitedStates.AverageDailyTemperature.data|Martin_Texas_UnitedStates.AverageDailyTemperature.missing|Martin_Texas_UnitedStates.AverageDewPoint.data|Martin_Texas_UnitedStates.AverageDewPoint.missing|Martin_Texas_UnitedStates.AverageRelativeHumidity.data|Martin_Texas_UnitedStates.AverageRelativeHumidity.missing|Martin_Texas_UnitedStates.AverageSurfaceAirPressure.data|Martin_Texas_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|59.3125|0|29.677083333333332|0|35.072916666666664|0|27.339791666666656|0
0|2021-10-18|64.15625|0|39.666666666666664|0|41.520833333333336|0|27.113020833333337|0
0|2021-10-19|72.04166666666667|0|50.020833333333336|0|50.15625|0|27.045416666666657|0
0|2021-10-20|71.58333333333333|0|52.770833333333336|0|57.885416666666664|0|27.183437499999993|0
0|2021-10-21|67.96875|0|59.0625|0|73.91666666666667|0|27.258020833333294|0
0|2021-10-22|73.04166666666667|0|58.875|0|65.82291666666667|0|27.141458333333375|0
0|2021-10-23|74.84375|0|58.09375|0|59.447916666666664|0|26.95927083333335|0
0|2021-10-24|74.125|0|45.760416666666664|0|44.114583333333336|0|26.98020833333334|0
0|2021-10-25|72.875|0|38.697916666666664|0|32.197916666666664|0|27.061041666666664|0
0|2021-10-26|77.61458333333333|0|48.583333333333336|0|45.770833333333336|0|26.87260416666669|0
0|2021-10-27|62.5|0|24.8125|0|24.40625|0|26.959166666666672|0
0|2021-10-28|57.239583333333336|0|22.052083333333332|0|27.052083333333332|0|27.194583333333323|0
0|2021-10-29|58.4375|0|24.364583333333332|0|29.291666666666668|0|27.244270833333307|0
0|2021-10-30|64.4375|0|25.447916666666668|0|27.25|0|27.04749999999999|0
0|2021-10-31|60.447916666666664|0|33.395833333333336|0|37.21875|0|27.126979166666686|0
0|2021-11-01|57.5625|0|47.125|0|68.80208333333333|0|27.246875|0
0|2021-11-02|50.125|0|47.239583333333336|0|90.17708333333333|0|27.29421874999998|0
0|2021-11-03|44.916666666666664|0|41.854166666666664|0|89.72916666666667|0|27.32635416666663|0
