|dates|Lewis_Washington_UnitedStates.AveragePrecipitationTotal.data|Lewis_Washington_UnitedStates.AveragePrecipitationTotal.missing|Lewis_Washington_UnitedStates.AveragePrecipitation.data|Lewis_Washington_UnitedStates.AveragePrecipitation.missing|Lewis_Washington_UnitedStates.AverageWindDirection.data|Lewis_Washington_UnitedStates.AverageWindDirection.missing|Lewis_Washington_UnitedStates.AverageWindSpeed.data|Lewis_Washington_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0002777777777777778|0|148.02777777777777|0|2.994444444444445|0
0|2021-10-18|0.0008333333333333334|0|0.0|0|112.08333333333333|0|2.0416666666666665|0
0|2021-10-19|0.0|0|0.0|0|96.92708333333333|0|1.90625|0
0|2021-10-20|0.0025|0|0.0038888888888888883|0|122.22222222222223|0|8.527777777777777|0
0|2021-10-21|0.0016666666666666668|0|0.015416666666666669|0|79.93055555555556|0|6.388888888888888|0
0|2021-10-22|0.01958333333333333|0|0.0014583333333333334|0|129.11111111111111|0|4.890277777777778|0
0|2021-10-23|0.00125|0|0.002166666666666667|0|86.73611111111113|0|4.597222222222222|0
0|2021-10-24|0.005|0|0.0053819444444444435|0|103.9236111111111|0|10.20486111111111|0
0|2021-10-25|0.01375|0|0.006799107142857142|0|147.01636904761904|0|18.509126984126983|0
0|2021-10-26|0.005416666666666667|0|0.005152777777777778|0|155.4375|0|10.894444444444444|0
0|2021-10-27|0.011458333333333334|0|0.014722222222222225|0|139.9652777777778|0|7.673611111111111|0
0|2021-10-28|0.025833333333333333|0|0.026576388888888896|0|133.65277777777777|0|9.444444444444445|0
0|2021-10-29|0.026458333333333334|0|0.017083333333333336|0|169.58333333333334|0|4.572916666666667|0
0|2021-10-30|0.006666666666666667|0|0.0|0|147.08333333333334|0|5.916666666666667|0
0|2021-10-31|0.0|0|0.0|0|113.68055555555554|0|3.25|0
0|2021-11-01|0.0|0|0.0024305555555555556|0|57.916666666666664|0|1.4791666666666667|0
0|2021-11-02|0.0033333333333333335|0|0.009375|0|35.17361111111111|0|1.6041666666666667|0
0|2021-11-03|0.0027083333333333334|0|0.016944444444444446|0|88.02083333333336|0|3.0243055555555554|0
0|2021-11-04|0.013541666666666667|0|0.016041666666666666|0|139.58333333333334|0|9.097222222222223|0
0|2021-11-05|0.008958333333333334|0|0.005729166666666667|0|126.21527777777777|0|6.954861111111112|0
0|2021-11-06|0.009583333333333334|0|0.0062499999999999995|0|138.05555555555557|0|8.85763888888889|0
0|2021-11-07|0.020416666666666666|0|0.013333333333333334|0|156.3090277777778|0|9.837847222222223|0
0|2021-11-08|0.01625|0|0.0004166666666666667|0|81.04166666666667|0|4.479166666666667|0
0|2021-11-09|0.00125|0|0.010243055555555556|0|147.39583333333334|0|11.732638888888888|0
0|2021-11-10|0.016666666666666666|0|0.003888888888888889|0|81.21527777777777|0|2.444444444444444|0
0|2021-11-11|0.00125|0|0.02513062169312169|0|80.44444444444446|0|3.6469246031746025|0
0|2021-11-12|0.014083333333333331|0|0.018131944444444447|0|164.00694444444443|0|7.561805555555555|0
0|2021-11-13|0.009166666666666667|0|0.010208333333333333|0|108.125|0|4.993055555555556|0
0|2021-11-14|0.015416666666666667|0|0.003541666666666667|0|159.16666666666666|0|16.874999999999996|0
0|2021-11-15|0.004166666666666667|0|0.00986111111111111|0|175.34722222222226|0|18.84722222222222|0
0|2021-11-16|0.015833333333333335|0|0.0|0|130.20833333333334|0|6.152777777777778|0
0|2021-11-17|0.0|0|0.0|0|135.0|0|3.9166666666666665|0
0|2021-11-18|0.0|0|0.019444444444444445|0|85.59027777777779|0|3.357638888888889|0
0|2021-11-19|0.03958333333333333|0|0.0077083333333333335|0|156.97916666666666|0|4.145833333333333|0
0|2021-11-20|0.0033333333333333335|0|0.0|0|54.97222222222222|0|1.5083333333333335|0
0|2021-11-21|0.0|0|0.0|0|70.33333333333333|0|2.0972222222222223|0
0|2021-11-22|0.0|0|0.0016666666666666668|0|115.24305555555556|0|4.937499999999999|0
0|2021-11-23|0.0020833333333333333|0|0.0017291666666666664|0|160.14583333333334|0|7.135416666666667|0
0|2021-11-24|0.0020833333333333333|0|0.0|0|78.125|0|3.0381944444444446|0
0|2021-11-25|0.0025|0|0.021111111111111112|0|132.70833333333334|0|4.557638888888889|0
0|2021-11-26|0.007361111111111111|0|0.0|0|114.16666666666667|0|7.170138888888889|0
