|dates|Smith_Texas_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Smith_Texas_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Smith_Texas_UnitedStates.NYT_ConfirmedDeaths.data|Smith_Texas_UnitedStates.NYT_ConfirmedDeaths.missing|Smith_Texas_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Smith_Texas_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Smith_Texas_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Smith_Texas_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|758.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|758.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|759.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|763.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|770.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|772.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|775.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|775.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|775.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|776.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|777.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|780.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|782.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|785.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|786.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|787.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|787.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|790.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|790.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|791.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|797.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|797.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|797.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|797.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|797.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|804.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|807.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|809.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|809.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|809.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|811.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|811.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|817.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|818.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|819.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|819.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|819.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|819.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|821.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|821.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|821.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|821.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|821.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|824.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|825.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|826.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|826.0|0|0.0|100|0.0|100
0|2021-12-03|0.0|100|826.0|0|0.0|100|0.0|100
0|2021-12-04|0.0|100|827.0|0|0.0|100|0.0|100
0|2021-12-05|0.0|100|827.0|0|0.0|100|0.0|100
0|2021-12-06|0.0|100|827.0|0|0.0|100|0.0|100
0|2021-12-07|0.0|100|827.0|0|0.0|100|0.0|100
0|2021-12-08|0.0|100|827.0|0|0.0|100|0.0|100
0|2021-12-09|0.0|100|829.0|0|0.0|100|0.0|100
0|2021-12-10|0.0|100|829.0|0|0.0|100|0.0|100
0|2021-12-11|0.0|100|829.0|0|0.0|100|0.0|100
0|2021-12-12|0.0|100|830.0|0|0.0|100|0.0|100
0|2021-12-13|0.0|100|830.0|0|0.0|100|0.0|100
0|2021-12-14|0.0|100|830.0|0|0.0|100|0.0|100
0|2021-12-15|0.0|100|831.0|0|0.0|100|0.0|100
0|2021-12-16|0.0|100|831.0|0|0.0|100|0.0|100
0|2021-12-17|0.0|100|833.0|0|0.0|100|0.0|100
0|2021-12-18|0.0|100|835.0|0|0.0|100|0.0|100
0|2021-12-19|0.0|100|835.0|0|0.0|100|0.0|100
0|2021-12-20|0.0|100|835.0|0|0.0|100|0.0|100
0|2021-12-21|0.0|100|835.0|0|0.0|100|0.0|100
0|2021-12-22|0.0|100|835.0|0|0.0|100|0.0|100
0|2021-12-23|0.0|100|835.0|0|0.0|100|0.0|100
0|2021-12-24|0.0|100|835.0|0|0.0|100|0.0|100
0|2021-12-25|0.0|100|835.0|0|0.0|100|0.0|100
0|2021-12-26|0.0|100|835.0|0|0.0|100|0.0|100
0|2021-12-27|0.0|100|837.0|0|0.0|100|0.0|100
0|2021-12-28|0.0|100|837.0|0|0.0|100|0.0|100
0|2021-12-29|0.0|100|837.0|0|0.0|100|0.0|100
0|2021-12-30|0.0|100|837.0|0|0.0|100|0.0|100
0|2021-12-31|0.0|100|837.0|0|0.0|100|0.0|100
0|2022-01-01|0.0|100|837.0|0|0.0|100|0.0|100
0|2022-01-02|0.0|100|837.0|0|0.0|100|0.0|100
0|2022-01-03|0.0|100|839.0|0|0.0|100|0.0|100
0|2022-01-04|0.0|100|839.0|0|0.0|100|0.0|100
0|2022-01-05|0.0|100|839.0|0|0.0|100|0.0|100
0|2022-01-06|0.0|100|839.0|0|0.0|100|0.0|100
0|2022-01-07|0.0|100|839.0|0|0.0|100|0.0|100
0|2022-01-08|0.0|100|839.0|0|0.0|100|0.0|100
0|2022-01-09|0.0|100|839.0|0|0.0|100|0.0|100
0|2022-01-10|0.0|100|839.0|0|0.0|100|0.0|100
0|2022-01-11|0.0|100|840.0|0|0.0|100|0.0|100
0|2022-01-12|0.0|100|841.0|0|0.0|100|0.0|100
0|2022-01-13|0.0|100|841.0|0|0.0|100|0.0|100
0|2022-01-14|0.0|100|842.0|0|0.0|100|0.0|100
0|2022-01-15|0.0|100|843.0|0|0.0|100|0.0|100
0|2022-01-16|0.0|100|846.0|0|0.0|100|0.0|100
0|2022-01-17|0.0|100|0.0|100|0.0|100|0.0|100
