|dates|Steele_Minnesota_UnitedStates.AverageDailyTemperature.data|Steele_Minnesota_UnitedStates.AverageDailyTemperature.missing|Steele_Minnesota_UnitedStates.AverageDewPoint.data|Steele_Minnesota_UnitedStates.AverageDewPoint.missing|Steele_Minnesota_UnitedStates.AverageRelativeHumidity.data|Steele_Minnesota_UnitedStates.AverageRelativeHumidity.missing|Steele_Minnesota_UnitedStates.AverageSurfaceAirPressure.data|Steele_Minnesota_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|50.890625|0|37.28125|0|64.5625|0|28.845625000000002|0
0|2021-10-18|61.28125|0|41.302083333333336|0|49.911458333333336|0|28.72786458333333|0
0|2021-10-19|61.8125|0|44.958333333333336|0|55.880208333333336|0|28.668854166666677|0
0|2021-10-20|56.46875|0|51.947916666666664|0|85.625|0|28.611250000000016|0
0|2021-10-21|44.354166666666664|0|40.265625|0|86.27083333333333|0|28.759114583333297|0
0|2021-10-22|36.260416666666664|0|31.010416666666668|0|83.19270833333333|0|28.820052083333348|0
0|2021-10-23|37.515625|0|30.385416666666668|0|77.69791666666667|0|28.779687499999962|0
0|2021-10-24|42.010416666666664|0|33.322916666666664|0|70.83333333333333|0|28.674427083333345|0
0|2021-10-25|41.9375|0|30.994791666666668|0|67.21354166666667|0|28.8320833333333|0
0|2021-10-26|46.979166666666664|0|34.510416666666664|0|63.052083333333336|0|28.743333333333357|0
0|2021-10-27|50.78125|0|41.354166666666664|0|70.65104166666667|0|28.534374999999972|0
0|2021-10-28|45.963541666666664|0|44.75|0|93.16145833333333|0|28.515781250000003|0
0|2021-10-29|46.901041666666664|0|42.635416666666664|0|84.421875|0|28.65177083333334|0
0|2021-10-30|42.307291666666664|0|37.84375|0|85.57291666666667|0|28.58067708333333|0
0|2021-10-31|39.942708333333336|0|31.729166666666668|0|73.48958333333333|0|28.844218749999996|0
0|2021-11-01|34.09375|0|26.208333333333332|0|73.27604166666667|0|29.018020833333335|0
0|2021-11-02|34.083333333333336|0|23.9375|0|68.11458333333333|0|29.096145833333285|0
0|2021-11-03|34.109375|0|24.302083333333332|0|69.30729166666667|0|29.052552083333286|0
0|2021-11-04|41.302083333333336|0|33.708333333333336|0|76.16666666666667|0|28.91187500000001|0
0|2021-11-05|47.03125|0|37.8125|0|70.97395833333333|0|28.753020833333334|0
0|2021-11-06|53.338541666666664|0|40.28125|0|64.58333333333333|0|28.725052083333296|0
0|2021-11-07|52.708333333333336|0|45.609375|0|77.36458333333333|0|28.645130208333313|0
