|dates|LaMoure_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|LaMoure_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|LaMoure_NorthDakota_UnitedStates.Male_Total_Population.data|LaMoure_NorthDakota_UnitedStates.Male_Total_Population.missing|LaMoure_NorthDakota_UnitedStates.Female_Total_Population.data|LaMoure_NorthDakota_UnitedStates.Female_Total_Population.missing|LaMoure_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|LaMoure_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-21|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2021-12-22|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2021-12-23|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2021-12-24|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2021-12-25|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2021-12-26|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2021-12-27|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2021-12-28|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2021-12-29|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2021-12-30|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2021-12-31|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2022-01-01|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2022-01-02|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2022-01-03|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2022-01-04|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2022-01-05|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2022-01-06|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2022-01-07|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2022-01-08|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2022-01-09|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2022-01-10|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2022-01-11|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2022-01-12|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2022-01-13|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2022-01-14|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2022-01-15|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2022-01-16|1098.0|0|2096.0|0|1966.0|0|871.0|0
0|2022-01-17|1098.0|0|2096.0|0|1966.0|0|871.0|0
