|dates|Rock_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rock_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rock_Minnesota_UnitedStates.Male_Total_Population.data|Rock_Minnesota_UnitedStates.Male_Total_Population.missing|Rock_Minnesota_UnitedStates.Female_Total_Population.data|Rock_Minnesota_UnitedStates.Female_Total_Population.missing|Rock_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Rock_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-31|1867.0|0|4636.0|0|4778.0|0|2408.0|0
0|2022-01-01|1867.0|0|4636.0|0|4778.0|0|2408.0|0
0|2022-01-02|1867.0|0|4636.0|0|4778.0|0|2408.0|0
0|2022-01-03|1867.0|0|4636.0|0|4778.0|0|2408.0|0
0|2022-01-04|1867.0|0|4636.0|0|4778.0|0|2408.0|0
0|2022-01-05|1867.0|0|4636.0|0|4778.0|0|2408.0|0
0|2022-01-06|1867.0|0|4636.0|0|4778.0|0|2408.0|0
0|2022-01-07|1867.0|0|4636.0|0|4778.0|0|2408.0|0
0|2022-01-08|1867.0|0|4636.0|0|4778.0|0|2408.0|0
0|2022-01-09|1867.0|0|4636.0|0|4778.0|0|2408.0|0
0|2022-01-10|1867.0|0|4636.0|0|4778.0|0|2408.0|0
0|2022-01-11|1867.0|0|4636.0|0|4778.0|0|2408.0|0
0|2022-01-12|1867.0|0|4636.0|0|4778.0|0|2408.0|0
0|2022-01-13|1867.0|0|4636.0|0|4778.0|0|2408.0|0
0|2022-01-14|1867.0|0|4636.0|0|4778.0|0|2408.0|0
0|2022-01-15|1867.0|0|4636.0|0|4778.0|0|2408.0|0
0|2022-01-16|1867.0|0|4636.0|0|4778.0|0|2408.0|0
0|2022-01-17|1867.0|0|4636.0|0|4778.0|0|2408.0|0
