|dates|Columbus_NorthCarolina_UnitedStates.AverageDailyTemperature.data|Columbus_NorthCarolina_UnitedStates.AverageDailyTemperature.missing|Columbus_NorthCarolina_UnitedStates.AverageDewPoint.data|Columbus_NorthCarolina_UnitedStates.AverageDewPoint.missing|Columbus_NorthCarolina_UnitedStates.AverageRelativeHumidity.data|Columbus_NorthCarolina_UnitedStates.AverageRelativeHumidity.missing|Columbus_NorthCarolina_UnitedStates.AverageSurfaceAirPressure.data|Columbus_NorthCarolina_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|59.416666666666664|0|40.572916666666664|0|52.46875|0|29.946041666666673|0
0|2021-10-18|56.677083333333336|0|41.479166666666664|0|63.25|0|30.031041666666667|0
0|2021-10-19|58.921875|0|45.020833333333336|0|66.25520833333333|0|30.0990625|0
0|2021-10-20|63.479166666666664|0|50.78125|0|67.57291666666667|0|30.11687500000001|0
0|2021-10-21|65.82291666666667|0|55.947916666666664|0|72.97916666666667|0|30.046562499999954|0
0|2021-10-22|70.75|0|64.32291666666667|0|80.91666666666667|0|29.879687500000003|0
0|2021-10-23|63.34375|0|54.4375|0|75.71354166666667|0|29.907552083333357|0
0|2021-10-24|64.421875|0|55.697916666666664|0|77.1875|0|30.01781250000002|0
0|2021-10-25|68.94270833333333|0|63.442708333333336|0|83.65104166666667|0|29.80609375|0
0|2021-10-26|66.61458333333333|0|53.182291666666664|0|64.79166666666667|0|29.62010416666665|0
0|2021-10-27|55.458333333333336|0|42.317708333333336|0|63.239583333333336|0|29.749218750000008|0
0|2021-10-28|58.895833333333336|0|54.354166666666664|0|85.765625|0|29.711562500000024|0
0|2021-10-29|65.84375|0|58.036458333333336|0|77.40625|0|29.46421875000003|0
0|2021-10-30|56.270833333333336|0|48.427083333333336|0|76.84375|0|29.544375000000002|0
0|2021-10-31|59.979166666666664|0|51.104166666666664|0|74.55729166666667|0|29.746406250000007|0
0|2021-11-01|57.229166666666664|0|48.166666666666664|0|75.17708333333333|0|30.044062499999995|0
0|2021-11-02|57.96875|0|48.833333333333336|0|75.11458333333333|0|30.072604166666665|0
